"symbol"	"baseMean"	"FoldChange"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"description"
"0610005C13Rik"	6853.10007215664	1.00000673701361	9.71942339061429e-06	0.00144263803072759	0.182454003507172	1	"RIKEN cDNA 0610005C13 gene"
"0610009E02Rik"	89.7065105050646	1.00000111819111	1.61320786248993e-06	0.00144269147315951	0.354691129719506	1	"RIKEN cDNA 0610009E02 gene"
"0610009L18Rik"	36.9340042414072	1.0000001454817	2.098857104128e-07	0.00144269147377208	0.897286152147546	1	"RIKEN cDNA 0610009L18 gene"
"0610010K14Rik"	702.840055946244	0.999999591212872	-5.89755283485809e-07	0.00144264423855258	0.922012329020165	1	"RIKEN cDNA 0610010K14 gene"
"0610025J13Rik"	3.53570497851549	0.999999808571178	-2.76173438445806e-07	0.00144269485692102	0.484667524096492	1	"RIKEN cDNA 0610025J13 gene"
"0610030E20Rik"	1530.22254870433	1.00000293706109	4.23727724095206e-06	0.00144263998275827	0.513920661107827	1	"RIKEN cDNA 0610030E20 gene"
"0610031O16Rik"	5559.43193264053	1.00000700072932	1.00998821255694e-05	0.00144268766262829	0.0183432416494405	1	"RIKEN cDNA 0610031O16 gene"
"0610038B21Rik"	1.48724996511745	1.00000006349625	9.16057258943854e-08	0.00144269494170326	0.851228363855444	1	"RIKEN cDNA 0610038B21 gene"
"0610039H22Rik"	1.87243457128231	0.999999868370694	-1.89900960181192e-07	0.0014426950366992	0.353602378610648	1	"RIKEN cDNA 0610039H22 gene"
"0610039K10Rik"	5.90300886678951	1.00000033528251	4.8371034047608e-07	0.00144269418500914	0.545832049308619	1	"RIKEN cDNA 0610039K10 gene"
"0610040B10Rik"	99.9959986777909	1.00000002375536	3.42717425748479e-08	0.00144268667973269	0.991362804868214	1	"RIKEN cDNA 0610040B10 gene"
"0610040F04Rik"	32.2031057254264	1.00000087629362	1.26422391212156e-06	0.00144269285664003	0.348806081772219	1	"RIKEN cDNA 0610040F04 gene"
"0610040J01Rik"	1437.52373381498	1.00000454351312	6.55488895997165e-06	0.00144265409870245	0.267962706121578	1	"RIKEN cDNA 0610040J01 gene"
"0610042G04Rik"	56.2547701925414	1.00000077318174	1.11546502921624e-06	0.00144269139164436	0.505136029864899	1	"RIKEN cDNA 0610042G04 gene"
"0610043K17Rik"	257.571489198319	1.00000285685164	4.1215598088875e-06	0.00144269089786999	0.0721941321586617	1	"RIKEN cDNA 0610043K17 gene"
"1110002E22Rik"	16.216168677638	0.999999928692844	-1.02874484473745e-07	0.00144269486729051	0.745473823297399	1	"RIKEN cDNA 1110002E22 gene"
"1110002J07Rik"	36.5250798585323	1.00000027905904	4.02597036951885e-07	0.00144269293827829	0.754397339212168	1	"RIKEN cDNA 1110002J07 gene"
"1110002L01Rik"	329.657961584717	1.00000106730217	1.53979072983685e-06	0.00144267458438591	0.689815718034356	1	"RIKEN cDNA 1110002L01 gene"
"1110004F10Rik"	1494.72719758557	1.00000027970808	4.03533399158192e-07	0.00144265732378252	0.940538671502793	1	"RIKEN cDNA 1110004F10 gene"
"1110006O24Rik"	28.4136773210072	0.999999350972866	-9.36348531416926e-07	0.00144269179467924	0.551555861372452	1	"RIKEN cDNA 1110006O24 gene"
"1110018N20Rik"	59.3523359584947	1.00000271389964	3.9153242449119e-06	0.00144269406763776	0.0188542292754235	1	"RIKEN cDNA 1110018N20 gene"
"1110019D14Rik"	111.986818517567	1.00000065965812	9.51685178591504e-07	0.00144269002793953	0.62620660146942	1	"RIKEN cDNA 1110019D14 gene"
"1110020A21Rik"	238.37804538455	1.00000362118248	5.22425255217671e-06	0.00144268709795227	0.0860171930584868	1	"RIKEN cDNA 1110020A21 gene"
"1110025M09Rik"	48.3789623042933	0.999998984301807	-1.46534348990074e-06	0.00144268935118204	0.474501867679275	1	"RIKEN cDNA 1110025M09 gene"
"1110036E04Rik"	3.47084217056473	1.00000019729601	2.84637943844787e-07	0.00144269465558086	0.62890783339946	1	"RIKEN cDNA 1110036E04 gene"
"1110038B12Rik"	518.726103064878	1.00000119609343	1.72559703472207e-06	0.0014426572507315	0.743588429325212	1	"RIKEN cDNA 1110038B12 gene"
"1110038F14Rik"	334.607747076086	0.999998205235335	-2.58930040499365e-06	0.00144266712398378	0.570467201982618	1	"RIKEN cDNA 1110038F14 gene"
"1110046J04Rik"	23.7514445284745	0.999999361283107	-9.21473988601446e-07	0.00144269283600887	0.481172993993429	1	"RIKEN cDNA 1110046J04 gene"
"1110059E24Rik"	283.802322921599	1.00000164586326	2.3744768051103e-06	0.00144266117554137	0.636558209686332	1	"RIKEN cDNA 1110059E24 gene"
"1110059G10Rik"	423.971423318229	1.00000009915426	1.43049350932744e-07	0.00144266799982134	0.975099997357991	1	"RIKEN cDNA 1110059G10 gene"
"1110065P20Rik"	326.391561268687	1.00000226474298	3.26732976923523e-06	0.0014426708609055	0.447149669340285	1	"RIKEN cDNA 1110065P20 gene"
"1300002E11Rik"	612.696043808334	1.00000421139432	6.07574489975582e-06	0.00144264747208298	0.33140442720249	1	"RIKEN cDNA 1300002E11 gene"
"1500002C15Rik"	8.79509950082192	0.999999693067731	-4.42809730214947e-07	0.00144269413510428	0.585434222737268	1	"RIKEN cDNA 1500002C15 gene"
"1500002F19Rik"	77.9967200201343	1.00000043396456	6.26078389341429e-07	0.00144268337840867	0.830595221083441	1	"RIKEN cDNA 1500002F19 gene"
"1500004A13Rik"	23.7299980144225	1.000000663024	9.56541120612879e-07	0.00144268998161088	0.624155714443207	1	"RIKEN cDNA 1500004A13 gene"
"1500011B03Rik"	44.4858937550622	0.999999995160189	-6.98237074085215e-09	0.0014426893092624	0.992930447308473	1	"RIKEN cDNA 1500011B03 gene"
"1500015A07Rik"	100.885315491237	1.00000005608484	8.09133216082068e-08	0.00144268839735826	0.973531183352649	1	"RIKEN cDNA 1500015A07 gene"
"1500026H17Rik"	89.8515411915134	1.00000572263118	8.25598799631318e-06	0.00144269780247627	0.00153505674010792	1	"RIKEN cDNA 1500026H17 gene"
"1600002D24Rik"	1.62299322085476	0.999999947253394	-7.60972688588873e-08	0.00144269479531478	0.854359200995315	1	"RIKEN cDNA 1600002D24 gene"
"1600010M07Rik"	15.1366092802466	0.99999999955688	-6.3928727606222e-10	0.00144269343743049	0.992901786002952	1	"RIKEN cDNA 1600010M07 gene"
"1600012H06Rik"	952.903372216467	1.00000033949586	4.8978891363965e-07	0.00144263377163725	0.942607929327175	1	"RIKEN cDNA 1600012H06 gene"
"1600014C10Rik"	5426.33237832216	0.999998912964137	-1.56826210076085e-06	0.00144265865561984	0.759554613722787	1	"RIKEN cDNA 1600014C10 gene"
"1600020E01Rik"	670.728938304306	1.00000165581743	2.3888376242048e-06	0.00144267976018879	0.486182726322233	1	"RIKEN cDNA 1600020E01 gene"
"1600023N17Rik"	17.296109382886	0.999999776204988	-3.22867989853536e-07	0.00144269376431566	0.742793562700623	1	"RIKEN cDNA 1600023N17 gene"
"1700001G17Rik"	2.24784140159886	0.999999791842029	-3.00308504206904e-07	0.00144269491863945	0.382905622661828	1	"RIKEN cDNA 1700001G17 gene"
"1700001J03Rik"	6.18996796402912	1.00000000586067	8.45515482994794e-09	0.00144269448771221	0.984729243795938	1	"RIKEN cDNA 1700001J03 gene"
"1700001L05Rik"	197.994805581564	0.999999452400666	-7.90019059503133e-07	0.00144268915931152	0.699871850822116	1	"RIKEN cDNA 1700001L05 gene"
"1700003E16Rik"	17.3600528116567	1.00000053692356	7.74616754673334e-07	0.00144269320274018	0.512748131521864	1	"RIKEN cDNA 1700003E16 gene"
"1700003F12Rik"	7.03182656578227	1.00000024494973	3.53387718706159e-07	0.00144269445570809	0.58025727231159	1	"RIKEN cDNA 1700003F12 gene"
"1700003G18Rik"	4.56134149074976	1.00000015690071	2.26359862257594e-07	0.00144269438397397	0.746641773996342	1	"RIKEN cDNA 1700003G18 gene"
"1700006J14Rik"	4.75575608473424	1.00000052530959	7.57861336431038e-07	0.00144269425452207	0.381968449338977	1	"RIKEN cDNA 1700006J14 gene"
"1700007J10Rik"	10.683401669539	0.999999901780428	-1.41700896780976e-07	0.00144269242653188	0.90212887026602	1	"RIKEN cDNA 1700007J10 gene"
"1700007L15Rik"	31.8144274232073	1.00000014431063	2.08196212854913e-07	0.00144269259976823	0.877782576988877	1	"RIKEN cDNA 1700007L15 gene"
