representative	grouped_terms	genes
structural constituent of ribosome	structural constituent of ribosome;ribosomal subunit;ribosome	Mrpl20;Rps3;Rpl10a;Mrps17;Rpl9-ps6;Rpl39;Mrps9;Rpl7;Dap3;Rps25;Mrps18a;Rps18;Rpl27a;Rpl15;Rpl30;Mrps14;Mrpl34;Mrpl47;Mrps18c;Rpl23;Rps4x;Mrpl57;Mrps24;Mrpl55;Rpl38;Mrpl39;Rps3a1;Rps12;Rpl22;Mrps23;Rpl23a;Rpl34-ps1;Mrps18b;Rpl26;Mrps35;Rpl14;Rps16;Mrps12;Rpl13;Mrpl21;Rpl5;Rps21;Rps15a;Rpl34;Mrpl14;Rpl32;Mrpl23;Rpl10;Rpl41;Rpl19;Rpl37;Mrpl22;Rpsa;Mrps10;Rpl35rt;Rps17;Mrpl43;Rps10;Rps2;Rplp0;Rpl6;Rps9;Rplp2;Rpl11;Mrpl37;Rpl36a;Mrpl49;Rps28;Uba52rt;Rpl21;Mrpl51;Rps8;Rpl6l;Rpl37rt;Rps20;Mrpl52;Mrpl35;Uba52;Mrpl19;Mrpl46;Rps27rt;Imp3;Mrps30;Rps6-ps4;Rpl31;Mrpl30;Rps5;Mrpl54;Ubb;Rpl13a;Rps11;Ndufa7;Rpl37a;Rplp1;Mrps21;Rpl24;Rps26;Rps19;Rps6;Rsl24d1;Mrpl27;Mrpl13;Rpl7l1;Rps14;Rps24;Mrpl17;Fau;Rpl35;Mrpl15;Rps15;Mrpl24;Mrps11;Mrps25;Mrpl28;Mrps34;Mrps16;Rpl18a;Mrpl4;Mrpl12;Rpl29;Mrpl2;Mrpl36;Rpl18;Mrps15;Mrpl16;Rpl8;Mrpl11;Mrpl10;Mrps7;Rpl36al;Mrps28;Snu13;Rps4l;Mrps33;Gadd45gip1;Mrps27;Rack1;Mrpl40;Eif2d;Rpl10-ps3;Rpl36a-ps1;Mrps26;Zcchc17;Mrpl42;Mterf4;Mrpl45;Mrpl58;Aurkaip1;Mrpl48;Nhp2;Mrpl38;Oas1g;Rnf10;Abcf1;Psma6
organellar ribosome	organellar ribosome;mitochondrial ribosome;mitochondrial translation;mitochondrial gene expression	Mrpl20;Mrps28;Mrps17;Mrps9;Dap3;Mrps18a;Mrps14;Mrpl34;Mrpl47;Mrps18c;Mrpl57;Mrps24;Mrpl55;Mrpl39;Mrps23;Mrps18b;Mrps35;Mrps33;Gadd45gip1;Mrps27;Mrps12;Mrpl21;Mrpl40;Mrpl14;Mrpl23;Mrpl22;Mrps10;Mrpl43;Mrps26;Mrpl37;Mrpl49;Mrpl51;Mrpl52;Mrpl35;Mrpl19;Mrpl46;Mrps30;Mrpl42;Mrpl30;Mrpl54;Ndufa7;Mrps21;Mrpl27;Mrpl13;Mterf4;Mrpl17;Mrpl45;Mrpl58;Mrpl15;Aurkaip1;Mrpl24;Mrps11;Mrpl48;Mrps25;Mrpl28;Mrps34;Mrps16;Mrpl4;Mrpl12;Mrpl2;Mrpl36;Mrps15;Mrpl16;Mrpl11;Mrpl10;Mrps7;Mrpl38;Mrpl53;Ears2;Rpusd3;Trub2;Sars2;Malsu1;Hars1;Tsfm;Uqcc2;Tufm;Gatc;Gars1;Coa3;Gatb;Shmt2;Nsun4;Mthfs;Mrps2;Tbrg4;Thap11;Chchd10;Twnk;Hsd17b10;Mtres1
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit	Mrpl53;Mrpl20;Mrps18a;Mrpl34;Mrpl47;Mrpl57;Mrpl55;Mrpl39;Gadd45gip1;Mrpl21;Mrpl40;Mrpl14;Mrpl23;Mrpl22;Mrpl43;Mrpl37;Mrpl49;Mrpl51;Mrpl52;Mrpl35;Mrpl19;Mrpl46;Mrps30;Mrpl42;Mrpl30;Mrpl54;Mrpl27;Mrpl13;Mterf4;Mrpl17;Mrpl45;Mrpl58;Mrpl15;Mrpl24;Mrpl48;Mrpl28;Mrpl4;Mrpl12;Mrpl2;Mrpl36;Mrpl16;Mrpl11;Mrpl10;Mrpl38
translation at presynapse	translation at presynapse;translation at synapse;translation at postsynapse	Rpl36;Rpl4;Rpl10a;Rpl7;Rpl27a;Rpl15;Rpl23;Rpl38;Rps12;Rpl22;Rpl23a;Rpl26;Rpl14;Rps16;Rpl13;Rpl5;Rps15a;Rpl34;Rpl32;Rpl10;Rpl37;Rps10;Rpl6;Rplp2;Rpl36a;Rps28;Uba52;Rps5;Rpl13a;Rps11;Rpl37a;Rpl24;Rps26;Rps14;Rps24;Rpl35;Rpl29;Rpl8
proteasome complex	proteasome complex;endopeptidase complex;peptidase complex	Psmd7;Psmd14;Psma5;Psmd6;Uchl5;Psma1;Sem1;Psmd12;Psmd13;Psmd9;Psmf1;Ubqln1;Psma4;Psmb9;Psma2;Adrm1b;Psme3;Psmc1;Psmd2;Hspb1;Txnl1;Psmd8;Psma6;Psmd11;Rad23a;Psmb7;Psmb8;Psma7;Psmb1;Psmc2;Psmb6;Psmb5;Psmb2;Psmb4;Psmb10;Adrm1;Vcp;Psmb3;Ide;Dnajb2;Psmd1;Psmd4;Psmd3;Psmc3;Psmc4;Psme1;Psmc5;Mbl2;Capn2;Psmd5;Capns1;Spg7;Eny2;Taf6;Taf6l;Taf12;Sgf29;Sf3b5;Afg3l1;Taf10
purine ribonucleoside triphosphate biosynthetic process	purine ribonucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process;purine nucleoside triphosphate biosynthetic process;ATP biosynthetic process;proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis	Sdha;Tgfb1;Ndufa5;Uqcc3;Atp5f1b;Atp5pb;Ndufb6;Atp5mg;Antkmt;Ndufa13;Ndufc1;Atp5pd;Atp5mc3;Parp1;Atp5f1e;Atp5f1a;Impdh1;Atp5f1c;Stat3;Ndufab1;Sdhb;Ndufs4;Ak3;Pnp;Ndufb3;Ndufb2;Ndufa3;Ndufb11;Ndufs5;Sdhc;Ndufb5;Nme2;Ndufb8;Atp5me;Ndufs8;Ndufb7;Ndufb9;Ndufv3;Ndufa7;Impdh2-ps;Atp5po;Ndufs7;Ndufa12;Ndufa2;Ndufs2;Stoml2;Atp5mf;Ndufv1;Eno1;Ndufv2;Dnajc30;Ndufa11;Nme1;Ndufa10;Vcp;Ndufs6;Ndufa8;Ndufa9;Atp5mc1;Ndufb10;Ldhd;Atp5f1d;Ndufs3;Uck2
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis	Sdha;Ndufa5;Atp5f1b;Atp5pb;Ndufb6;Atp5mg;Antkmt;Ndufa13;Ndufc1;Atp5pd;Atp5mc3;Atp5f1e;Atp5f1a;Atp5f1c;Ndufab1;Sdhb;Ndufs4;Ndufb3;Ndufb2;Ndufa3;Ndufb11;Ndufs5;Sdhc;Ndufb5;Ndufb8;Atp5me;Ndufs8;Ndufb7;Ndufb9;Ndufv3;Ndufa7;Atp5po;Ndufs7;Ndufa12;Ndufa2;Ndufs2;Stoml2;Atp5mf;Ndufv1;Ndufv2;Dnajc30;Ndufa11;Ndufa10;Ndufs6;Ndufa8;Ndufa9;Atp5mc1;Ndufb10;Atp5f1d;Ndufs3
mitochondrial respirasome	mitochondrial respirasome;respirasome;respiratory chain complex	Sdha;Ndufa5;Uqcc3;Ndufb6;Rab5if;Ndufa13;Dmac1;Cox5a;Ndufc1;Cox6c;Cox7a2;Cyc1;Cox7a2l;Ndufab1;Sdhb;Ndufs4;Ndufb3;Uqcrq;Ndufb2;Ndufa3;Uqcrh;Cox5b;Uqcr11;Ndufb11;Ndufs5;Stmp1;Sdhc;Ndufb5;Ndufb8;Ndufs8;Ndufs6b;Ndufb7;Uqcrc1;Ndufb9;Ndufv3;Ndufa7;Ndufs7;Uqcr10;Ndufa12;Ndufa2;Ndufs2;Cox8a;Ndufv1;Cox4i1;Ndufv2;Cox6a1;Ndufa11;Cox6b1;Ndufa10;Ndufs6;Ndufa8;Ndufa9;Ndufb10;Ndufs3;Higd1a
establishment of protein localization to mitochondrion	establishment of protein localization to mitochondrion;protein localization to mitochondrion	Maip1;Fbxw7;Dusp18;Dnajc19;Immp1l;Hk2;Timm17a;Pam16l;Chchd4;Cdkn2a;Bax;Pmaip1;Grpel1;Tomm7;Aifm1;Ap3b1;Timm29;Hspa4;Tomm5;Sh3glb1;Ndufa13;Rala;Bag3;Pdcd5;Mipep;Timm22;Mfn2;Dnajc15;Nol3;Timm10;Hspd1;Hk1;Timm23;Samm50;Tomm70a;Gsk3a;Atp5if1;Tomm22;Tspo;Parl;Tomm40;Akt1;Hsp90aa1;Romo1;Pmpca;Mtch1;Bnip3l;Mtch2;Timm44;Bcs1l;Timm50;Pink1;Timm17b;Oxa1l;Mterf4;Ywhaz;Dnlz;Timm13;Fis1;Aip;Isg15;Bag1;Fkbp8
rRNA processing	rRNA processing;rRNA metabolic process	Rps7;Rpp40;Utp11;Rpf2;Nop2;Exosc1;Mrpl44;Wdr55;Rpl7a;Pop7;Ddx47;Nsa2;Wdr36;Riok3;Pih1d2;Rpl35a;Cdkn2a;Dcaf13;Rpusd1;Rrp9;Isg20;Lyar;Mettl16;Nol6;Suv39h1;Rpp38;Nsun4;Exosc10;Pop4;Exosc2;Npm3;Pwp1;Pelp1;Exosc9;Ddx49;Frg1;Rpl10a;Las1l;Wdr46;Rpl7;Pin4;Rps25;Bop1;Ybey;Tbl3;Snu13;Dhx37;Ngdn;Imp4;Mrto4;Sart1;Utp4;Ebna1bp2;Wdr12;Tsr3;Brix1;Utp23;Exosc7;Rpl26;Utp3;Rpl14;Rps16;Lsm6;Rpl5;Rps21;Wdr74;Tsr2;Emg1;Mrm3;Gtf2h5;Rpl35rt;Rps17;Abt1;Ddx54;Utp6;Nop10;Rpl11;Wdr18;Nop9;Rps28;Exosc5;Exosc4;Rps8;Fcf1;Rps27rt;Imp3;Eif6;Rps6-ps4;Bysl;Trmt112;Ddx56;Rps19;Rps6;Pes1;Rpl7l1;Rrp1;Rps24;Mterf4;Nop53;Rpl35;Pop5;Rps15;Nifk;Rbfa;Mrm2;Ncl;Pih1d1;Fbl;Rrp7a;Nhp2;Pa2g4;Tcof1;Smarca4;Cavin1;Ippk;Polr1g;Ercc3;Dis3l;Ubtf;Macroh2a1;Polr1f;Polr1d;Mars1;Trir;Polr2e;Smarcb1
