representative	grouped_terms	genes
ribosomal subunit	ribosomal subunit;structural constituent of ribosome;ribosome	Mrps9;Mrpl37;Mrps17;Rps7;Gadd45gip1;Mrps31;Rpl3;Rpl10;Eif2d;Rpl13-ps6;Mrps27;Mrpl47;Mrps26;Mrps23;Mrpl19;Mrps28;Zcchc17;Mrps12;Rpl38;Rpl14;Rpl10a;Rpl13;Rps4l;Rpl7a;Mrps18a;Mrpl23;Mrpl52;Mrpl39;Mrpl4;Mrps18c;Rps18-ps6;Rpl35rt;Rps12;Mrpl14;Mrpl21;Mrps18b;Rpl34;Imp3;Rpl34-ps1;Rps18;Mrpl55;Mrps24;Snu13;Rpl35a;Mrpl22;Rpsa;Mrps10;Mrpl43;Rpl15;Mrpl24;Mrpl50;Rpl27a;Rpl11;Rpl21;Rpl37a;Npm1;Mrpl1;Rps27l;Uba52;Mrpl38;Mrpl40;Rpl41;Rpl37;Rpl37rt;Mrps11;Rack1;Rpl5;Rps21;Rpl36a;Rps10;Rpl4;Mrps14;Mrps33;Rplp2;Mrpl57;Rpl30;Mrpl46;Mrpl42;Rplp0;Mrpl34;Mrps35;Rps3;Rps4x;Rpl36a-ps1;Rps16;Rpl9-ps6;Mrps21;Rpl31;Rps19;Rpl22;Mrpl54;Rps25;Rps28;Rps3a1;Aurkaip1;Rpl23a;Mrpl20;Rpl23;Rpl26;Mrpl51;Rpl13a;Rps8;Fau;Rpl10-ps3;Mrpl48;Rps15a;Rpl39;Rpl19;Rps2;Mterf4;Mrpl30;Mrpl28;Rpl6;Rps27rt;Mrps15;Rpl7l1;Mrpl2;Mrpl58;Rpl7;Rplp1;Uba52rt;Rpl32;Rps9;Rps20;Mrpl45;Mrpl10;Rps15;Mrpl12;Rps6;Mrps30;Mrpl13;Rps17;Ubb;Rps14;Rps24;Rpl6l;Mrpl17;Mrps25;Mrpl35;Rps11;Rps5;Mrps16;Rpl35;Mrpl27;Mrpl36;Rpl18a;Rpl29;Mrpl11;Rpl24;Rpl36al;Mrps7;Rpl18;Mrps34;Rps6-ps4;Nhp2;Rps26;Rpl8;Mrpl16;Mrpl49;Rpl22l1;Rsl24d1;Ndufa7;Abcf1;Rnf10;Calr;Eef2;Eef1a1;Psma6
organellar ribosome	organellar ribosome;mitochondrial ribosome;mitochondrial translation;mitochondrial gene expression	Mpv17l2;Mrps6;Chchd1;Mrps5;Mrpl15;Mrpl41;Mrpl32;Mrps2;Mrpl44;Mrps9;Mrpl37;Mrps17;Gadd45gip1;Mrps31;Mrps27;Mrpl47;Mrps26;Mrps23;Mrpl19;Mrps28;Mrps12;Mrps18a;Mrpl23;Mrpl52;Mrpl39;Mrpl4;Mrps18c;Mrpl14;Mrpl21;Mrps18b;Mrpl55;Mrps24;Mrpl22;Mrps10;Mrpl43;Mrpl24;Mrpl50;Mrpl1;Mrpl38;Mrpl40;Mrps11;Mrps14;Mrps33;Mrpl57;Mrpl46;Mrpl42;Mrpl34;Mrps35;Mrps21;Mrpl54;Aurkaip1;Mrpl20;Mrpl51;Mrpl48;Mterf4;Mrpl30;Mrpl28;Mrps15;Mrpl2;Mrpl58;Mrpl45;Mrpl10;Mrpl12;Mrps30;Mrpl13;Mrpl17;Mrps25;Mrpl35;Mrps16;Mrpl27;Ndufa7;Mrpl36;Mrpl11;Mrps7;Mrps34;Mrpl16;Mrpl49;Dars2;Rpusd3;Malsu1;C1qbp;Uqcc2;Shmt2;Tsfm;Hars1;Gatc;Gatb;Gars1;Tufm;Coa3;Tfam;Thap11;Chchd10;Mthfs;Mtres1;Hsd17b10
translation at synapse	translation at synapse;translation at postsynapse;translation at presynapse	Rpl38;Rpl14;Rpl10a;Rpl13;Rpl7a;Eef2;Rps12;Rpl34;Rpl35a;Rpl15;Rpl27a;Rpl37a;Uba52;Rpl37;Rpl5;Rpl36a;Rps10;Rpl4;Rplp2;Rps16;Rpl22;Rps28;Rpl23a;Rpl23;Rpl26;Rpl13a;Rps15a;Rpl6;Rpl7;Rpl32;Rps14;Rps24;Rps11;Rps5;Rpl35;Rpl29;Rpl24;Rps26;Rpl8
oxidative phosphorylation	oxidative phosphorylation;aerobic respiration;cellular respiration;energy derivation by oxidation of organic compounds	Macroh2a1;Antkmt;Gadd45gip1;Cox7b;Sdhd;Ndufa5;Fxn;Coa6;Iscu;Ndufa6;Uqcrfs1;Uqcc3;Uqcrc2;Cyc1;Tmem135;Uqcrb;Cycs;Sdha;Atp5f1b;Atp5pd;Ndufa3;Uqcrq;Slc25a23;Ndufc2;Ndufab1;Cox6a2;Atp5pf;Cox7a2l;Ndufa13;Coq7;Sdhaf2;Ndufb7;Atp5f1a;Chchd10;Atp5f1e;Rhoa;Uqcc2;Mtch2;Ndufa12;Shmt2;Cox5b;Sdhb;Ndufv1;Ndufs4;Ndufb3;Ndufs8;Ndufa1;Ndufs2;Cox5a;Ndufa2;Ndufc1;Atp5pb;Ndufb11;Ndufv3;Atp5me;Ndufa11;Ndufb2;Uqcr11;Ndufb6;Stoml2;Uqcrc1;Ndufa10;Ndufaf1;Ndufs7;Dnajc15;Atp5f1c;Uqcrh;Sdhc;Ndufs5;Dnajc30;Uqcr10;Vcp;Ndufb8;Cox7a2;Ndufs3;Ndufb5;Ndufb9;Chchd2;Ndufa7;Ndufv2;Pink1;Cox4i1;Cox6a1;Cox8a;Atp5po;Ndufa8;Ndufb10;Atp5mf;Park7;Ndufs6;Ndufa9;Atp5f1d;Fh1;Pdha1;Cat;Bloc1s1;Idh2;Idh3b;Aco1;Cs;Idh1;Akt1;Mdh1;Suclg2;Ogdh;Nop53;Suclg1;Oxa1l;Mdh2;Ide;Etfrf1;Mtln;Sdhaf4;Cisd1;Chchd5;Trap1;Sod2;Gpd1;Prkaca;Prelid1;Etfb;Gsk3a;Hmgb1;Prkag3;Pgm1;Ppp1ca;Ldha;Ptges3
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit	Mrpl15;Mrpl41;Mrpl32;Mrpl44;Mrpl37;Gadd45gip1;Mrpl47;Mrpl19;Mrps18a;Mrpl23;Mrpl52;Mrpl39;Mrpl4;Mrpl14;Mrpl21;Mrpl55;Mrpl22;Mrpl43;Mrpl24;Mrpl50;Mrpl1;Mrpl38;Mrpl40;Mrpl57;Mrpl46;Mrpl42;Mrpl34;Mrpl54;Mrpl20;Mrpl51;Mrpl48;Mterf4;Mrpl30;Mrpl28;Mrpl2;Mrpl58;Mrpl45;Mrpl10;Mrpl12;Mrps30;Mrpl13;Mrpl17;Mrpl35;Mrpl27;Mrpl36;Mrpl11;Mrpl16;Mrpl49
respirasome	respirasome;mitochondrial respirasome;respiratory chain complex	Cox7b;Sdhd;Ndufa5;Rab5if;Coa6;Ndufa6;Uqcrfs1;Uqcc3;Uqcrc2;Cyc1;Uqcrb;Sdha;Stmp1;Ndufa3;Uqcrq;Higd1a;Ndufc2;Ndufab1;Cox6a2;Cox7a2l;Ndufa13;Ndufb7;Dmac1;Ndufab1-ps;Ndufa12;Cox5b;Cox6c;Sdhb;Ndufv1;Ndufs4;Ndufb3;Ndufs8;Ndufa1;Ndufs2;Cox5a;Ndufa2;Ndufc1;Ndufb11;Ndufv3;Ndufa4;Ndufa11;Ndufb2;Uqcr11;Ndufb6;Uqcrc1;Ndufa10;Ndufs7;Uqcrh;Ndufs6b;Sdhc;Ndufs5;Uqcr10;Ndufb8;Cox7a2;Ndufs3;Ndufb5;Ndufb9;Ndufa7;Ndufv2;Cox6b1;Cox4i1;Cox6a1;Cox8a;Ndufa8;Ndufb10;Ndufs6;Ndufa9
proteasome complex	proteasome complex;endopeptidase complex	Psmd6;Psmd9;Psmd14;Psma5;Rad23b;Psma1;Uchl5;Psmd12;Psmb9;Psmd13;Sem1;Psmc1;Psmd1;Psma4;Rad23a;Dnajb2;Psmd2;Adrm1b;Psmf1;Hspb1;Psmb10;Ubqln1;Psmd11;Psme3;Psmb8;Psmb3;Psmc4;Psmd8;Adrm1;Psma2;Psmc2;Psmb6;Psmd4;Vcp;Txnl1;Psma6;Ide;Psmb2;Psma7;Psmb1;Psme1;Psmb5;Psmd3;Psmc3;Psmb4;Psmb7;Psmc5;Capn2;Mbl2;Capns1
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis;purine ribonucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;purine nucleoside triphosphate biosynthetic process;ATP biosynthetic process;nucleoside triphosphate biosynthetic process	Sdha;Atp5f1b;Atp5pd;Ndufa3;Ndufc2;Ndufab1;Atp5pf;Ndufa13;Ndufb7;Atp5f1a;Atp5f1e;Ndufa12;Sdhb;Ndufv1;Ndufs4;Ndufb3;Ndufs8;Ndufa1;Ndufs2;Ndufa2;Ndufc1;Atp5pb;Ndufb11;Ndufv3;Atp5me;Ndufa11;Ndufb2;Ndufb6;Stoml2;Ndufa10;Atp5mc3;Ndufs7;Atp5f1c;Sdhc;Ndufs5;Dnajc30;Ndufb8;Ndufs3;Ndufb5;Ndufb9;Atp5mc1;Ndufa7;Ndufv2;Atp5po;Ndufa8;Ndufb10;Atp5mf;Ndufs6;Ndufa9;Atp5f1d;Impdh2-ps;Ldhd;Pnp;Eno1;Ak3;Nme2;Vcp;Nme1
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I	Ndufa3;Ndufc2;Ndufab1;Ndufa13;Ndufb7;Dmac1;Ndufab1-ps;Ndufa12;Ndufv1;Ndufs4;Ndufb3;Ndufs8;Ndufa1;Ndufs2;Ndufa2;Ndufc1;Ndufb11;Ndufv3;Ndufa4;Ndufa11;Ndufb2;Ndufb6;Ndufa10;Ndufs7;Ndufs6b;Ndufs5;Ndufb8;Ndufs3;Ndufb5;Ndufb9;Ndufa7;Ndufv2;Ndufa8;Ndufb10;Ndufs6;Ndufa9
aerobic electron transport chain	aerobic electron transport chain;mitochondrial ATP synthesis coupled electron transport;ATP synthesis coupled electron transport;respiratory electron transport chain;electron transport chain	Iscu;Uqcrfs1;Uqcc3;Uqcrc2;Cyc1;Uqcrb;Cycs;Sdha;Uqcrq;Ndufc2;Cox6a2;Cox7a2l;Sdhaf2;Cox5b;Sdhb;Ndufv1;Ndufs8;Ndufs2;Cox5a;Uqcr11;Ndufb6;Uqcrc1;Ndufa10;Ndufaf1;Ndufs7;Dnajc15;Uqcrh;Sdhc;Uqcr10;Ndufb8;Cox7a2;Ndufs3;Ndufb9;Ndufa7;Ndufv2;Pink1;Cox4i1;Cox6a1;Cox8a;Ndufa8;Park7;Ndufs6;Coq7;Mtch2;Ndufa12;Ndufv3;Chchd2;Cox7b;Sdhd;Ndufa5;Etfrf1;Coa6;Thap11;Fdx1;Sod2;Gpd1;Ndufs4;Ndufb3;Etfb
