representative	grouped_terms	genes
structural constituent of ribosome	structural constituent of ribosome;ribosomal subunit;ribosome	mt-Rnr1;Rps25;Rps29;Rplp0;Rpl28;Mrpl13;Mrpl55;Rpl19;Rps27a;Mrps30;Rpl41;Rpl22;Rps26;Rps17;Ndufa7;Rpl23;Rpl15;Ubb;Rpl12;Rpl34-ps1;Rps6-ps4;Rpl27a;Mrpl11;Rps9;Rpl35a;Rpl39;Dap3;Rps15a;Mrpl57;Rpl6l;Mrpl36;Rpl37rt;Mrpl49;Mrps16;Mrpl16;Mrpl17;Mrpl4;Rps21;Rplp2;Rps5;Mrpl28;Rpl34;Rpl31;Rplp1;Mrpl10;Imp3;Mrpl12;Rps12;Rps16;Mrps21;Rpl36a;Rps24;Rps11;Rpl17;Mrpl54;Mrps7;Mrps11;Mrps35;Rpl29;Mrpl24;Rpl37a;Rpl37;Mrpl51;Rps27rt;Rps14;Mrpl27;Rps28;Rpsa;Rps8;Mrps25;Uba52;Rpl24;Rps6;Mrpl2;Rps18;Rpl36;Rpl26;Rps20;Rps10;Rpl8;Mrpl14;Rpl10;Rpl13a;Rpl18;Rpl13;Rpl35;Mrpl52;Rpl18a;Mrps15;Rps19;Rpl38;Mrpl23;Fau;Rpl35rt;Rpl36al;Rps15;Rpl14;Rpl21;Mrps33;Rpl10-ps3;Nhp2;Mterf4;Mrpl58;Mrpl45;Mrps28;Mrpl38;Rps18-ps5;Rpl36a-ps1;Aurkaip1;Mrpl48;Gadd45gip1;Rnf25;Abcf1
translation at presynapse	translation at presynapse;translation at synapse;translation at postsynapse	Rpl22;Rps26;Rpl23;Rpl15;Rpl12;Rpl27a;Rpl35a;Rps15a;Rplp2;Rps5;Rpl34;Rps12;Rps16;Rpl36a;Rps24;Rps11;Rpl17;Rpl29;Rpl37a;Rpl37;Rps14;Rps28;Uba52;Rpl24;Rpl36;Rpl26;Rps10;Rpl8;Rpl10;Rpl13a;Rpl13;Rpl35;Rpl38;Rpl14
mitochondrial respirasome	mitochondrial respirasome;respiratory chain complex;respirasome	Ndufb3;Uqcrfs1;Uqcrb;Ndufb5;Ndufb11;Ndufa6;Ndufb9;Ndufb1;Sdhc;Ndufa7;Ndufs5;Ndufb8;Cox8a;Ndufs6b;Ndufs2;Sdhb;Ndufa12;Cox6c2;Ndufab1;Cox6a1;Cox7a1;Ndufb2;Ndufs6;Uqcr10;Ndufa4l2;Ndufa13;Ndufs3;Ndufb4;Cox6c;Ndufa9;Cox4i1;Ndufb10;Ndufs8;Uqcr11;Cox5b;Ndufv2;Uqcc3;Ndufa3;Ndufs7;Ndufa11;Ndufv3;Ndufb7;Ndufa2;Uqcrq;Ndufa8;Ndufa5;Cox6b1;Ndufa10;Stmp1
ATP biosynthetic process	ATP biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;purine nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process	Ndufb3;Stat3;Ndufb5;Atp5pf;Ndufb11;Hnf1a;Ndufa6;Ndufb9;Ndufb1;Vcp;Entpd1;Sdhc;Ndufa7;Ndufs5;Ndufb8;Prkn;Stoml2;Ndufs2;Sdhb;Sphk2;Ndufa12;Ndufab1;Atp5me;Ndufb2;Ppara;Tgfb1;Ndufs6;Dnajc30;Antkmt;Atp5mf;Bcl2l1;Ndufa13;Trem2;Ndufs3;Ndufb4;Ndufa9;Ndufb10;Ndufs8;Atp5pd;Ndufv2;Atp5f1e;Atp5f1d;Uqcc3;Ndufa3;Atp5mc1;Ndufs7;Ndufa11;Ndufv3;Ndufb7;Ndufa2;Ndufa8;Ndufa5;Ndufa10;Impdh2-ps;Nme6;Nme3;Nme2;Impdh1
oxidative phosphorylation	oxidative phosphorylation;aerobic respiration;cellular respiration	Ndufb3;Sdhaf2;Slc25a23;Uqcrfs1;Uqcrb;Ndufb5;Atp5pf;Iscu;Ndufb11;Ndufa6;Ndufb9;Ndufb1;Vcp;Sdhc;Ndufa7;Chchd2;Ndufs5;Ndufb8;Cox8a;Stoml2;Ndufs2;Sdhb;Ndufa12;Ndufab1;Cox6a1;Cox7a1;Atp5me;Ppif;Ndufb2;Ndufs6;Uqcr10;Dnajc30;Antkmt;Atp5mf;Ndufa13;Afg1l;Ndufs3;Ndufb4;Shmt2;Apoc3;Ndufa9;Cox4i1;Chchd10;Park7;Ndufb10;Ndufs8;Atp5pd;Uqcr11;Fxn;Cox5b;Pink1;Ndufv2;Atp5f1e;Atp5f1d;Uqcc3;Ndufa3;Ndufs7;Ndufa11;Ndufv3;Uqcc2;Ndufb7;Ndufa2;Uqcrq;Ndufa8;Nupr1;Gadd45gip1;Ndufa5;Ndufa10;Col6a1;Oxa1l;Arl2;Mfn2;Cbfa2t3;Suclg2;Cox10;Nop53;Ogdh;Bloc1s1;Immp2l;Slc1a3;Mybbp1a;Slc37a2;Gpd1;Hoxb3os;Ifnar1;Pik3ca;Bax;Chchd5;Prelid1;Etfb
proton motive force-driven mitochondrial ATP synthesis	proton motive force-driven mitochondrial ATP synthesis;proton motive force-driven ATP synthesis	Ndufc1;Ndufb3;Ndufb5;Atp5pf;Ndufb11;Ndufa6;Ndufb9;Ndufb1;Sdhc;Ndufa7;Ndufs5;Ndufb8;Stoml2;Ndufs2;Sdhb;Ndufa12;Ndufab1;Atp5me;Ndufb2;Ndufs6;Dnajc30;Antkmt;Atp5mf;Ndufa13;Ndufs3;Ndufb4;Ndufa9;Ndufb10;Ndufs8;Atp5pd;Ndufv2;Atp5f1e;Atp5f1d;Ndufa3;Ndufs7;Ndufa11;Ndufv3;Ndufb7;Ndufa2;Ndufa8;Ndufa5;Ndufa10;Atp5mc1
rRNA metabolic process	rRNA metabolic process;rRNA processing	Rps25;Utp23;Slfn8;Lyar;Ddx56;Ercc3;Wdr46;Kri1;Exosc10;Utp14a;Ddx54;Fcf1;Tsr2;Mrm2;Polr1f;Rps17;Sbds;Ybey;Exosc5;Imp4;Nol6;Pes1;Nifk;Smarcb1;Polr1a;Frg1;Rps6-ps4;Cdkn2a;Lsm6;Rpl35a;Pop5;Nhp2;Suv39h1;Utp3;Nop9;Mterf4;Mrm3;Exosc7;Utp11;Ppan;Rps21;Tsr3;Pelp1;Ebna1bp2;Wdr74;Imp3;Rps16;Trmt112;Drosha;Rrp9;Rps24;Trir;Rpp40;Pop4;Pin4;Rbfa;Rps27rt;Emg1;Nop14;Nop53;Rps28;Rps8;Rrp7a;Rps6;Chd7;Ddx49;Pa2g4;Gtf2h5;Rpl26;Polr2e;Exosc4;Tcof1;Rpl35;Wdr18;Rrp1;Ubtf;Rps19;Rpl35rt;Pih1d1;Rps15;Sart1;Ncl;Rpl14;Polr1g
ATP metabolic process	ATP metabolic process;purine ribonucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process;ribonucleoside triphosphate metabolic process;nucleoside triphosphate metabolic process	Ndufb11;Hnf1a;Ndufa6;Ndufb9;Enpp1;Ndufb1;Vcp;Khk;Entpd1;Sdhc;Pkm;Ndufa7;Arl2;Ndufs5;Ndufb8;Prkn;Atp5if1;Stoml2;P2rx7;Ndufs2;Sdhb;Sphk2;Gapdh;Gpd1;Ndufa12;Ndufab1;Atp5me;Zbtb20;Ndufb2;Ppara;Ncor1;Hspa8;Tgfb1;Ndufs6;Galk1;Cbfa2t3;Dnajc30;Antkmt;Atp5mf;Bcl2l1;Ndufa13;Trem2;Rptor;Ndufs3;Git1;Ier3;Ndufb4;Aldob;Ndufa9;Galt;Gpi1;Ndufb10;Ndufs8;Atp5pd;Ucp2;Pfkl;Ogdh;Ndufv2;Atp5f1e;Tkfc;Atp5f1d;Uqcc3;Ndufa3;Atp5mc1;Ndufs7;Ndufa11;Ndufv3;Zbtb7a;Ndufb7;Ndufa2;Ndufa8;Nupr1;Fis1;Ndufa5;Ndufa10;Samhd1;Igf1;Pklr;Ada;Ndufc1;Efl1;Hdac4;Impdh2-ps;Col6a1;Ndufb3;Nme6;Stat3;Ndufb5;Atp5pf;Atp1a2;Nme3;Gtpbp1;Nme2;Impdh1;Guk1;Ak2;Dctpp1
organellar ribosome	organellar ribosome;mitochondrial ribosome;mitochondrial translation;mitochondrial gene expression	Mrpl11;Dap3;Mrpl57;Mrpl36;Mterf4;Mrpl49;Mrps16;Mrpl16;Mrpl17;Mrpl4;Mrpl28;Mrpl10;Mrpl12;Mrpl58;Mrps21;Mrpl54;Mrpl45;Mrps28;Mrpl38;Mrps7;Mrps11;Mrps35;Mrpl24;Mrpl51;Mrpl27;Mrps25;Mrpl2;Mrpl14;Aurkaip1;Mrpl48;Mrpl52;Mrps15;Gadd45gip1;Mrpl23;Gatc;Ptcd1;Gatb;Aars2;Shmt2;Rcc1l;Uqcc2;Tbrg4;Mthfs;Thap11;Twnk;Chchd10;Mtres1
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit	Mrpl11;Mrpl57;Mrpl36;Mterf4;Mrpl49;Mrpl16;Mrpl17;Mrpl4;Mrpl28;Mrpl10;Mrpl12;Mrpl58;Mrpl54;Mrpl45;Mrpl38;Mrpl24;Mrpl51;Mrpl27;Mrpl2;Mrpl14;Mrpl48;Mrpl52;Gadd45gip1;Mrpl23
