representative	grouped_terms	genes
myofibril	myofibril;sarcomere;contractile fiber	Abcc9;Nos1;Dst;Pdlim7;Sync;Kcnj8;Actn3;Fhod3;Jup;Plec;Actc1;Synpo2l;Jph2;Pdlim3;Ablim2;Actn2;Smtnl1;Tnni1;Ky;Scn3b;Ahnak2;Myl2;Tmod1;Neb;Fhl3;Fbxo32;Pde4dip;Hrc;Arhgef25;Synm;Tnnc2;Ank2;Klhl41;Ppp1r12b;Grk3;Myom3;Cacna1s;Cmya5;Mmp2;Asb2;Rtn2;Twf2;Nrap;Bin1;Tpm2;Capn3;Kbtbd13;Col6a1;Synpo2;Tnnc1;Ak1;Mef2c;Ryr1;Tcap;Ldb3;Nexn;Itgb1bp2;Acta1;Synpo;Tmod4;Ankrd2;Atp2a1;Casq1;Tnnt1;Ttn;Ank1;Ankrd23;Tnni2;Myom1;Myl1;Tpm1;Lmod2;Pygm;Cryab;Des;Mybpc2;Casq2;Tnnt3;Myo18b;Mybpc1;Obscn;Lmod3
myofibril assembly	myofibril assembly;striated muscle cell development	Fhod3;Plec;Actc1;Synpo2l;Mylk3;Xirp1;Actn2;Myl2;Tmod1;Neb;Pdgfrb;Klhl41;Myom3;Flnc;Nrap;Capn3;Mef2c;Tcap;Ldb3;Acta1;Tmod4;Casq1;Tnnt1;Ttn;Ankrd23;Myom1;Tpm1;Lmod2;Mybpc2;Casq2;Tnnt3;Mybpc1;Lmod3
myofilament	myofilament;striated muscle thin filament	Actn3;Fhod3;Actn2;Tnni1;Tmod1;Neb;Tnnc2;Tpm2;Tnnc1;Acta1;Tmod4;Tnnt1;Ttn;Tnni2;Tpm1;Lmod2;Tnnt3;Obscn;Lmod3
I band	I band;Z disc	Nos1;Dst;Pdlim7;Sync;Actn3;Jup;Plec;Actc1;Synpo2l;Jph2;Pdlim3;Actn2;Smtnl1;Ky;Scn3b;Ahnak2;Neb;Fhl3;Fbxo32;Hrc;Synm;Ank2;Ppp1r12b;Grk3;Cacna1s;Asb2;Rtn2;Nrap;Bin1;Capn3;Kbtbd13;Synpo2;Ryr1;Tcap;Ldb3;Nexn;Itgb1bp2;Synpo;Ankrd2;Atp2a1;Casq1;Ttn;Ank1;Ankrd23;Pygm;Cryab;Des;Casq2;Myo18b;Obscn;Mypn;Scn5a
collagen-containing extracellular matrix	collagen-containing extracellular matrix;external encapsulating structure;extracellular matrix	Gsto1;Fga;Timp3;Col4a6;Entpd1;Lamc1;Npnt;Col4a1;Mfap4;Col12a1;Lamc3;Fam20b;Lgals4;Col6a5;Fgl2;Fgf9;Fn1;Igf2;Egflam;Adamtsl1;Col22a1;Nid1;Vwa1;Thbs3;Plscr1;Vwf;Itgb4;Comp;Ntn1;Anxa2;Sema6d;Rell2;Ctsc;Col4a5;Col14a1;Anxa11;Lamb1;Gpc6;Lgals3;Ltbp4;Prg4;Aspn;Lox;Col16a1;Gpc5;Runx1;Col4a4;Mfap2;Col4a2;Dcn;Pcolce2;Prelp;Fbln5;Col23a1;Reln;Colq;Sparcl1;Ssc5d;Elane;Adamtsl4;Matn2;Mfge8;Ahsg;Anxa3;Emilin1;Serpinb6a;Ctsz;Ogn;F13a1;Postn;Sparc;Vcan;Adamts5;Spon1;S100a11;Ltbp1;Angptl2;Col4a3;Pmp22;Itih1;Megf6;Hmcn2;Ltbp2;Bmper;Loxl2;Cilp;Efemp2;Hsp90aa1;Lum;Smoc2;Sod3;Col5a2;Anxa1;Fmod;Lad1;Lama4;Bgn;Mfap5;Loxl4;Fbln2;Sspo;Slit2;Efemp1;Spock2;Mgp;Gpc3;Sema3c;Htra1;Vwc2;Emid1;Tgfbi;Dpt;Ccdc80;Col6a3;P3h1;Anxa9;Adamts10;Itga6;Hapln4;Lama2;Timp1;Tnxb;Plxdc2;Tgfb3;Lamb2;Tgm2;Loxl1;Col20a1;Fbln1;Ltbp3;Tgfb2;Col15a1;Adamtsl5;Itih4;Col1a2;Angpt1;Col5a1;Itih3;Fgl1;Col6a2;Col8a2;Col3a1;Timp2;Eln;Pkm;Col1a1;Col6a1;Fbn1;Serpinh1;Igfbp6;Adamts2;Lrrn1;Crispld2;Lrig2;Fgf1;Adamts20;Cpz;Lrrtm4;Sned1;Adamts3;Wnt4;Svep1;Wnt5a;Mmp11;Clec3b;Tril;Wnt5b;Mmp14;Chad;Adamtsl3;Gfod2;Mmp3;Adamts13;Fbln7;Wnt11;Mmp23;Pkhd1l1;Adamts9;Adamts14;Adamtsl2;Mmp2
extracellular matrix organization	extracellular matrix organization;external encapsulating structure organization	Fn1;Egflam;Adamtsl1;Col22a1;Nid1;Wdr72;Vwa1;Sh3pxd2b;Smarca4;Adamts20;Comp;Antxr2;Anxa2;Apbb1;Col4a5;Col14a1;Lamb1;Qsox1;Lgals3;Ltbp4;Creb3l1;Lox;Col16a1;Pomgnt1;Adamts3;Col4a4;Col4a2;Pdgfra;Ddr2;Fbln5;Col23a1;Colq;Wt1;Mmp11;Adamtsl4;Matn2;Tnfrsf1a;Slc2a10;Gfap;Emilin1;Postn;Prdm5;Adamts5;Mmp14;Fkbp10;Ddr1;Col4a3;Pmp22;Itih1;Notch1;Loxl2;Bcl3;Sema5a;Gfod2;P3h4;Efemp2;Phldb1;Mmp3;Smoc2;Prickle1;Col5a2;Crtap;Loxl4;Adamts13;P4ha1;Spock2;Mmp23;Tgfbi;Tgfbr3;Dpt;Ccdc80;P3h1;Pdpn;Adamts10;Lama2;Tnxb;Adamts9;Adamts14;Adamtsl2;Cav1;Antxr1;Lamb2;Flot1;Loxl1;Fbln1;Tgfb2;Col15a1;Flrt2;Col1a2;Col5a1;Aebp1;Col8a2;Col3a1;Pbxip1;Mmp2;Eln;Col1a1;Col6a1;Serpinh1;Adamts2;Sulf1;Has1;Sfrp2
skeletal muscle contraction	skeletal muscle contraction;multicellular organismal movement;musculoskeletal movement	Actn3;Kcnj2;Stac3;Chrnb1;Tnni1;Scn4a;Dmpk;Rcsd1;Adrb2;Synm;Tnnc2;Jsrp1;Kbtbd13;Tnnc1;Tcap;Atp2a1;Casq1;Tnnt1;Tnni2;Tnnt3;Map1a;Ascl1;Col6a1
A band	A band;M band	Smtnl1;Ank2;Klhl41;Ppp1r12b;Myom3;Atp2a1;Ttn;Ank1;Myom1;Lmod2;Cryab;Mybpc2;Mybpc1;Obscn;Lmod3
regulation of transporter activity	regulation of transporter activity;regulation of transmembrane transporter activity;regulation of monoatomic ion transmembrane transporter activity	Prkca;Ripk1;Gsto1;Myo5a;Fxyd5;Tesc;Cnih2;Ahnak;Rasgrf2;Scn2b;Abcb1a;Cracr2a;Stimate;Shisa6;Atp1b2;Cacnb3;Wnk3;Rangrf;Nlgn2;Ikbkb;Nlgn1;Abcb1b;Tcaf1;Reln;Fgf14;Nrxn1;Abcc9;Nlgn3;Slc5a11;Kcnj8;Trem2;Rrad;Hamp2;Gnb5;Stim1;Plcg2;Fgf13;Osr1;Jph2;Akap6;Stac3;Gsg1l;Trdn;Slc6a9;Actn2;Scn3b;Fgf11;Cav1;Selenon;Dysf;Mrln;Adrb2;Cacnb1;Nipsnap2;Nedd4l;Hrc;Fxyd6;Ank2;Slc5a1;Fhl1;Wnk2;Adipoq;Jsrp1;Scn1b;Mef2c;Casq1;Casq2
organic acid catabolic process	organic acid catabolic process;carboxylic acid catabolic process	Nudt7;Tdo2;Ces1f;Phyh;Scp2;Sult2a8;Kynu;Nudt19;Obp2a;Agxt2;Slc25a17;Bdh2;Hao1;Ddah1;Hibadh;Etfbkmt;Acat3;Acaa1b;Ppat;Aass;Acox2;Hoga1;Ahcy;Dbt;Amdhd1;Gstz1;Ftcd;Pipox;Acadsb;Acat2;Aasdhppt;Pex7;Hsd17b10;Acad8;Faah;Gnpda2;Acox1;Pex5;Aldh5a1;Cyp4f14;Aldh6a1;Adhfe1;Hal;Cryl1;Acaa1a;Sds;Lpin2;Qdpr;Ahcyl;Cyp26b1;Otc;Aldh1l1;Gls2;Sord;Kmo;Acadm;Gcat;Dbi;Auh;Akr1a1;Ppm1k;Abcb11;Oat;Gcdh;Sardh;Ehhadh;Amdhd2
