representative	grouped_terms	genes
chromosome separation	chromosome separation;regulation of chromosome separation	Kntc1;Anapc7;Haspin;Smc2;Trip13;Knl1;Ncapg;Zwilch;Lcmt1;Ncapg2;Csnk2a2;Birc5;Bub1b;Nuf2;Smc4;Ttk;Bub1;Cdk5rap2;Cdca8;Ncapd2;Cenpe;Mad2l1;Spc25;Ndc80;Aurkb;Ccnb1;Espl1;Spdl1;Incenp;Plk1;Cdc20;Ube2c;Top2a
spindle checkpoint signaling	spindle checkpoint signaling;regulation of mitotic sister chromatid separation;mitotic sister chromatid separation;mitotic spindle assembly checkpoint signaling;spindle assembly checkpoint signaling;mitotic spindle checkpoint signaling;negative regulation of sister chromatid segregation;negative regulation of mitotic sister chromatid segregation;negative regulation of mitotic metaphase/anaphase transition;negative regulation of mitotic sister chromatid separation;negative regulation of metaphase/anaphase transition of cell cycle;negative regulation of chromosome separation;negative regulation of mitotic nuclear division;negative regulation of nuclear division;negative regulation of chromosome segregation;regulation of mitotic sister chromatid segregation	Mad2l1bp;Tpr;Gen1;Kntc1;Haspin;Trip13;Knl1;Zwilch;Lcmt1;Birc5;Bub1b;Stil;Nuf2;Ttk;Bub1;Cdk5rap2;Cdca8;Cenpe;Mad2l1;Spc25;Ndc80;Aurkb;Ccnb1;Spdl1;Aurka;Diaph3;Incenp;Plk1;Cdc20;Anapc7;Ube2c;Fgfr2;Chek1;Esr1;Chtf18;Cdk1
mitotic sister chromatid segregation	mitotic sister chromatid segregation;mitotic nuclear division	Rhoa;Kif23;Aaas;Nudc;Vps4a;Ncaph2;Apc;Cul3;Hspa1a;Cep192;Cdc16;Kif2a;Zw10;Drg1;Ran;Nsl1;Snhg15;Chmp6;Chek2;Mad1l1;Baz1b;Mapre1;Chmp7;Anapc5;Ccnb1-ps;Clasp1;Chmp1a;Ncaph;Mis12;Cenpi;Mad2l1bp;Champ1;Tpr;Gen1;Cdca5;Cenpk;Flna;Kif18a;Kif3b;Cep97;Kifc5b;Kifc1;Chmp4b;Kntc1;Clasp2;Golga2;Anapc7;Haspin;Smc2;Trip13;Knl1;Chmp4c;Ncapg;Zwilch;Ska1;Lcmt1;Wapl;Ska3;Ncapg2;Uhrf1;Birc5;Bub1b;Kif11;Spag5;Nuf2;Ccsap;Kif18b;Smc4;Nek2;Ttk;Bub1;Cdk5rap2;Cdk1;Cdca8;Ncapd2;Cenpe;Kif2c;Mad2l1;Spc25;Ndc80;Aurkb;Nusap1;Ccnb1;Kif22;Espl1;Spdl1;Incenp;Racgap1;Knstrn;Plk1;Cdc20;Tpx2;Prc1;Ube2c;Mtbp;Ube2s;Cdkn1c;Pdgfb;Met;Ywhah;Tnf;Bora;Reep4;Banf1;Ctdp1;Fgfr2;Tgfb1;Chek1;Esr1;Aurka;Cdca2;Mki67
regulation of mitotic metaphase/anaphase transition	regulation of mitotic metaphase/anaphase transition;metaphase/anaphase transition of mitotic cell cycle;metaphase/anaphase transition of cell cycle;regulation of metaphase/anaphase transition of cell cycle;regulation of sister chromatid segregation	Kntc1;Anapc7;Haspin;Trip13;Knl1;Smarcb1;Zwilch;Lcmt1;Smarcc1;Birc5;Bub1b;Nuf2;Cdc6;Ttk;Bub1;Cdk5rap2;Cdca8;Cenpe;Ube2u;Mad2l1;Spc25;Ndc80;Aurkb;Ccnb1;Spdl1;Incenp;Plk1;Cdc20;Ube2c;Tacc3;Cdk1
cell cycle checkpoint signaling	cell cycle checkpoint signaling;negative regulation of cell cycle phase transition;negative regulation of cell cycle process;negative regulation of cell cycle	Babam1;Mre11a;Chek2;Brca1;Mad1l1;Ptpn11;Rpl26;Ccnb1-ps;Ppp2r5c;Atr;Brca2;Timeless;Zfyve19;Mad2l1bp;Rps6;Tpr;Bard1;Gen1;Rpa2;Fancd2;Mus81;Msh2;Prox1;Eme1;Rbbp8;Kntc1;Wdr76;E2f7;Clock;Haspin;Fbxo4;Trip13;Knl1;Cradd;Chmp4c;Zwilch;Rad51;Lcmt1;Dtl;Clspn;Ier3;Rnaseh2b;Birc5;Bub1b;Chek1;Mdc1;Stil;Rfwd3;Ccnd1;Nuf2;Ticrr;Cdc6;Gnb1l;Ttk;Bub1;Cdk5rap2;Cdk1;Cdca8;Cenpe;Mad2l1;Spc25;Ndc80;Aurkb;Ccnb1;Spdl1;Aurka;Diaph3;Incenp;Plk1;Cdc20;Cdc73;Kank2;Usp47;Bcl2;Ezh2;Susd2;Zfp36l2;Cdkn2b;Slfn1;Pkmyt1;Acvr1;Baz1b;Znhit1;Osm;Ppp2r5b;Trim37;Kifc1;Fgfr2;Wapl;Esr1;Nek2;Chtf18;Cry1;Suv39h1;Tnf;Fzd3;Casp3;Gmnn;Bmp2;Cdk5;Cdkn2a;Ets1;Tgfb1;Ppp1r13b;Btg2
nuclear division	nuclear division;organelle fission	Mtbp;Rhoa;Kif23;Aaas;Ube2s;Psmd13;Cdkn1c;Nudc;Zcwpw1;Vps4a;Pdgfb;Spire1;Brme1;Ncaph2;Apc;Cul3;Met;Syde1;Hspa1a;Cep192;Cdc16;Meikin;Kif2a;Zw10;BC005624;Drg1;Ywhah;Ddb1;Spin1;Asz1;Dcaf13;Ran;Rad54l;Cdc25b;Nsl1;Fanca;Spire2;Tnf;Snhg15;Mre11a;Chmp6;Ndc1;Chek2;Mad1l1;Baz1b;Sycp2;Mapre1;Chmp7;Anapc5;Ubb;Ccnb1-ps;Osm;Clasp1;Rad51c;Brca2;Chmp1a;Bora;Ncaph;Mis12;Cenpi;Septin1;Mad2l1bp;Champ1;Rad51d;Tpr;Foxj3;Reep4;Cpeb1;Banf1;Gen1;Cdca5;Fancd2;Mus81;Cenpk;Flna;Kif18a;Ctdp1;Sgo1;Kif3b;Cep97;Kifc5b;Eme1;Kifc1;Chmp4b;Kntc1;Clasp2;Golga2;Rad54b;Anapc7;Haspin;Smc2;Mybl1;Trip13;Knl1;Cenps;Chmp4c;Ncapg;Zwilch;Rad51;Fgfr2;Ska1;Tgfb1;Lcmt1;Wapl;Ccne1;Aspm;Ska3;Ncapg2;Uhrf1;Birc5;Rad51ap1;Bub1b;Chek1;Ccnb2;Kif11;Spag5;Esr1;Nuf2;Ccsap;Kif18b;Smc4;Psmc3ip;Sgo2a;Nek2;Ttk;Chtf18;Bub1;Fignl1;Cdk5rap2;Cdk1;Cdca8;Ncapd2;Cenpe;Kif2c;Mad2l1;Spc25;Ndc80;Aurkb;Nusap1;Ccnb1;Kif22;Espl1;Spdl1;Aurka;Cdca2;Incenp;Racgap1;Mki67;Knstrn;Plk1;Cdc20;Tpx2;Prc1;Ube2c;Top2a;Ppp2r2b;Irgm1;Mfn1;Ucp2;Igtp;Ddhd1;Kdr;Irgm2;Coro1c
positive regulation of cell cycle process	positive regulation of cell cycle process;positive regulation of cell cycle	Cdc25b;Orc1;Plrg1;Lsm10;Nudt16;Rad18;Tnf;Cdc25c;Larp7;Slf1;Chek2;Mad1l1;Gipc1;Anapc5;Ccnb1-ps;Rad51c;Smc6;Ncaph;Plk4;Smc5;Anp32b;Cdc73;Rcc2;Mad2l1bp;Tpr;Gen1;Cdca5;Camk2d;Ankrd17;Gli1;Kif3b;Klhl18;Ezh2;Plcg2;E2f7;Anapc7;Smc2;Knl1;Aif1;Ccnd2;Rrm1;Kcnn4;Ncapg;Fen1;Tgfb1;Dtl;Fam83d;Ccne1;Ncapg2;Birc5;Rad51ap1;Stil;Ccnd1;Spag5;Akt1;Cdc6;Smc4;Ect2;Sgo2a;Cdc25a;Dbf4;Bub1;Cdk1;Cdca8;Ncapd2;Kif20b;Cenpe;Mad2l1;Ndc80;Aurkb;Rrm2;Nusap1;Ccnb1;Aurka;Incenp;Racgap1;Cdc20;Ube2c;Nr4a3;Fntb;Brca1;Ptpn11;Brca2;Asns;Rps15a;Bard1;Lgmn;Prox1;Tcf3;Gdpd5;Fgfr2;Ccny;Rad23a;Chek1;Smoc2;Tgm1
condensed chromosome, centromeric region	condensed chromosome, centromeric region;kinetochore	Clasp1;Chmp1a;Mis12;Cenpi;Cenpq;Champ1;Nup85;Tpr;Firrm;Cenpk;Kif18a;Sgo1;Chmp4b;Nup133;Kntc1;Clasp2;Dynll1;Cenpu;Fbxw11;Knl1;Smarcb1;Cenps;Chmp4c;Ncapg;Zwilch;Rangap1;Ska1;Smarcc1;Ska3;Birc5;Bub1b;Cenph;Spag5;Nuf2;Sgo2a;Nek2;Ttk;Bub1;Cenpf;Ncapd2;Cenpe;Kif2c;Mad2l1;Spc25;Ndc80;Aurkb;Ccnb1;Spdl1;Aurka;Incenp;Knstrn;Plk1;Cdc20;Cenpa
metaphase chromosome alignment	metaphase chromosome alignment;establishment of chromosome localization;chromosome localization	Snhg15;Chmp6;Mad1l1;Mapre1;Chmp7;Ccnb1-ps;Brca2;Chmp1a;Mis12;Cenpq;Rcc2;Septin1;Champ1;Cdca5;Kif18a;Sgo1;Kifc5b;Kifc1;Chmp4b;Knl1;Chmp4c;Ska1;Fam83d;Ska3;Birc5;Spag5;Nuf2;Ect2;Nek2;Cenpf;Cdca8;Cenpe;Kif2c;Spc25;Ndc80;Aurkb;Ccnb1;Kif22;Spdl1;Incenp;Racgap1;Knstrn
regulation of mitotic nuclear division	regulation of mitotic nuclear division;regulation of nuclear division	Kntc1;Anapc7;Haspin;Trip13;Knl1;Zwilch;Fgfr2;Lcmt1;Birc5;Bub1b;Chek1;Esr1;Nuf2;Ttk;Bub1;Cdk5rap2;Cdca8;Cenpe;Mad2l1;Spc25;Ndc80;Aurkb;Nusap1;Ccnb1;Spdl1;Cdca2;Incenp;Mki67;Plk1;Cdc20;Ube2c;Rad51ap1
