representative	grouped_terms	genes
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I	Ndufb1;Ndufv3;Ndufa3;Ndufb4;Foxred1;Ndufa8;Ndufa11;Ndufa5;Ndufa10;Ndufs5;Ndufs3;Ndufa13;Ndufs7;Ndufs8;Ndufb7;Ndufb2;Ndufa6;Ndufv2;Ndufa2;Ndufa12;Ndufb3;Ndufa1;Ndufs6;Ndufb10;Ndufb5;Ndufb9;Ndufab1;Ndufa9;ND6;Ndufc1;Ndufb6;ND3;Ndufb11
respiratory chain complex	respiratory chain complex;respirasome;mitochondrial respirasome	Ndufb1;Ndufv3;Ndufa3;Uqcrq;Ndufb4;Foxred1;Ndufa8;Cox6c;Ndufa11;Cox5b;Cox6b1;Ndufa5;Ndufa10;Ndufs5;Cox6a1;Ndufs3;Ndufa13;Ndufs7;Ndufs8;Uqcc3;Ndufb7;Uqcr11;Ndufb2;Ndufa6;Cox4i1;Ndufv2;Ndufa2;Ndufa12;Ndufb3;Ndufa1;Cox7c;Ndufs6;Cox6c2;Ndufb10;Uqcrb;Uqcr10;Ndufb5;Ndufb9;Ndufab1;Ndufa9;ND6;Ndufc1;Cox7b;Coa6;Ndufb6;ND3;Sdhb;Ndufb11;Uqcrfs1;Cox7a2;ND2;1700066M21Rik;Higd1a;Uqcc4
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis;ATP biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;purine nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process	Ndufb1;Ndufv3;Ndufa3;Atp5f1e;Ndufb4;Ndufa8;Ndufa11;Atp5mg;Ndufa5;Ndufa10;Ndufs5;Ndufs3;Atp5pd;Ndufa13;Ndufs7;Atp5pf;Ndufs8;Antkmt;Ndufb7;Ndufb2;Ndufa6;Ndufv2;Ndufa2;Ndufa12;Ndufb3;Ndufa1;Atp5mf;Ndufs6;Ndufb10;Atp5f1d;Ndufb5;Ndufb9;Ndufab1;Ndufa9;Atp5me;ND6;Ndufc1;Ndufb6;ND3;Sdhb;Ndufb11;Ldhd;Uqcc3;Cox11;Ak3;Prkn;Nme2;Ak4;Dtymk
organellar ribosome	organellar ribosome;mitochondrial ribosome	Mrpl4;Mrpl38;Aurkaip1;Gadd45gip1;Mrps7;Mrpl57;Mrps21;Mrps11;Mrpl52;Mrpl2;Mrpl18;Mrpl51;Mrps28;Mrpl10;Mrpl36;Mrpl55;Mrps33;Mrpl54;Mrpl20;Mrpl14;Mrpl24;Mrps15;Mrpl22;Mrpl21;Mrps17;Mrpl19;Mrpl58;Mrpl47;Mrpl49;Mrps34;Mrps26;Mrpl27;Mrpl30;Mrps10;Mrpl16;Mrps24;Mrps5;Mrps18b;Mrpl23
ribosomal subunit	ribosomal subunit;structural constituent of ribosome;ribosome	Rpl35a;Rps27l;Mrpl4;Rpl36al;Mrpl38;Aurkaip1;Gadd45gip1;Mrps7;Rpl10;Mrpl57;Mrps21;Mrps11;Mrpl52;Rpl14;Mrpl2;Mrpl18;Mrpl51;Mrps28;Mrpl10;Mrpl36;Rps10;Rpl17;Mrpl55;Mrps33;Nhp2;Mrpl54;Mrpl20;Mrpl14;Rpl37;Mrpl24;Rps29;Rpl35rt;Imp3;Mrps15;Mrpl22;Rpl12;Mrpl21;Mrps17;Gm6525;Rps18-ps5;Mrpl19;Rpl36;Mrpl58;Rpl18;Rpl21;Rps13;Rpl38;Mrpl47;Mrpl49;Rpl10-ps3;Mrps34;Rps27rt;Rps15;Mrps26;Mrpl27;Mrpl30;Rps27;Rps27a;Mrps10;Rpl27;Mrpl16;Rsl1d1;Rpl24;Rpl39;Rpl13;Rps4l;Mrps24;Rpl15;Rps8;Mrps5;Rps18;Mrps18b;Rpl35;Rpl13a;Mrpl23;Rps19;Uba52;Rpl18a;Rpl34;Rps11;Rps16;Mrps25;Rbm3;Rpl6l;Rpl26;Mrps35;Elavl4;Usp10;Calr;Nufip2;Rnf25;Abcf1;Zfp598;Ascc2;Fxr2;Rps6kl1
xenobiotic metabolic process	xenobiotic metabolic process;cellular response to xenobiotic stimulus	Ahr;Cyp2c37;Sult2a3;Fmo4;Sult2a4;Cyp2b10;Sult1a1;Cyp2a22;Cyp3a16;Cyp2c38;Fmo1;Fmo2;Sult2a6;Cyp2g1;Nos1;Cyp2c68;Cyp2c39;Cyp3a44;Cyp3a41a;Sult2a5;Cyp3a41b;Fmo3;Sult2a2;Cyp2b13;Sult2a1;Cyp2b9;Cyp2a4;Cyp2c40;Cyp2c69;Adipoq;Gas6
oxidative phosphorylation	oxidative phosphorylation;aerobic respiration;cellular respiration;energy derivation by oxidation of organic compounds;generation of precursor metabolites and energy	Iscu;Ndufb1;Ndufv3;1700066M21Rik;Gadd45gip1;Ndufa3;Uqcrq;Atp5f1e;Ndufb4;Ndufa8;Ndufa11;Uqcc2;Cox5b;Ndufa5;Ndufa10;Ndufs5;Cox6a1;Ndufs3;Atp5pd;Tafazzin;Cycs;Park7;Ndufa13;Ndufs7;Chchd10;Atp5pf;Ndufs8;Uqcc3;Fxn;Antkmt;Ndufb7;Uqcr11;Ndufb2;Ndufa6;Cox4i1;Ndufv2;Ndufa2;Ndufa12;Ndufb3;Ndufa1;Atp5mf;Cox7c;Ndufs6;Ndufb10;Uqcrb;Uqcr10;Atp5f1d;Ndufb5;Ndufb9;Bdnf;Ak4;Ndufab1;Nupr1;Ndufa9;Apoc3;Atp5me;ND6;Ndufc1;Cox7b;Afg1l;Coa6;Ndufb6;ND3;Dnajc15;Sdhb;Ndufb11;Bloc1s1;Mup1;Fh1;Mtfr1l;Cox10;Cat;Mrps36;Bax;Gpd1;Etfb;Mybbp1a;Coq10b;Hoxb3os;Plec;Slc25a25;Comt;Ppp1r2;Gsk3a;1810024B03Rik;Tigar;Phlda2;Gys2;Gcgr;Phkg2;Gnas;Ppp1r1a;Gck;Phka1;Sorbs1;Etfbkmt;Adh4;Pgls;Mlst8;Zbtb7a;Gapdhrt;Foxk2;Tkfc;Ndor1;Cox17;Thap11;Tkt;Fdx1;Coa8;Gapdh;Taldo1;Rbks;Dgat1;Slc4a1;Adh7;Zbtb20;Adpgk;Mpi
collagen-containing extracellular matrix	collagen-containing extracellular matrix;external encapsulating structure;extracellular matrix	Mmp9;Matn2;Cstb;Angptl6;Anxa11;Col16a1;Ltbp3;Sema3c;Sftpd;Col6a3;Cd151;Mamdc2;Egflam;Efna5;Angptl7;Mfap1b;Htra1;Serpinf2;Il16;Col4a4;Npnt;Abi3bp;Ptprz1;Col6a2;Lamc2;Col4a2;Smoc1;Srpx2;Sspo;Mfap2;Sema6d;Igfbp6;F2;Efemp2;Pzp;Adamtsl4;Smc3;Fbln5;Tinagl1;Matn4;Fgl1;Megf6;Serpinc1;Frem3;Itgb1;Loxl2;Col18a1;Tnc;Angptl1;Hapln4;Col4a5;Fgg;Ecm1;Colq;Tgm2;Fmod;Gpc2;Entpd1;Pkm;Pxdn;Col1a1;Eln;Frem2;Fcna;Cpn2;Fam20b;Ctsd;Tgfb3;Col8a1;Adamts2;Hcfc1;Ctsl;Fbn1;Lamc1;Prg4;Gpc3;Scara3;Megf9;Lama4;Mfge8;Vwc2;Fga;Anxa1;Tgfb1;Col1a2;Dlg1;Col6a1;Plscr1;Adam19;Anxa5;Anxa3;Lama1;Col3a1;Plscr2;Lamb1;Col4a3;Ctsb;Timp1;Igfbp7;Serpinb6a;Hnrnpm;Ntn4;Gpc6;Itga6;Alb;Egfl6;Ltbp1;Anxa2;Pmp22;Anxa6;Col4a1;Lum;Thbs2;Tspan9;Sod3;Angpt1;Kng2;Lgals9;Serpinb9;Postn;Lgalsl;Papln;Fgl2;Col5a2;Efemp1;Timp2;Vwa5a;Dag1;Trf;Dcn;Itih2;Col5a1;Ahsg;Clec14a;Itih4;Sparc;Ntn1;Emilin1;Smoc2;Bgn;Loxl4;Ccdc80;Serpinh1;Angptl2;Adamtsl1;Col14a1;Fn1;Sparcl1;Serpinb1a;Prelp;Nid1;Reln;Tgfbi;Bmper;Ctsc;Fbln7;Svep1;Vasn;Gp1ba;Lrrn1;Rtn4rl2;Mmp13;Ccn2;Hpse;Thsd4;Glg1;Mmp2;Adamts3;Mmp11;Adamtsl3;Mmp12;Cd180;Pkhd1l1;Gpld1;Fgf1;Adamts14;Adamts6;Mmp19;Tnfrsf11b;Ccbe1;Adamts13;Adamts9
rRNA metabolic process	rRNA metabolic process;rRNA processing	Rpl35a;Pin4;Slx9;Rpp40;Exosc1;Ercc3;Gtf2h5;Ddx49;Exosc4;Wdr74;Rpl14;Ppan;Utp23;Mrm1;Tbl3;Pa2g4;Fcf1;Nhp2;Mars1;Trmt112;Mrm3;Rbfa;Mphosph10;Rpl35rt;Imp3;Wdr75;Mrto4;Nop9;Rrp9;Ippk;Chd7;Sirt7;Utp14a;Wdr18;Prkdc;Tsr3;Rrp36;Ngdn;Utp3;Rps27rt;Ubtf;Lyar;Sart1;Rps15;Nol10;Wdr43;Rps27;Brix1;Exosc5;Kri1;Rpp38;Gtpbp4;Utp11;Znhit3;Rpl27;Sbds;Pop5;Rsl1d1;Ythdf2;Zcchc7;Nol6;Nop2;Lsm6;Usp36;Exosc7;Mak16;Pih1d1;Trir;Ddx27;Dhx37;Pdcd11;Rrs1;Rps8;Ftsj3;Rpl35;Bud23;Exosc10;Rps19;Exosc2;Nsun5;Rps16;Top1;Nat10;Nol8;Riok3;Rpl26;Nol9;Exosc6;Ddx21;C1d;Rps25;Rpf1;Rrp12;Polr1e;Dicer1;Ercc6;Bysl;Rpf2;Ercc2;Utp15;Polr1b;Pwp2;Rpl5;Abt1;Mettl5;Rrp1
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	Ndufb1;Ndufa3;Ndufb4;Foxred1;Ndufa8;Ndufaf4;Ndufa11;Ndufa5;Ndufa10;Ndufs5;Ndufs3;Tafazzin;Ndufa13;Ndufs7;Ndufs8;Ndufb7;Ndufb2;Ndufa6;Ndufaf2;Tmem186;Ndufa2;Ndufa12;Ndufb3;Ndufa1;Ndufs6;Ndufb10;Ndufaf6;Ndufb5;Ndufb9;Ndufab1;Ndufa9;ND6;Ndufc1;Ndufb6;Tmem126a;Ndufb11;ND2;Ndufaf3
