representative	grouped_terms	genes
structural constituent of ribosome	structural constituent of ribosome;ribosomal subunit;ribosome	Rpsa;Rpl35;Rpl35rt;Rps8;Mrpl30;Rpl10;Rps25;Mrps23;Rps15;Rpl19;Rps6-ps4;Mrps17;Rpl39;Rpl6;Imp3;Rpl30;Mrps14;Rps27rt;Rpl37rt;Rpl34;Mrpl32;Rpl13;Rps26;Rpl5;Mrps18a;Mrpl9;Rpl29;Mrps10;Mrps2;Rps14;Rplp2;Rpl11;Mrpl1;Rpl37;Rpl18a;Rps3;Mrpl51;Rpl27a;Rps2;Mrps16;Mrps18c;Rps15a;Mrps21;Mrps25;Rpl24;Mrpl11;Mrpl27;Rps27l;Rpl7l1;Rps21;Rpl22l1;Rps16;Mrps31;Rpl6l;Mrps30;Mrpl41;Rpl13a;Mrps5;Mrps12;Mrpl39;Rplp1;Rps19;Mrpl28;Rsl24d1;Mrpl46;Rpl14;Rpl12;Rps10;Mrps11;Mrpl52;Mrpl54;Mrps15;Mrpl22;Rpl8;Rpl13-ps6;Uba52-ps;Mrps18b;Mrpl47;Mrpl24;Mrpl12;Mrpl21;Mrps34;Mrpl17;Mrps24;Mrpl4;Mrpl2;Mrpl19;Rpl18;Mrpl36;Mrpl43;Rpl34-ps1;Mrpl49;Mrpl20;Mrpl34;Mrps7;Mrpl57;Mrpl55;Rpl36al;Mrpl10;Mrpl16;Rpl35a;Nsun4;Mrpl42;Mrps26;Rack1;Chchd1;Mrpl45;Larp4;Mrps33;Gadd45gip1;Mrpl53;Zcchc17;Gm6525;Aurkaip1;Mrpl58;Mrps28;Nhp2;Mrpl38;Rps6kl1;Canx;Eif4g1;Gspt1;Psma6;Abcf1;Abce1;Usp10;Calr;Elavl4
organellar ribosome	organellar ribosome;mitochondrial ribosome	Mrps23;Mrps17;Mrpl42;Mrps14;Mrpl32;Mrps26;Mrps18a;Mrpl9;Mrps10;Mrps2;Mrpl1;Mrpl51;Mrps16;Mrps18c;Mrps21;Mrps25;Mrpl11;Mrpl27;Mrps31;Mrps30;Mrpl41;Chchd1;Mrps5;Mrps12;Mrpl45;Mrpl39;Mrpl28;Mrpl46;Mrps11;Mrpl52;Mrpl54;Mrps15;Mrps33;Mrpl22;Gadd45gip1;Mrps18b;Mrpl47;Mrpl24;Mrpl12;Mrpl21;Mrps34;Mrpl53;Mrpl17;Mrps24;Mrpl4;Mrpl2;Aurkaip1;Mrpl58;Mrpl19;Mrpl36;Mrpl43;Mrpl49;Mrpl20;Mrpl34;Mrps7;Mrps28;Mrpl57;Mrpl55;Mrpl10;Mrpl16;Mrpl38
respirasome	respirasome;respiratory chain complex;mitochondrial respirasome	Uqcc4;Sdha;Ndufc2;Ndufab1;Cox7c;Ndufab1-ps;Ndufs6b;Uqcrc2;Foxred1;Ndufb7;Ndufa2;Ndufs8;Uqcrb;Cox7b;Cox8a;Ndufa4;Ndufb8;Cox6c2;Coa6;Uqcrh;Cox5a;Sdhb;Ndufb10;Ndufa12;Ndufb2;Ndufb11;Ndufa13;Ndufa3;Ndufa5;Uqcrq;Ndufc1;Cox6c;Ndufb6;Uqcr11;Ndufs4;Ndufv1;Cyc1;Uqcrc1;Ndufv3;Cox4i1;Ndufa1;Ndufa9;Ndufs2;Uqcrfs1;Rab5if;Ttc19;Ndufb3;Cox5b;Ndufs7;Cox7a2;Uqcr10;Cox6b1;Ndufv2;Dmac1;Ndufs5;Ndufb1;Ndufb5;Ndufs3;Ndufa11;Ndufa10;1700066M21Rik;Ndufb9;Ndufs6;Cox6a1;Ndufa8;Higd1a
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I	Ndufc2;Ndufab1;Ndufab1-ps;Ndufs6b;Foxred1;Ndufb7;Ndufa2;Ndufs8;Ndufa4;Ndufb8;Ndufb10;Ndufa12;Ndufb2;Ndufb11;Ndufa13;Ndufa3;Ndufa5;Ndufc1;Ndufb6;Ndufs4;Ndufv1;Ndufv3;Ndufa1;Ndufa9;Ndufs2;Ndufb3;Ndufs7;Ndufv2;Dmac1;Ndufs5;Ndufb1;Ndufb5;Ndufs3;Ndufa11;Ndufa10;Ndufb9;Ndufs6;Ndufa8
proton motive force-driven mitochondrial ATP synthesis	proton motive force-driven mitochondrial ATP synthesis;proton motive force-driven ATP synthesis;purine nucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process;ATP biosynthetic process;ribonucleoside triphosphate biosynthetic process	Sdha;Antkmt;Ndufc2;Ndufab1;Atp5f1c;Ndufb7;Ndufa2;Ndufs8;Atp5po;Atp5pd;Atp5f1a;Ndufb8;Atp5mf;Atp5pf;Sdhb;Atp5me;Ndufb10;Ndufa12;Ndufb2;Ndufb11;Ndufa13;Ndufa3;Ndufa5;Ndufc1;Ndufb6;Ndufs4;Ndufv1;Ndufv3;Ndufa1;Ndufa9;Atp5f1e;Ndufs2;Ndufb3;Ndufs7;Stoml2;Ndufv2;Ndufs5;Ndufb1;Ndufb5;Ndufs3;Ndufa11;Ndufa10;Ndufb9;Atp5f1d;Ndufs6;Ndufa8;Atp5mg;Atp5mc3;Atp5mc1;Nme4;Map2k1;Adk;Sphk2;Ak3;Eno1;Cox11;Impdh2-ps;Vcp;Nme1;Nme2;Ldhd;Ak4;Ctps1
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit	Mrpl11;Mrpl27;Mrps30;Mrpl41;Mrpl45;Mrpl39;Mrpl28;Mrpl46;Mrpl52;Mrpl54;Mrpl22;Gadd45gip1;Mrpl47;Mrpl24;Mrpl12;Mrpl21;Mrpl53;Mrpl17;Mrpl4;Mrpl2;Mrpl58;Mrpl19;Mrpl36;Mrpl43;Mrpl49;Mrpl20;Mrpl34;Mrpl57;Mrpl55;Mrpl10;Mrpl16;Mrpl38
mitochondrial translation	mitochondrial translation;mitochondrial gene expression	Mpv17l2;Hars1;Gfm1;Mrpl40;Yars2;Mrps22;Gars1;Nsun4;Mrpl30;Trub2;Mrps23;Mrps17;Mrpl42;Mrps14;Mrpl32;Mrps26;Mrps18a;Mrpl9;Mrps10;Mrps2;Mrpl1;Mrpl51;Mrps16;Mrps18c;Mtif3;Gfm2;Mrps21;Mrps25;Mrpl11;Mrpl27;Rcc1l;Mrps31;Mrps30;Mrpl41;Shmt2;Chchd1;Gatb;Mrps5;Mrps12;Mrpl45;Mrpl39;Tsfm;Mrpl28;Mrpl46;Tufm;Mrps11;Mrpl52;Mrpl54;C1qbp;Mrps15;Mrps33;Mrpl22;Coa3;Uqcc2;Gadd45gip1;Mrps18b;Mrpl47;Lrpprc;Mrpl24;Mrpl12;Mrpl21;Mrps34;Mrpl53;Mrpl17;Mrps24;Mrpl4;Mrpl2;Aurkaip1;Aars2;Mrpl58;Mrpl19;Mtif2;Mrpl36;Gatc;Mrpl43;Mrpl49;Mrpl20;Mrpl34;Mrps7;Mrps28;Rpusd3;Mrpl57;Mrpl55;Mrpl10;Mrpl16;Mrpl38;Mtres1;Thap11;Mterf1b;Mto1;Tbrg4;Polrmt;Chchd10;Slc25a33;Hsd17b10
oxidative phosphorylation	oxidative phosphorylation;aerobic respiration;cellular respiration;energy derivation by oxidation of organic compounds	Antkmt;Ndufc2;Ndufab1;Cox7c;Atp5f1c;Apoc3;Uqcrc2;Ndufb7;Ndufa2;Ndufs8;Pink1;Uqcrb;Macroh2a1;Afg1l;Ak4;Atp5po;Tmem135;Mtch2;Atp5pd;Atp5f1a;Cox7b;Bdnf;Cox8a;Ndufb8;Coa6;Atp5mf;Ndufaf1;Uqcrh;Atp5pf;Cox5a;Sdhb;Shmt2;Atp5me;Ndufb10;Coq7;Ndufa12;Fxn;Ndufb2;Ndufb11;Ndufa13;Ndufa3;Ndufa5;Uqcrq;Ndufc1;Ndufb6;Uqcr11;Ndufs4;Ndufv1;Cyc1;Vcp;Uqcrc1;Ndufv3;Cox4i1;Ndufa1;Chchd10;Uqcc2;Gadd45gip1;Dnajc15;Ndufa9;Atp5f1e;Ndufs2;Uqcrfs1;Ndufb3;Cox5b;Slc25a33;Ndufs7;Cox7a2;Uqcr10;Stoml2;Ndufv2;Ndufs5;Ndufb1;Ndufb5;Ndufs3;Ndufa11;Park7;Ndufa10;1700066M21Rik;Chchd2;Ndufb9;Atp5f1d;Ndufs6;Cox6a1;Ndufa8;Iscu;Cycs;Csl;Mdh1;Idh1;Mtfr1;Bloc1s1;Cat;Cox10;Pdha1;Dlst;Mdh2;Aco1;Mtfr1l;Ogdh;Fh1;Ide;Mup1;Slc25a25;Slc1a3;Trap1;Vps54;Lyrm7;Nr4a3;Etfb;Prelid1;Sod2;Gpd1;Ppp1r3b;S100b;Ppp1r3e;Gsk3b;Ppp1r2;Gck;Tigar;Ppp1r3c;Dyrk2;1810024B03Rik;Ppp1r1a;Comt
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	Ndufc2;Ndufab1;Ndufab1-ps;Ndufaf8;Foxred1;Ndufb7;Ndufa2;Ndufs8;Lyrm2;Tmem186;Ndufb8;Ndufaf1;Ndufb10;Tmem126a;Ndufa12;Ndufb2;Ndufaf2;Ndufb11;Ndufa13;Ndufa3;Ndufa5;Ndufaf7;Ndufc1;Ndufb6;Ndufs4;Ndufaf4;Ndufa1;Ndufa9;Ndufs2;Ndufb3;Ndufs7;Dmac1;Ndufs5;Ndufb1;Ndufb5;Ndufs3;Ndufa11;Ndufa10;Ndufb9;Ndufs6;Ndufa8
aerobic electron transport chain	aerobic electron transport chain;mitochondrial ATP synthesis coupled electron transport;ATP synthesis coupled electron transport;respiratory electron transport chain;electron transport chain	Ndufs8;Pink1;Uqcrb;Afg1l;Cox7b;Bdnf;Cox8a;Ndufb8;Ndufaf1;Uqcrh;Cox5a;Sdhb;Uqcrq;Ndufb6;Uqcr11;Ndufv1;Cyc1;Uqcrc1;Cox4i1;Dnajc15;Ndufs2;Uqcrfs1;Cox5b;Ndufs7;Cox7a2;Uqcr10;Ndufv2;Ndufs3;Park7;Ndufa10;Ndufb9;Ndufs6;Cox6a1;Ndufa8;Iscu;Cycs;Mtch2;Coa6;Coq7;Ndufa12;Ndufv3;Chchd2;Slc1a3;Vps54;Ndufa5;Ndufs4;Etfb;Sod2;Gpd1;Uqcrc2;Fdx1;Ndufb3
