representative	grouped_terms	genes
translation at synapse	translation at synapse;translation at postsynapse;translation at presynapse	Rpl22;Rpl7a;Rpl23a;Rpl17;Rpl7;Rpl6;Rps27a;Rpl8;Rps26;Rps15a;Rpl27a;Rpl15;Rpl32;Rps12;Rpl10a;Rpl29;Rps5;Rpl34;Rps24;Rps14;Rps16;Rps11;Rpl37;Rpl24;Rpl35a;Rpl38;Rpl26;Rps10;Rpl36;Rpl36a;Uba52;Rpl23;Rpl13a;Rpl13;Rpl14;Rplp2;Rps28;Rpl35;Rpl37a;Rpl12
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis;ATP biosynthetic process;purine nucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process;purine ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;ribonucleotide biosynthetic process;nucleotide biosynthetic process;purine nucleotide biosynthetic process;nucleoside phosphate biosynthetic process;purine-containing compound biosynthetic process	Atp5f1c;Ndufs8;Ndufs3;Atp5pb;Sdhc;Ndufv3;ATP6;ND6;Ndufa9;Ndufa7;Ndufb2;ND1;Ndufb8;Sdhb;Ndufa1;Atp6-ps;Atp5mc3;Ndufb1;Ndufa3;Atp5pf;Ndufb11;Atp5f1d;Ndufs6;Ndufa6;Ndufb6;Ndufb9;Antkmt;Ndufc2;Atp5me;Ndufs4;Ndufa10;Ndufb7;Ndufab1;Atp5po;Ndufa2;Ndufs5;Ndufb3;Ndufa13;ND3;Ndufb10;Ndufb5;Ndufa8;Atp5pd;Atp5f1e;Ndufv2;Ndufs7;Ndufc1;Ndufa11;Ndufa12;Atp5mf;Ndufa5;Atp5mc1;Sphk2;Ppargc1a;Adcy10;Eno1;Uqcc3;Bcl2l1;Nme3;Nme2;Nme6;Nme4;Nme1;Uck2;Dtymk;Ndufs2;Acsl5;Mpc2;Vdac1;Acsl4;Ppcdc;Acly;Aprt;Acss2;Papss2;Acot7;Acacb;Pfas;Prpsap2;G6pdx;Dctd;Guca1a;Rrm1;Tyms;Aspdh;Haao;Nampt;Nmrk1;Tk1;Kynu;Rrm2
respiratory chain complex	respiratory chain complex;mitochondrial respirasome;respirasome	Ndufs8;CYTB;Ndufs3;Uqcrfs1;Sdhc;Cox4i2;Ndufv3;Ndufa4;Cox6c2;Ndufab1-ps;ND6;Ndufa9;Ndufa7;Ndufb2;Dmac1;Cox7a1;ND1;Ndufb8;Sdhb;COX3;Cox8a;Ndufa1;Cox5a;COX2;Ndufb1;Ndufa3;Ndufb11;Coa6;Uqcc3;AA467197;Ndufs6;Cox7c;Ndufa6;Ndufb6;Ndufb9;Ndufc2;Cox6a1;Uqcrb;Cox7b;Cox4i1;Ndufs4;Ndufa10;Ndufb7;Ndufab1;Ndufa2;Ndufs5;Ndufb3;Ndufa13;ND3;Cox6c;Ndufb10;Uqcrq;Ndufb5;Ndufa8;Cox7a2;Uqcrh;Ndufv2;Ndufs7;Cox6b1;Ndufc1;Ndufa11;Cox5b;Ndufa12;Uqcr11;Uqcr10;Ndufa5
structural constituent of ribosome	structural constituent of ribosome;ribosomal subunit;ribosome	Rpl28;Mrpl34;Rps4x;Mrpl24;Mrpl51;Rpl30;Rpl22;Mrpl55;Rpl7a;Rpl23a;Mrpl52;Mrpl49;Mrps15;Ndufa7;Imp3;Rpl17;Rpl36al;Rpl7;Rps3a1;Rpl6;Rps27a;Rpl8;Dap3;mt-Rnr1;Rps26;Rps15a;Rpl27a;Mrps25;Mrps6;Rpl15;mt-Rnr2;Rpl37rt;Mrpl36;Mrpl23;Rpl41;Rpl21;Rps6-ps4;Rpl32;Rps12;Rpl10a;Rps2;Mrpl57;Rpl13-ps6;Rpl18;Rpl29;Fau;Rpl6l;Rps21;Rpl39;Mrps21;Rps5;Mrpl54;Rps9;Rps17;Rpl34;Rps24;Rps14;Rps19;Rps16;Rpl34-ps1;Rpl31;Uba52rt;Rpl11;Rps11;Rps15;Rps25;Rpl18a;Rpl37;Rpl24;Mrpl13;Rpl35a;Rpl38;Rpl26;Rps10;Rps8;Rpl36;Rpl36a;Uba52;Rpl23;Rpl13a;Rpl35rt;Rps20;Rpl13;Rpl14;Rplp2;Rps6;Mrpl15;Rps18;Rps28;Rplp1;Rpl35;Rpl37a;Rps23;Rpsa;Rpl12;Rpl22l1;Rps18-ps6;Mrps33;Gadd45gip1;Rpl10-ps3;Aurkaip1;Rack1;Mrps28;Rps18-ps5;Rpl36a-ps1;Elavl4;Eif2ak4;Repin1
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I;NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	Ndufv3;Ndufa4;Ndufab1-ps;ND6;Ndufa9;Ndufa7;Ndufb2;Dmac1;ND1;Ndufb8;Ndufa1;Ndufb1;Ndufa3;Ndufb11;Ndufs6;Ndufa6;Ndufb6;Ndufb9;Ndufc2;Ndufs4;Ndufa10;Ndufb7;Ndufab1;Ndufa2;Ndufs5;Ndufb3;Ndufa13;ND3;Ndufb10;Ndufb5;Ndufa8;Ndufv2;Ndufs7;Ndufc1;Ndufa11;Ndufa12;Ndufa5;Ndufaf8
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;aerobic electron transport chain;respiratory electron transport chain;electron transport chain	Ccnb1-ps;Ndufs8;CYTB;Ndufs3;Afg1l;Uqcrfs1;Sdhc;Cox4i2;Ndufv3;ND6;Ndufa7;Park7;Cox7a1;ND1;Ndufb8;Sdhb;COX3;Cox8a;Cox5a;COX2;Coa6;Uqcc3;Ndufs6;Cox7c;Ndufb6;Ndufb9;Ndufc2;Cox6a1;Uqcrb;Cox7b;Cox4i1;Ndufa10;Mtch2;Dnajc15;Coq7;ND3;Uqcrq;Ndufa8;Cox7a2;Uqcrh;Ndufv2;Ndufs7;Cox5b;Ndufa12;Ccnb1;Uqcr11;Uqcr10;Cycs;Cdk1;Ppargc1a;Immp2l;Ndufs4;Ndufa5;Fdx2;Fdx1;Ndufb3
oxidative phosphorylation	oxidative phosphorylation;aerobic respiration;cellular respiration	Atp5f1c;Ccnb1-ps;Ndufs8;CYTB;Ndufs3;Afg1l;Atp5pb;Uqcrfs1;Sdhc;Cox4i2;Ndufv3;ATP6;ND6;Ndufa9;Ndufa7;Park7;Ndufb2;Cox7a1;ND1;Ndufb8;Sdhb;Uqcc2;COX3;Cox8a;Ndufa1;Gadd45gip1;Chchd10;Atp6-ps;Cox5a;COX2;Ndufb1;Ndufa3;Atp5pf;Fxn;Ndufb11;Atp5f1d;Coa6;Uqcc3;Ndufs6;Cox7c;Ndufa6;Ndufb6;Ndufb9;Antkmt;Apoc3;Ndufc2;Cox6a1;Atp5me;Uqcrb;Cox7b;Cox4i1;Ndufs4;Ndufa10;Ndufb7;Mtch2;Ndufab1;Tmem135;Atp5po;Ndufa2;Ndufs5;Dnajc15;Ndufb3;Ppif;Ndufa13;Coq7;ND3;Ndufb10;Uqcrq;Ndufb5;Mlxipl;Ndufa8;Cox7a2;Atp5pd;Uqcrh;Atp5f1e;Ndufv2;Ndufs7;Ndufc1;Ndufa11;Cox5b;Ndufa12;Atp5mf;Ccnb1;Uqcr11;Uqcr10;Ndufa5;Cycs;Cdk1;Acly;Mtln;Cisd1;Immp2l;Bax
ATP metabolic process	ATP metabolic process;purine ribonucleoside triphosphate metabolic process;ribonucleoside triphosphate metabolic process;nucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process	Slc2a6;Sphk2;Atp5f1c;Tspo;Ndufs8;Pgk1;Abcc6;Pgam1;Ndufs3;Ppargc1a;Atp5pb;Sdhc;Ndufv3;ATP6;Aldoc;ND6;Atp6v1b2;Ndufa9;Adcy10;Ndufa7;Eno1;Gapdhrt;Ndufb2;Igf1;Prkag2;ND1;Dnm1l;Ndufb8;Sdhb;Ndufa1;Hk1;Atp6-ps;Atp5mc3;Ndufb1;Ndufa3;Atp5pf;Ndufb11;Atp5f1d;Uqcc3;Ndufs6;Ndufa6;Ndufb6;Zbtb20;Ndufb9;Antkmt;Ndufc2;Ddit4;Atp5me;Ier3;Ndufs4;Ndufa10;Ndufb7;Mtch2;Ndufab1;Atp5po;Ndufa2;Ndufs5;Ndufb3;Ndufa13;ND3;Ndufb10;Ndufb5;Mlxipl;Ndufa8;Atp5pd;Gale;Atp5f1e;Ndufv2;Ndufs7;Ndufc1;Ndufa11;Ndufa12;Atp5mf;Bcl2l1;Ndufa5;Pfkfb1;Galt;Atp5mc1;Nme3;Gimap7;Nme2;Nme6;Nme4;Rab23;Nme1;Uck2;Dtymk;Dctpp1
respiratory chain complex IV	respiratory chain complex IV;mitochondrial respiratory chain complex IV	Uqcrfs1;Cox4i2;Ndufa4;Cox6c2;Cox7a1;COX3;Cox8a;Cox5a;COX2;Coa6;AA467197;Cox7c;Cox6a1;Cox7b;Cox4i1;Cox6c;Cox7a2;Cox6b1;Cox5b
nuclear division	nuclear division;organelle fission	Igf2;Ncapg2;Fancd2;Fzr1;Cep97;Map10;Asz1;Siah1a;L3mbtl1;Bag6;Mad2l1bp;Spire2;Lcmt1;Brme1;Cdk5rap2;Rad51d;Ccnb1-ps;Smc4;Mcmdc2;Sirt7;Prdm9;Brdt;Eme1;Nfia;Slc25a31;Fancm;Klhdc8b;Ncapd3;Mre11a;Msh4;Prickle1;Hnrnpu;Phb2;Mei4;Rgcc;Nme6;Cdc14a;Cenpi;Bub1b;Cdkn1b;Ago4;Hsf2bp;Kntc1;Smc2;Pdxp;Mlh3;Pcid2;Sgo1;Pdgfrb;Ripor2;Ccnb2;Kifc5b;Sgo2a;Bub1;Tex14;Igf1;Ncaph;Spc24;Nfib;Reep4;Camk2b;Bora;Mtbp;Ncapd2;Knl1;Spata22;Zscan21;Cenpk;Psrc1;Cenps;Septin1;Ska3;Chmp4c;Cenpe;Clasp1;Cdc16;Nek2;Kifc1;Banf1;Fgfr2;Kif18b;Spdl1;Esr1;Spag5;Kif22;Fanca;Chek1;Rad54b;Zwilch;Nuf2;Ube2s;Espl1;Rad51c;Rad51;Cdca5;Racgap1;Uhrf1;Rad51ap1;Aurkb;Mad2l1;Ccsap;Cdca8;Ncapg;Cntd1;Plcb1;Ska1;Aurka;Mad1l1;Chtf18;Ttk;Ankle1;Rpl24;Ndc80;Cks2;Nusap1;Kif2c;Incenp;Msh5;Cdca2;Fignl1;Ccnb1;Smpd3;Ube2c;Aspm;Plk1;Birc5;Cpeb1;Knstrn;Top2a;Cdk1;Mki67;Prc1;Tpx2;Cdc20;Eml4;Fis1;Mtfr2;Ppargc1a;Ggnbp1;Tmcc1;Dnm1l;Mtch2;Tmem135
