representative	grouped_terms	genes
peroxisome	peroxisome;microbody	Acnat2;Acnat1;Ide;Lonp2;Pex13;Slc25a17;Mgst1;Phyh;Pex2;Pex11a;Acsl1;Acbd5;Pnpla8;Cat;Rab8b;Hsd17b4;Baat;Fndc5;Nudt12;Tmem135;Idi1-ps1;Atad1;Pecr;Mpv17l;Isoc1;Pex19;Idi1;Mvd;Ech1;Plaat3;Pex12;Pik3c3;Tkt;Scp2;Hsdl2;Pex3;Cav1;Prdx5;Tysnd1;Dnm1l;Fabp1;Abcd1;Idh1;Hao2;Nudt7;Pex1;Arf1;Fdps;Myo5a;Vwa8;Pex11b;Acot8;Urad;Nbr1;Aldh3a2;Ephx2;Pipox;Decr2
ribose phosphate metabolic process	ribose phosphate metabolic process;purine nucleotide metabolic process;purine ribonucleotide metabolic process;ribonucleotide metabolic process	Myc;Acot11;Acnat2;Acnat1;Ppcs;Ampd3;Rab23;Adcy3;ND5;Taldo1;Nudt5;Pde1a;Entpd5;Sult2a2;Atp6-ps;Prkaca;Pank2;ND2;Prpsap2;Ndufa12;Ndufb3;ND1;Entpd7;Psen1;Nudt9;Ak3;Sult2a1;Mpc1;Atp6v1a;Bend3;Acsl1;Ddit4;ND4;Pank3;Gda;Ola1;Ppp2ca;Cs;Hspa8;Pid1;Rpe;Acsm3;Gmps;ATP6;Rfk;Acot7;Hsd17b4;Gnai3;Mlx;Atic;Fitm2;Umps;Cmpk1;Gcdh;Baat;Prps1;Nudt11;Slc25a16;Fkrp;Impdh2;Prkaa2;Mvd;Adss2;Sult2a7;Tkt;Atp5mf;Ctps1;Tigar;Adk;Tdo2;Sult1e1;Ndufab1;Ucp2;Prkaa1;Dnm1l;Papss1;Epha2;Pdhx;Atp5f1c;Ldhd;Abcd1;Nme2;Pgam1;Gpd1;Sult2b1;Atp7a;Uck1;Hmgcs2;Gart;Nudt7;ND3;Ndufs1;Pde9a;Itpa;Kat2b;Acat1;Atpsckmt;Slc25a13;Map2k1;Mcee;Acadsb;Sult2a5;Hprt1;Rhoa;Parp1;Dmac2l;Gmpr;ND4L;Acot8;Atp5if1;Gapdh;Pank1;Kynu;Urad;Nme1;Gucy2g;Npr2;G6pdx;Ndufb6;Ppat;Lipa;Pipox;Atp5pf;Dgat2;Khk;Uprt;Ndufs8;Txnrd1;Dnph1;Kmo;Fmo1;Me2;Dck;Nudt12;Gpd2;Idh3a;Prdx5;Idh1;Nadk2;Me1;Hsd11b1
response to topologically incorrect protein	response to topologically incorrect protein;response to unfolded protein	Tbl2;Jkamp;Manf;Serp1;Ubxn4;Hspa5;Xbp1;Tmem33;Dnajb9;Ero1a;Erp44;Edem3;Ufl1;Creb3l2;Stt3b;Bak1;Herpud1;Tram1;Pik3r1;Hsph1;Derl2;Ermp1;Edem1;Creb3l1;Pigbos1;Bag3;Faf2;Cav1;Eif2a;Ficd;Eif2s1;Sdf2l1;Ddit3;Cul3;Tmem129;Akirin2;Dnajc3;Tmed2;Ube2w;Dnajb12;Dnajb14;Rhbdd1;Nck1;Hsp90aa1;Derl1;Syvn1;Mfn2;Atf6b;Herpud2;Tmtc4;Dnajc10;Vapb;Amfr;Rpap2;Wfs1;Selenos;Pdia6
GTP binding	GTP binding;guanyl nucleotide binding;guanyl ribonucleotide binding	Rap1a;Gmppb;Rab23;Gna14;Arhgap5;Tubg2;Arf6;Rab6a;Sar1b;Rab27b;Rigi;Tubg1;Glud1;Irgm1;Tubb1;Septin10;Rab1a;Arl3;Gnl3l;Diras2;Rab10;Ak3;Arf4;Rhot1;Rab42;Rhof;Rab11a;Ola1;Rab44;Ehd3;Noa1;Tuba1c;Rab8b;Rab18;Rhob;Ehd1;Arf2;Gnai3;Nkiras1;Zng1;Gna12;Fkbp4;Rasl10b;Arl8b;Rap2c;Rab14;Rab5a;Gnaz;Rasl11b;Tubd1;Rab12;Eif5;Rab1b;Rala;Hhat;Adss2;Rem1;Nkiras2;Rab2a;Rab21;Tubb4b;Srprb;Eif2b1;Gna13;Septin7;Srp54b;Gnas;Rheb;Rhobtb3;Gimap9;Lsg1;Rab7;Dnm1l;Kras;Atl3;Srp54c;Arl11;Eif2b2;Rnd2;Cdc42;Urgcp;Rnd3;Rap2a;Mfhas1;Arf1;Rab43;Eif2s3x;Trim23;Rhoa;Gpn1;Rac1;Atl2;Hsp90aa1;Rab40b;Arl1;Srp54a;Lrrk1;Nme1;Gucy2g;Npr2;Septin2;Rab30;Mfn2;Tuba1a;Rab5c;Rasl10a;Srpra;Iigp1;Gfm1;Fpgt;Gna11;Uprt;Rab3d;Mras;Rab5b;Rab22a;Ralb;Septin9;Gbp2;Prps1;Mpped2;Nme2
secondary alcohol metabolic process	secondary alcohol metabolic process;cholesterol metabolic process;sterol metabolic process	Serpina12;Saa1;Tsku;Mttp;Sult2a2;Pon1;Msmo1;Nsdhl;Sult2a1;Pex2;Cyp7a1;Cat;Cebpa;Hsd17b7;Soat1;Abca5;Fgf1;Idi1;Fdft1;Prkaa2;Mvd;Idh3a;Cyp7b1;Sult2a7;Scp2;Cyp2r1;Prkaa1;Apob;Akr1d1;Angptl3;Sult2b1;Idh1;Stard4;Apon;Hmgcs2;Npc1;Gba2;Acadl;Fdps;Sult2a5;Srebf2;Cftr;Sqle;Hdlbp;Apoa4;Sec14l2;Ces1g;Lmf1;Ephx2;Cln8;G6pdx;Lipa;Dgat2;Ces1f;Lipc;Qki;Cyp51;Apof;Sult2a8;Insig2;Ldlr;Il4;Pmp22;Apobr;Npc1l1;Cyb5r3;Arv1;Cyb5r2;Erg28;Lipo3
nucleoside bisphosphate metabolic process	nucleoside bisphosphate metabolic process;ribonucleoside bisphosphate metabolic process;purine nucleoside bisphosphate metabolic process	Acot11;Acnat2;Acnat1;Ppcs;Sult2a2;Pank2;Sult2a1;Mpc1;Acsl1;Pank3;Cs;Acsm3;Acot7;Hsd17b4;Fitm2;Gcdh;Baat;Slc25a16;Mvd;Sult2a7;Tdo2;Sult1e1;Papss1;Pdhx;Abcd1;Sult2b1;Hmgcs2;Nudt7;Acat1;Mcee;Acadsb;Sult2a5;Acot8;Pank1;Kynu;Pipox;Dgat2;Acot12;Mmut;Vnn1;Sult2a8;Acot2;Glyat;Acaa2;Suclg1;Sult1b1;Acsm2;Pdk1;Fasn;Sucla2;Oxsm;Hnf4a;Suclg2
GTPase regulator activity	GTPase regulator activity;nucleoside-triphosphatase regulator activity	Tbc1d10b;Psd4;Arhgef7;Arhgap21;Ric8a;Dock11;Rasgrp2;Sbf1;Tbc1d22a;Ralgps2;Rasa3;Cyth1;Git1;Llgl2;Arap1;Dennd4a;Dennd1b;Tsc2;Arhgap12;Farp1;Ranbp10;Iqsec1;Tbc1d5;Arhgdia;Myo9b;Fgd3;Rasgrp4;Vav1;Arhgap30;Eps8l2;Arhgap39;Tbc1d4;Plekhg5;Ect2;Rapgef2;Arhgap33;Sipa1;Rtkn;Ranbp3l;Srgap2;Plekhg2;Dock9;Cyth3;Wdr41;Arrb1;Slit2;Dennd4b;Ophn1;Arhgap31;Arhgef25;Hps4;Rabgap1;Gripap1;Rabep2;Rapgef3;Acap1;Rasal3;Obscn;Arhgap24;Ngef;Sgsm1;Dock6;Rgs7;Vps9d1;Lars1;Elmo1;Stxbp5;Arhgap8;Sh2d3c;Dennd2a;Vav3;Thy1;Arhgap25;Dlc1;Arhgap28;Dennd1a;Fgd5;Stxbp5l;Fgd1;Rgs12;Arhgef1;Dennd1c;Rabgap1l;Rcc2;Arhgef11;Plcb1;Tbc1d8;Garnl3;Sgsm2;Dennd2b;Slc38a9;Arhgap4;Rcc1l;Tbc1d10c;Stard8;Dnmbp;Plekhg3;Arhgef28;Dock7;Arl2bp;Flcn;Rapgef4;Dab2ip;Wnt11;Tbc1d17;Gmip;Tbc1d9;Arap2;Arhgef10l;Agap3;Rgs1;Arhgap45;Plekhg1;Arhgef6;Sesn2;Rgs4;Arhgap18;Eps8l1;Adap1;Syde1;Srgap1;Ankrd27;Rasgef1b;Rasal1;Cavin4;Usp6nl;Rgs3;Arhgap6;Mcf2
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport;aerobic electron transport chain;mitochondrial ATP synthesis coupled electron transport	Coa6;ND5;ND2;Ndufa12;COX2;ND1;Sdhaf2;Cycs;ND4;COX1;CYTB;Ndufaf1;COX3;Iscu;Uqcrc2;ND3;Ndufs1;Cox7c;Bdnf;Cox4i2;Cox8a;ND4L;Uqcrb;Ndufb6;Cox6a2;Ndufs8;Ndufb8;Cox7b;Cyc1;Dnajc15
peroxisomal membrane	peroxisomal membrane;microbody membrane	Pex13;Slc25a17;Mgst1;Pex2;Pex11a;Acsl1;Pnpla8;Cat;Rab8b;Atad1;Pecr;Pex19;Pex12;Pex3;Cav1;Abcd1;Pex1;Arf1;Pex11b;Nbr1;Decr2;Gnpat
SMAD protein signal transduction	SMAD protein signal transduction;regulation of SMAD protein signal transduction	Nodal;Wwtr1;Ccn3;Smad2;Ror2;Gdf6;Dab2;Csnk2b;Emilin1;Bmp4;Bmpr1a;Twsg1;Tgfbr2;Smad6;Cilp;Acvr2a;Bmp7;Lgals9;Zmiz1;Bmp10;Parp1;Nup93;Pparg;Sptbn1;Tgfbr1;Ski;Gdf2
