ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
BP	GO:0009062	fatty acid catabolic process	104	-0.549713244276392	-2.47325371311091	1e-10	3.81142857142857e-08	3.11679197994988e-08	4584	tags=58%, list=22%, signal=45%	Abcb11/Cnr1/Echdc1/Crat/Etfbkmt/Echs1/Sesn2/Mlycd/Hadh/Acot2/Acadvl/Eci1/Pck1/Acoxl/Nudt19/Cyp4f15/Acad10/Acaa2/Ces1f/Acot8/Ilvbl/Acat1/Adtrp/Lonp2/Irs1/Etfa/Fabp1/Acox2/Irs2/Acot7/Decr1/Etfdh/Pex5/Hadha/Pex13/Obp2a/Ces1d/Acaa1a/Hsd17b4/Acadm/Scp2/Crot/Acad11/Nudt7/Eci2/Acadl/Hao1/Lpin2/Decr2/Ehhadh/Acox1/Auh/Hadhb/Phyh/Cpt2/Acaa1b/Cpt1a/Abcd3/Slc27a2/Adipoq
BP	GO:0006631	fatty acid metabolic process	410	-0.441883707299179	-2.43684949471202	1e-10	3.81142857142857e-08	3.11679197994988e-08	4374	tags=43%, list=21%, signal=34%	Ptges3/Cyp1a1/Cyp2g1/Echdc1/C1qtnf9/Mgll/Ceacam1/Acsl3/Crat/Etfbkmt/Nfe2l1/Ech1/Echs1/Ptgis/Acly/Sesn2/Mlycd/Hadh/Acot2/Acadvl/Eci1/Pck1/Acoxl/Qki/Ppargc1a/Cyp2c29/Fads3/Acsf3/Cyp2c55/Ces2e/Nudt19/Fads1/Cyp4f15/Mid1ip1/Fabp2/Daglb/Acad10/Acaa2/Eif6/Ces1f/Il1b/Cyp1b1/Erlin2/Pla2g5/Cav1/Pparg/Dgat2/Acsm3/Kat2b/Prkag1/Gstp2/Adipor2/Comt/Acot8/Cyp2j5/Cyp2c40/Cyp2c68/Ilvbl/Wdtc1/Acat1/Adtrp/Rgn/Bmncr/Lonp2/Irs1/Trib3/Etfa/Cyp2j6/Fabp1/Adh5/Sirt1/Pdk4/Ptges/Fmo2/Acox2/Lipg/Fads6/Cyp4a31/Pdk2/Pdk1/Por/Ces2g/Cyp2c23/Ltc4s/Ptges3-ps/Irs2/Ces1e/Acot7/Slc27a5/Decr1/Etfdh/Sco1/Cyp2u1/Hsd17b12/Pex5/Hadha/Aldh3a2/Lipa/Acsl4/Pex13/Ces1a/Obp2a/Cyp2d11/Acsm2/Ptgr2/Dld/Ces1d/Acaa1a/Hacd3/Akr1c14/Ppara/Cyp2d10/Plaa/Akr1c6/Hsd17b4/Acadm/Lypla1/Scp2/Cyp2c38/Crot/Cyp2c50/Acad11/Ces2c/Acsf2/Elovl5/Nudt7/Acot1/Mmut/Hpgd/Cyp2e1/Eci2/Acadl/Prkag3/Cyp2c54/Cyp4v3/Ephx1/Hao1/Lpin2/Decr2/Elovl2/Acadsb/Adh4/Prkaa2/Ehhadh/Acox1/Auh/Acsl6/Cyp4a10/Hadhb/Ephx2/Phyh/Acsm5/Lipc/Elovl3/Cpt2/Oxsm/Acaa1b/Cyp4a14/Cpt1a/Insig2/Pnpla8/Acbd5/Ces2a/Abcd3/Acot12/Acsl1/Slc27a2/Cyp2c67/Cyp1a2/Cyp4a12b/Them4/Cyp2d9/Cyp4a12a/Cyp4a32/Adipoq
BP	GO:0033559	unsaturated fatty acid metabolic process	114	-0.521827499959603	-2.41899885222699	1e-10	3.81142857142857e-08	3.11679197994988e-08	3605	tags=41%, list=17%, signal=34%	Cyp2c29/Cyp2c55/Ces2e/Fads1/Cyp4f15/Daglb/Il1b/Cyp1b1/Gstp2/Comt/Cyp2j5/Cyp2c40/Cyp2c68/Cyp2j6/Sirt1/Ptges/Cyp4a31/Ces2g/Cyp2c23/Ptges3-ps/Sco1/Cyp2u1/Cyp2d11/Ptgr2/Akr1c14/Cyp2d10/Plaa/Akr1c6/Cyp2c38/Cyp2c50/Ces2c/Hpgd/Cyp2e1/Cyp2c54/Ephx1/Decr2/Acox1/Cyp4a10/Ephx2/Cyp4a14/Pnpla8/Ces2a/Cyp2c67/Cyp4a12b/Cyp2d9/Cyp4a12a/Cyp4a32
BP	GO:0016054	organic acid catabolic process	229	-0.439940999565058	-2.27480379408138	1e-10	3.81142857142857e-08	3.11679197994988e-08	4467	tags=44%, list=21%, signal=35%	Cnr1/Hibadh/Arsb/Echdc1/Crat/Hmgcll1/Got2/Etfbkmt/Otc/Cdo1/Echs1/Sesn2/Mlycd/Hadh/Acot2/Acadvl/Hoga1/Eci1/Pck1/Acoxl/Acmsd/Acsf3/Nudt19/Blmh/Cyp4f15/Acad10/Aasdhppt/Acaa2/Ces1f/Aldh4a1/Hibch/Amt/Aldh5a1/Slc16a1/Pah/Ddah1/Acot8/Ilvbl/Acat1/Adtrp/Lonp2/Irs1/Etfa/Fabp1/Mccc2/Oat/Dbt/Acox2/Kmo/Nos1/Irs2/Tdo2/Acot7/Decr1/Etfdh/Abat/Pex5/Hadha/Pex13/Aass/Obp2a/Ahcyl/Dld/Ces1d/Acaa1a/Nos2/Ids/Pon1/Hsd17b4/Acadm/Scp2/Sult2a8/Crot/Acad11/Adhfe1/Aldh6a1/Nudt7/Acad8/Eci2/Acadl/Kynu/Pon3/Sord/Hao1/Lpin2/Decr2/Acadsb/Ehhadh/Acox1/Auh/Hadhb/Phyh/Cpt2/Acaa1b/Ppm1k/Cyp26a1/Cpt1a/Csad/Abcd3/Slc27a2/Adipoq
BP	GO:0030595	leukocyte chemotaxis	208	0.486481783669115	2.27353395435845	1e-10	3.81142857142857e-08	3.11679197994988e-08	4378	tags=41%, list=21%, signal=33%	Prex1/Syk/Slamf9/Coro1a/Ffar2/Cxcl13/Il23a/Aif1/Cxcl1/Gpsm3/Trpm2/Rac2/Fpr2/Vav3/Il34/Spi1/Vegfc/Nckap1l/Cmklr1/Csf3r/Lgals3/Myo9b/Ptk2/Gas6/Stap1/Cxcl16/Cxcl2/Fcer1g/Ppbp/Pf4/Csf1r/Ccl7/Vav1/Rin3/Cxcl11/Nup85/Sell/Dapk2/Pdgfb/Csf1/Lbp/C5ar2/Cnr2/Adam17/Mst1/Padi2/Zfp580/Pgf/Ano6/Hc/Ptpro/Flt1/Plec/Pikfyve/Arhgef5/Ccl21b/Cxcl5/C3ar1/Il12a/Gpr183/Xcl1/Ptprj/Ccl8/Adam8/Stk39/Lyn/Ccl12/Itgam/Ctsg/S100a8/Itgb2/Mapk3/Thbs1/Il17rc/Gpr18/Ccl21a/Mdk/Ripor2/Slamf8/Ifng/S100a9/Il16/Pla2g7/Hsd3b7/Lyst/Vegfa
BP	GO:0042113	B cell activation	257	0.456568822038944	2.2014705059416	1e-10	3.81142857142857e-08	3.11679197994988e-08	4420	tags=42%, list=21%, signal=33%	Pou2f2/Syk/Dock10/Ptprc/Kmt5c/Bax/Cd79b/Btla/Pms2/Themis2/Fcrl1/Ptpn6/Tcirg1/Il10/Vav3/Tcf3/Pou2af1/Spi1/Nckap1l/Ercc1/Mzb1/Icosl/Siglecg/Tnfrsf13c/Ikzf1/Cd22/Sash3/Ms4a1/Mmp14/Prkdc/Hmces/Jak3/Pkn1/Pik3cd/Bank1/Lat2/Txlna/Prkcb/Cd79a/Ikzf3/Tnfrsf4/Onecut1/Bcl11a/Cd19/Lax1/Sh3kbp1/Bcl2/Mfng/Nfam1/Shb/Syvn1/Spib/Cd27/Adam17/Tbc1d10c/Lyl1/Parp3/Nfkbiz/Prkcd/Tyrobp/Inpp5d/Cr2/Abl1/Irf8/Pagr1a/Tbx21/Batf/Pou1f1/Notch2/Il7/Samsn1/Plcg2/Trp53bp1/Gpr183/Ptprj/Fzd9/Itfg2/Plcl2/Lyn/Myb/Cdkn1a/Ung/Laptm5/St3gal1/Lilrb4a/Shld2/Traf3ip2/Blnk/Tsc2/Stat6/Tnfrsf13b/Hdac9/Slamf8/Card11/Nsd2/Dclre1c/Gimap1/Ctps1/Cd38/Pfdn1/Ifng/Ticam1/Stat5a/Exo1/Cmtm7/Tgfb1/Cd40lg
BP	GO:0097529	myeloid leukocyte migration	218	0.455627810825319	2.14933868413752	1e-10	3.81142857142857e-08	3.11679197994988e-08	5297	tags=44%, list=25%, signal=33%	Prex1/Syk/Cxcl13/Il23a/Aif1/Cxcl1/Prtn3/Rac2/Fpr2/Myo1f/Vav3/Il34/Spi1/Vegfc/Nckap1l/Cmklr1/Csf3r/Lgals3/Myo9b/Ptk2/Stap1/Cxcl2/Mmp14/Fcer1g/Ppbp/Pf4/Csf1r/Ccl7/Vav1/Rin3/Cxcl11/Nup85/Sell/Dapk2/Pdgfb/Csf1/Lbp/C5ar2/Mst1/Pecam1/Pgf/Ptger4/Abr/Ano6/Hc/Ptpro/Bcr/Cnn2/Flt1/Trem2/Pikfyve/Arhgef5/Ccl21b/Cxcl5/C3ar1/Rac3/Sirpa/Xcl1/Ptprj/Ccl8/Adam8/Lyn/Ccl12/Itgam/Ctsg/S100a8/Itgb2/Fut4/Mapk3/Thbs1/Il17rc/Kitl/Ccl21a/Mdk/Ripor2/Slamf8/Ifng/Ror2/S100a9/Cd200r1/Pla2g7/Wdr1/Lyst/Vegfa/Fut7/B4galt1/Irak4/Spp1/Cd177/Cklf/Itga9/Pik3r1/Zpld2/Ccn3/Il4/Ager
MF	GO:0003729	mRNA binding	318	-0.38962766074049	-2.09477540247054	1e-10	3.81142857142857e-08	3.11679197994988e-08	5217	tags=42%, list=25%, signal=32%	Rbmx/Dazap1/Msi2/Hnrnpm/Myh10/Calr/Hnrnpa1/Carhsp1/Alyref/Ppp1r8/Mrpl13/Zc3h12a/Aco1/Srsf4/Secisbp2l/Nsrp1/Atxn2/Eef1a1/Larp6/Dhfr/Ncbp3/Ybx1/Rps26/Ssb/Peg10/Alyref2/Slbp/TrnS1/Eefsec/Rbm47/Pcbp1/Hdlbp/Rbm15/Khdrbs3/Pcbp2/Lsm14a/Taf15/Qki/Ncbp2/Srbd1/Cstf2t/Msi1/Rps3/Ddx21/Nxf2/Zfp36l1/Mettl14/Upf3a/Eif4e/Ddx19b/Eif4a3/Eif2a/Mbd2/Cnbp/Lsm14b/Hnrnpa2b1/Caprin1/Lsm1/Rbm15b/Gnl3/Nkap/Apobec1/C1qbp/Exosc8/Cstf2/Tsn/Zc3h12c/Ago2/Rbpms/Hnrnpd/Ddx6/Cryz/Syncrip/Eif4g1/Chtop/Eif4a3l1/Nxf7/Fus/Pum3/Khnyn/Mex3d/Hnrnpk/Pabpc1/Larp7/Hsp90aa1/Purb/Rsl1d1/Pum1/Hnrnpa0/Khdrbs1/Serbp1/Dazl/Rps7/Strap/Rbpms2/Stau1/Zc3h12b/Copa/Zc3h12d/Ncl/Snip1/Eif3a/Celf1/Cdc40/Ilf3/Ddx59/Aqr/Hnrnpu/Dhx9/A1cf/Eif4g2/Larp4/Srsf1/Cpeb4/Hnrnpc/Cpeb3/Eif2s2/Ptbp1/Etf1/Lrpprc/Auh/Paip2/Fech/Pum2/Srsf3/Ptbp3/Ddx3x/Cirbp/Cpeb2/Hnrnpl/Ireb2/Cpeb1/Rbm24
BP	GO:0050900	leukocyte migration	349	0.418474288501196	2.07199988127529	1e-10	3.81142857142857e-08	3.11679197994988e-08	4448	tags=36%, list=21%, signal=29%	Hoxa7/Prex1/Syk/Slamf9/Coro1a/Ffar2/Cxcl13/Thy1/Il23a/Aif1/Cxcl1/Gpsm3/Prtn3/Trpm2/Rac2/Fpr2/Myo1f/Vav3/Il34/Itgal/Spi1/Vegfc/Nckap1l/Cmklr1/Csf3r/Lgals3/Myo9b/Ptk2/Gas6/Stap1/Cxcl16/Cxcl2/Msn/Mmp14/Fcer1g/Ppbp/Itga7/Pf4/Csf1r/Ccl7/Vav1/Rin3/Cxcl11/Nup85/Sell/Ripk3/Dapk2/Pdgfb/Csf1/Lbp/Akt1/C5ar2/Itga6/Cnr2/Adam17/Mst1/Padi2/Pecam1/Zfp580/Pgf/Ptger4/Icam1/Abl1/Abr/Ano6/Spns2/Hc/Tbx21/Ptpro/Ptpn22/Bcr/Cnn2/Itgb7/Flt1/Trem2/St3gal4/Plec/Pikfyve/Arhgef5/Ccl21b/Cxcl5/C3ar1/Rac3/Sirpa/Il12a/Gpr183/Xcl1/Ptprj/Itga4/Ccl8/Adam8/Stk39/Lyn/Ccl12/Itgam/Ctsg/S100a8/Itgb2/Myo1g/Asb2/Fut4/Mapk3/Thbs1/Il17rc/Kitl/Gpr18/Ccl21a/Mdk/Podxl/Ripor2/Gcsam/Slamf8/Itga3/Ifng/Ror2/S100a9/Il16/Cd200r1/Pla2g7/Itga2b/Hsd3b7/Wdr1/Tgfb1/Lyst/Vegfa/Adora1/Jam2
BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	280	0.423987950108825	2.05977168101408	1e-10	3.81142857142857e-08	3.11679197994988e-08	5728	tags=44%, list=28%, signal=33%	Syk/Ptprc/Rnf31/Fyb1/Ffar2/Thy1/Bax/Cd79b/Btla/Fcrl5/Themis2/Ptpn6/Fpr2/Tlr1/Vav3/Ifi35/Bcl2a1d/Nckap1l/Cmklr1/Icosl/Cd14/Lgals3/Cyba/Clec12b/Cd22/Stap1/Ms4a1/Fcer1g/Oas1g/Nr1h3/Acod1/Oas1b/Lat2/Prkcb/Cd79a/Tlr6/Cd19/Lax1/Bcl2/Rbck1/Lbp/C5ar2/Cd160/Nfam1/Shb/Plcg1/Nfkbiz/Tyrobp/Abl1/Lcp2/Klhl6/Btnl12/Pram1/Nfkb1/Ptpn22/Blk/Cacnb3/Fyb2/Trem2/Cacnb4/Cmtm3/C3ar1/Skint3/Klrc1/Plcg2/Fpr1/Itk/Ptprj/Oas1a/Irf3/Plcl2/Tespa1/Themis/Lyn/Itgam/Rela/Myo1g/Rab29/Prkch/Laptm5/Lime1/Lilrb4a/Hras/Blnk/Gcsam/Card11/Dgkz/Prkd2/H2-Q4/Cd38/Ifng/Ticam1/Zfp683/Btnl2/Bcl10/Tnip3/Txk/Skap1/Carmil2/Scimp/Ly96/Lck/Lpxn/Tnip2/Ripk2/Dab2ip/Nfatc2/Wnk1/Usp12/Pik3r1/Csk/Rftn1/Tlr2/Map3k7/Klrd1/Stk11/Nfkbid/Klrc3/Btnl9/Ctla4/Foxp3/Malt1/Plekha1/Pvrig
