"symbol"	"baseMean"	"FoldChange"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"description"
"0610005C13Rik"	6853.10007215664	1.00000428263699	6.17852591146959e-06	0.00144262812827161	0.397327493806195	1	"RIKEN cDNA 0610005C13 gene"
"0610009E02Rik"	89.7065105050646	1.0000001065007	1.53648026743163e-07	0.00144269086453995	0.938967300802433	1	"RIKEN cDNA 0610009E02 gene"
"0610009L18Rik"	36.9340042414072	1.00000037978401	5.4791240101639e-07	0.00144269173430138	0.719644314819157	1	"RIKEN cDNA 0610009L18 gene"
"0610010K14Rik"	702.840055946244	1.00000469192324	6.76899850766865e-06	0.00144265185386914	0.265724053857729	1	"RIKEN cDNA 0610010K14 gene"
"0610025J13Rik"	3.53570497851549	1.0000000860429	1.24133664630045e-07	0.00144269474175538	0.839082560423353	1	"RIKEN cDNA 0610025J13 gene"
"0610030E20Rik"	1530.22254870433	0.999999397794911	-8.68798556616608e-07	0.0014426370900375	0.889258726148319	1	"RIKEN cDNA 0610030E20 gene"
"0610031O16Rik"	5559.43193264053	0.999999946384423	-7.73509288891852e-08	0.00144266900037219	0.988271840090361	1	"RIKEN cDNA 0610031O16 gene"
"0610038B21Rik"	1.48724996511745	0.999999895511732	-1.50744713695313e-07	0.00144269503868827	0.360383620821452	1	"RIKEN cDNA 0610038B21 gene"
"0610039H22Rik"	1.87243457128231	1.00000015481799	2.23355122751694e-07	0.00144269492241217	0.717697618291991	1	"RIKEN cDNA 0610039H22 gene"
"0610039K10Rik"	5.90300886678951	0.999999620056068	-5.48143329989257e-07	0.00144269428053897	0.475510577028307	1	"RIKEN cDNA 0610039K10 gene"
"0610040B10Rik"	99.9959986777909	0.999998980800809	-1.47039436782635e-06	0.0014426871356757	0.545421390934207	1	"RIKEN cDNA 0610040B10 gene"
"0610040F04Rik"	32.2031057254264	1.00000006411569	9.24993923200602e-08	0.00144269248797966	0.947528624209162	1	"RIKEN cDNA 0610040F04 gene"
"0610040J01Rik"	1437.52373381498	0.999997973757893	-2.92325240088996e-06	0.00144264777986567	0.621337434795648	1	"RIKEN cDNA 0610040J01 gene"
"0610042G04Rik"	56.2547701925414	0.999999773029148	-3.27449759103024e-07	0.00144269110975257	0.809705518395928	1	"RIKEN cDNA 0610042G04 gene"
