"symbol"	"baseMean"	"FoldChange"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"description"
"0610005C13Rik"	6908.32316685011	1.07859853070933	0.109157973691492	0.160974559722078	0.483995961862904	0.582223647476791	"RIKEN cDNA 0610005C13 gene"
"1700018A23Rik"	32.2510242342948	0.963965390725226	-0.0529467446203047	0.431310800698677	0.845341039492209	0.896657502414164	"RIKEN cDNA 1700018A23 gene"
"1700018L02Rik"	94.4907033699268	0.744404976699595	-0.425840394358882	0.501134748279815	0.188766192129823	0.271720854850758	"RIKEN cDNA 1700018L02 gene"
"1700066M21Rik"	1249.23869368071	2.10789931209044	1.07580595548694	0.218618241337559	2.34979397795328e-07	1.58841465470469e-06	"RIKEN cDNA 1700066M21 gene"
"1700086O06Rik"	147.976670941024	1.3307740861694	0.412265678367613	0.333576644966559	0.140165552183692	0.213342490575399	"RIKEN cDNA 1700086O06 gene"
"2300009A05Rik"	367.927173482305	1.21849212804215	0.285096930690929	0.251310710864128	0.210937216561423	0.297730216620473	"RIKEN cDNA 2300009A05 gene"
"2310061I04Rik"	1122.59306189297	1.14788518306853	0.198978344015604	0.182998038623588	0.26814415259078	0.363232599629357	"RIKEN cDNA 2310061I04 gene"
"2610203C22Rik"	45.4142637973642	2.0947051414131	1.06674717902749	0.520619706903095	0.00710544267378019	0.0165793662388204	"RIKEN cDNA 2610203C22 gene"
"3110009E18Rik"	47.2742006345	0.85105816999654	-0.232670351110739	0.397688651563977	0.431986174582539	0.53426810291419	"RIKEN cDNA 3110009E18 gene"
"4930506C21Rik"	22.281852101796	1.20017991501996	0.263250691709646	0.489225630362582	0.401465856046468	0.5037501505806	"RIKEN cDNA 4930506C21 gene"
"4930556N13Rik"	5.38428708975927	0.872476604402185	-0.196811649141559	0.619223313013454	0.197593062979719	0.281779559306135	"RIKEN cDNA 4930556N13 gene"
"4932702P03Rik"	12.3500654807453	0.986887273515414	-0.0190427915917874	0.512405105547236	0.940087999022822	0.963136218909711	"RIKEN cDNA 4932702P03 gene"
"6230400D17Rik"	13.0770400925897	7.04201715172522	2.81598874107193	1.08142834717697	0.000504203591504357	0.00155547371965214	"RIKEN cDNA 6230400D17 gene"
"9330162012Rik"	152.929134117667	0.97260908650066	-0.0400680250173052	0.289009773401147	0.844948468410785	0.896657502414164	"cDNA RIKEN 9330162012 gene"
"9430091E24Rik"	120.628488847645	2.9117396589733	1.54188136875822	0.564441216996693	0.000671950048046693	0.00201438938316606	"RIKEN cDNA 9430091E24 gene"
"9630015K15Rik"	44.3539959507087	0.540975758601947	-0.886364147283185	0.527706032957883	0.0195093003885235	0.0395056170863053	"RIKEN cDNA 9630015K15 gene"
"A230108P19Rik"	15.1409653029357	1.13785064422954	0.186311200025416	0.536642508340809	0.487400533007485	0.585406574857501	"RIKEN cDNA A230108P19 gene"
"A430057M04Rik"	3.07356494440376	0.931816314520817	-0.101882505080366	0.579671899166159	0.532609563558854	0.630986759577028	"RIKEN cDNA A430057M04 gene"
"AA467197"	3.67654476803945	0.997757472048692	-0.00323891699423388	0.581921727884299	0.966291097337089	0.981272748858223	"expressed sequence AA467197"
"AW495222"	19.6811530398572	3.94324771718261	1.97938434425888	1.25843076913789	0.00517303090694851	0.0127390931557728	"expressed sequence AW495222"
"Aadat"	2324.25515831149	1.06032009705952	0.0844998617009607	0.225073134747063	0.718038592220733	0.800465011052863	"aminoadipate aminotransferase"
"Aamp"	5658.69003582816	0.551513099202342	-0.858532942652158	0.189384829729989	1.79910053329169e-06	9.74353516530617e-06	"angio-associated migratory protein"
"Aars2"	749.199861123039	1.41633432437779	0.502161852420106	0.222037809028803	0.0153379584096977	0.0322424461081908	"alanyl-tRNA synthetase 2, mitochondrial"
"Aass"	10173.904661938	1.94375200507185	0.958844163451972	0.238154323823317	1.61253862398071e-05	6.99273824675913e-05	"aminoadipate-semialdehyde synthase"
"Abat"	5936.22448587955	1.23296383764863	0.302130486675004	0.289936970847656	0.233754539899934	0.322670180702711	"4-aminobutyrate aminotransferase"
"Abca9"	234.556276760747	1.14811160997758	0.19926289578924	0.369903781063485	0.487768059834132	0.585406574857501	"ATP-binding cassette, sub-family A member 9"
"Abcb10"	1107.73199198702	1.56681729662356	0.647836959885404	0.206346796098125	0.000825908104861493	0.00240788007738689	"ATP-binding cassette, sub-family B member 10"
"Abcb6"	1628.46927119326	1.77555029262581	0.82826622540774	0.201561875460253	1.43150214111964e-05	6.286756218484e-05	"ATP-binding cassette, sub-family B member 6"
"Abcb7"	1693.67685723883	2.06664783673919	1.04729256995574	0.1612283305603	2.13395156204968e-11	4.59799875635393e-10	"ATP-binding cassette, sub-family B member 7"
