representative	grouped_terms	genes
ribosomal subunit	ribosomal subunit;organellar ribosome;mitochondrial ribosome;ribosome;ribonucleoprotein complex	Mrpl20;Mrpl39;Mrpl55;Mrpl57;Mrps18b;Mrps18a;Mrps24;Mrps35;Mrps18c;Mrps14;Mrps33;Mrpl14;Mrpl22;Mrpl37;Mrps26;Mrpl49;Gadd45gip1;Mrps10;Mrpl21;Mrpl19;Mrps27;Mrpl23;Mrps23;Mrpl34;Mrpl52;Mrpl40;Mrpl51;Mrps12;Mrpl15;Mrps30;Mrpl43;Mrpl24;Mrps21;Mrpl4;Mrpl30;Mrpl42;Mrpl27;Mrpl54;Mrpl35;Mterf4;Mrpl46;Aurkaip1;Mrps11;Mrpl58;Mrpl45;Mrpl17;Mrpl13;Mrpl48;Mrps15;Mrps25;Mrpl36;Rpl18;Mrpl2;Mrpl10;Mrps16;Mrps34;Mrpl28;Mrps7;Mrpl16;Mrpl12;Mrpl38;Mrpl11;Ndufa7;Slirp;Snd1;Phax;Hsd17b10;Bud31
structural constituent of ribosome	structural constituent of ribosome;structural molecule activity	Mrpl20;Mrpl39;Mrpl55;Mrpl57;Mrps18b;Mrps18a;Mrps24;Mrps35;Mrps18c;Mrps14;Mrpl14;Mrpl22;Mrpl37;Mrpl49;Mrps10;Mrpl21;Mrpl19;Mrpl23;Mrps23;Mrpl34;Mrpl52;Mrpl51;Mrps12;Mrpl15;Mrps30;Mrpl43;Mrpl24;Mrps21;Mrpl4;Mrpl30;Mrpl27;Ndufa7;Mrpl54;Mrpl35;Mrpl46;Mrps11;Mrpl17;Mrpl13;Mrps15;Mrps25;Mrpl36;Rpl18;Mrpl2;Mrpl10;Mrps16;Mrps34;Mrpl28;Mrps7;Mrpl16;Mrpl12;Mrpl11
mitochondrial respirasome	mitochondrial respirasome;respiratory chain complex;respirasome	Cyc1;Ndufa3;Uqcrq;Cox5b;Cox7a2;Cox5a;Uqcr11;Ndufb3;Ndufb11;Ndufs4;Ndufs5;Ndufb2;Ndufb5;Cox7a2l;Ndufs8;Ndufv3;Ndufb7;Uqcrh;Ndufs7;Sdhc;Ndufa12;Ndufb8;Ndufb9;Ndufa7;Ndufv2;Uqcr10;Uqcrc1;Ndufs2;Ndufa11;Ndufa2;Cox4i1;Cox6b1;Ndufa10;Cox6a1;Cox8a;Ndufv1;Ndufa8;Ndufs6;Ndufb10;Ndufa9;Ndufs3;Higd1a
organelle inner membrane	organelle inner membrane;mitochondrial inner membrane	Sdha;Mrps18a;Pcx;Tomm40;Ndufc1;Cox8b;Dnajc15;Atp5f1e;Mrps24;Slc25a10;Mrps35;Timm44;Atp5pb;Dmac1;Letm1;Chchd10;Atp5f1b;Mrps18c;Hadh;Timm10;Trap1;Mrps14;Mrps33;Timm8b;Mrpl14;Atp5f1c;Sod2;Tomm22;Smim20;Ndufaf3;Mrpl22;Sqor;Sdhb;Slc25a23;Mrpl37;Mrps26;Timm22;Mrpl49;Pmpca;Gadd45gip1;Acad9;Vdac1;Mtch2;Mrps10;Mrpl21;Mrpl19;Cyc1;Ndufa3;Mrps27;Mrpl23;Mrps23;Uqcrq;Micos13;Cox5b;Cox7a2;Mrpl34;Romo1;Cox5a;Parl;Hspd1;Maob;Cyb5b;Uqcr11;Mrpl52;Slc25a11;Ndufb3;Atp5mc3;Dhrs1;Atp5f1a;Samm50;Ndufb11;Ndufs4;Higd1a;Ndufs5;Ndufb2;Ndufb5;Got2;Mrpl40;Mrpl51;Timm10b;Mrps12;Phb1;Cox7a2l;Uqcc2;Mrpl15;Mrps30;Ndufs8;Timm50;Mrpl43;Mrpl24;Mrps21;Higd2a;Ndufv3;Ndufb7;Mrpl4;Bcs1l;Uqcrh;Ifi27;Ndufs7;Sdhc;Oxa1l;Mrpl30;Ndufa12;Vdac3;Mrpl42;Atp5me;Ndufb8;Ndufb9;Stoml2;Mrpl27;Alas2;Ndufa7;Cyb5r3;Mrpl54;Mrpl35;Nipsnap1;Ndufv2;Mrpl46;Aurkaip1;Gcat;Mrps11;Uqcr10;Acaa2;Uqcrc1;Pink1;Ndufs2;Ndufa11;Atp5mf;Ndufa2;Mrpl58;Mrpl45;Micu1;Atp5po;Gstk1;Mrpl17;Mrpl13;Cox4i1;Mdh2;Mrpl48;Cox6b1;Afg3l1;Ndufa10;Mrps15;Dnajc30;Hsd17b10;Cox6a1;Timm17b;Mrps25;Mrpl36;Tufm;Mpst;Timm13;Mrpl2;Cox8a;Ndufv1;Phb2;Mrpl10;Shmt2;Mrps16;Ndufa8;Mrps34;Mrpl28;Coa3;Endog;Mtx1;Mrps7;Acadvl;Mrpl16;Mrpl12;Slc25a1;Mrpl38;Ndufs6;Ucp2;Atp5mc1;Ndufb10;Smdt1;Ndufa9;Ldhd;Mrpl11;Ndufs3;Atp5f1d;Slc25a39;Tst
oxidative phosphorylation	oxidative phosphorylation;cellular respiration;aerobic respiration;generation of precursor metabolites and energy;energy derivation by oxidation of organic compounds	Sdha;Ndufc1;Cox8b;Dnajc15;Atp5f1e;Afg1l;Atp5pb;Chchd10;Atp5f1b;Atp5f1c;Sdhb;Slc25a23;Gadd45gip1;Mtch2;Cyc1;Ndufa3;Uqcrq;Cox5b;Cox7a2;Cox5a;Uqcr11;Ndufb3;Atp5f1a;Ndufb11;Ndufs4;Ndufs5;Ndufb2;Ndufb5;Cox7a2l;Uqcc2;Ndufs8;Ndufv3;Ndufb7;Uqcrh;Ndufaf1;Ndufs7;Sdhc;Ndufa12;Atp5me;Ndufb8;Ndufb9;Stoml2;Ndufa7;Ndufv2;Uqcr10;Uqcrc1;Pink1;Ndufs2;Ndufa11;Atp5mf;Ndufa2;Chchd2;Atp5po;Cox4i1;Ndufa10;Dnajc30;Cox6a1;Cox8a;Ndufv1;Shmt2;Ndufa8;Park7;Ndufs6;Ndufb10;Ndufa9;Ndufs3;Atp5f1d;Idh2;Trap1;Bloc1s1;Sod2;Suclg2;Chchd5;Ogdh;Oxa1l;Prkaca;Mdh2;Ide;Prelid1;Etfb;Aldh1l1;Phb2;Ucp2
inner mitochondrial membrane protein complex	inner mitochondrial membrane protein complex;membrane protein complex	Sdha;Ndufc1;Cox8b;Dnajc15;Atp5f1e;Atp5pb;Dmac1;Chchd10;Atp5f1b;Timm10;Atp5f1c;Sdhb;Timm22;Cyc1;Ndufa3;Uqcrq;Micos13;Cox5b;Cox7a2;Romo1;Cox5a;Uqcr11;Ndufb3;Atp5mc3;Atp5f1a;Ndufb11;Ndufs4;Ndufs5;Ndufb2;Ndufb5;Timm10b;Phb1;Cox7a2l;Ndufs8;Timm50;Ndufv3;Ndufb7;Uqcrh;Ndufs7;Sdhc;Ndufa12;Atp5me;Ndufb8;Ndufb9;Ndufa7;Ndufv2;Uqcr10;Uqcrc1;Ndufs2;Ndufa11;Atp5mf;Ndufa2;Micu1;Atp5po;Cox4i1;Cox6b1;Afg3l1;Ndufa10;Cox6a1;Timm17b;Cox8a;Ndufv1;Phb2;Ndufa8;Ndufs6;Atp5mc1;Ndufb10;Smdt1;Ndufa9;Ndufs3;Atp5f1d;Tomm40;Snap29;Tomm22;Diablo;Vdac1;Hspd1;Samm50;Vdac3;Mtx1;Bak1;Tomm6
proton motive force-driven mitochondrial ATP synthesis	proton motive force-driven mitochondrial ATP synthesis;proton motive force-driven ATP synthesis;nucleoside triphosphate biosynthetic process;ATP metabolic process;purine nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;ATP biosynthetic process;nucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process;ribonucleoside triphosphate metabolic process;purine ribonucleoside triphosphate metabolic process;carbohydrate derivative biosynthetic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process	Sdha;Ndufc1;Atp5f1e;Atp5pb;Atp5f1b;Atp5f1c;Sdhb;Ndufa3;Ndufb3;Atp5f1a;Ndufb11;Ndufs4;Ndufs5;Ndufb2;Ndufb5;Ndufs8;Ndufv3;Ndufb7;Ndufs7;Sdhc;Ndufa12;Atp5me;Ndufb8;Ndufb9;Stoml2;Ndufa7;Ndufv2;Ndufs2;Ndufa11;Atp5mf;Ndufa2;Atp5po;Ndufa10;Dnajc30;Ndufv1;Ndufa8;Ndufs6;Ndufb10;Ndufa9;Ndufs3;Atp5f1d;Atp5mc3;Atp5mc1;Ak3;Ldhd;Bad;Mtch2;Atp5if1;Tspo;Ogdh;Prkaca;Ucp2;Fis1;Guk1;Mlycd;Pcx;Slc25a10;Vdac1;Pdk2;Acot7;Mdh2;Coasy;Dcxr;Idh2
large ribosomal subunit	large ribosomal subunit;organellar large ribosomal subunit;mitochondrial large ribosomal subunit	Mrpl14;Mrpl22;Mrpl37;Mrpl49;Gadd45gip1;Mrpl21;Mrpl19;Mrpl23;Mrpl34;Mrpl52;Mrpl40;Mrpl51;Mrpl15;Mrps30;Mrpl43;Mrpl24;Mrpl4;Mrpl30;Mrpl42;Mrpl27;Mrpl54;Mrpl35;Mterf4;Mrpl46;Mrpl58;Mrpl45;Mrpl17;Mrpl13;Mrpl48;Mrpl36;Rpl18;Mrpl2;Mrpl10;Mrpl28;Mrpl16;Mrpl12;Mrpl38;Mrpl11
transporter complex	transporter complex;transmembrane transporter complex	Cyc1;Ndufa3;Uqcrq;Uqcr11;Ndufb3;Atp5mc3;Ndufb11;Ndufs4;Ndufs5;Ndufb2;Ndufb5;Timm10b;Ndufs8;Ndufv3;Ndufb7;Uqcrh;Ndufs7;Ndufa12;Ndufb8;Ndufb9;Ndufa7;Ndufv2;Uqcr10;Uqcrc1;Ndufs2;Ndufa11;Ndufa2;Micu1;Ndufa10;Timm13;Ndufv1;Ndufa8;Ndufs6;Atp5mc1;Ndufb10;Smdt1;Ndufa9;Ndufs3
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I	Ndufa3;Ndufb3;Ndufb11;Ndufs4;Ndufs5;Ndufb2;Ndufb5;Ndufs8;Ndufv3;Ndufb7;Ndufs7;Ndufa12;Ndufb8;Ndufb9;Ndufa7;Ndufv2;Ndufs2;Ndufa11;Ndufa2;Ndufa10;Ndufv1;Ndufa8;Ndufs6;Ndufb10;Ndufa9;Ndufs3
