representative	grouped_terms	genes
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis;ATP biosynthetic process;purine nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process;ATP metabolic process;nucleoside triphosphate metabolic process;ribonucleoside triphosphate metabolic process;purine ribonucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process;purine ribonucleotide biosynthetic process;ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;carbohydrate derivative biosynthetic process;nucleoside phosphate biosynthetic process;nucleotide biosynthetic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process;organophosphate biosynthetic process	Ndufb7;Ndufa12;Ndufc2;Sdha;Atp5f1e;Atp5f1b;Ndufs8;Sdhb;Ndufs2;Stoml2;Ndufb3;Ndufa11;Ndufa10;Ndufb11;Ndufv3;Atp5f1a;Ndufs4;Ndufv1;Ndufa1;Ndufa2;Ndufc1;Atp5me;Ndufs7;Ndufb2;Ndufb6;Atp5pb;Ndufs3;Ndufs5;Atp5f1c;Dnajc30;Atp5mc3;Sdhc;Ndufv2;Ndufb5;Atp5mc1;Ndufa8;Ndufb8;Ndufb9;Ndufa7;Ndufb10;Atp5mf;Atp5po;Ndufs6;Ndufa9;Atp5f1d;Ak3;Ldhd;Ndufa13;Mtch2;Ogdh;Atp5if1;Prkaca;Fis1;Ucp2;Tspo;Guk1;Acat1;Acot7;Vdac1;Mlycd;Pdk2;Mpc2;Coasy;Atp5pf;Dut;Pyurf;Mdh2;Dcxr;Ndufa3;Idh2;Flad1;Gars1;Kars1;Pnpo
mitochondrial respirasome	mitochondrial respirasome;respiratory chain complex;respirasome	Ndufb7;Cox6c;Ndufa12;Ndufc2;Sdha;Cox5b;Ndufs8;Cox7a2l;Sdhb;Ndufs2;Ndufb3;Ndufa11;Dmac1;Ndufa10;Ndufb11;Ndufv3;Ndufs4;Ndufv1;Ndufa1;Ndufa2;Ndufc1;Uqcr11;Ndufs7;Cox6a2;Ndufb2;Ndufb6;Cox5a;Ndufs3;Ndufa4;Ndufs5;Uqcrc1;Uqcr10;Cox6b1;Sdhc;Ndufv2;Ndufb5;Uqcrh;Ndufa8;Ndufb8;Ndufb9;Ndufa7;Cox4i1;Cox6a1;Cox7a2;Ndufb10;Cox8a;Ndufs6;Ndufa9
aerobic electron transport chain	aerobic electron transport chain;ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;electron transport chain;respiratory electron transport chain	Ndufc2;Sdha;Cox5b;Ndufs8;Cox7a2l;Sdhb;Ndufs2;Ndufa10;Ndufv1;Uqcr11;Ndufs7;Cox6a2;Ndufaf1;Ndufb6;Cox5a;Ndufs3;Dnajc15;Uqcrc1;Uqcr10;Sdhc;Ndufv2;Uqcrh;Ndufa8;Ndufb8;Ndufb9;Ndufa7;Cox4i1;Cox6a1;Pink1;Cox7a2;Cox8a;Park7;Ndufs6;Ndufa12;Coq7;Ndufv3;Chchd2;Fdx1;Sod2;Ndufb3;Ndufs4;Etfb
ribosomal subunit	ribosomal subunit;organellar ribosome;mitochondrial ribosome;ribosome;structural constituent of ribosome;structural molecule activity;ribonucleoprotein complex;mitochondrial translation;translation;peptide biosynthetic process	Mrps18b;Mrpl23;Mrps23;Mrpl38;Mrps18c;Mrps12;Mrpl14;Mrps18a;Mrpl22;Mrpl55;Mrps10;Mrpl21;Mrps11;Mrpl1;Mrps24;Mrpl43;Mrpl57;Mrps33;Mrpl50;Mrps21;Mrps35;Aurkaip1;Mrpl40;Mrpl42;Mrpl10;Mrpl51;Mrps15;Mrps14;Mrpl48;Mrpl46;Mrpl54;Mrpl2;Mterf4;Mrpl58;Mrpl20;Mrpl34;Mrpl30;Mrps30;Mrpl45;Mrpl28;Mrpl36;Mrps7;Mrps25;Rpl18;Mrpl12;Mrpl13;Mrpl27;Mrpl17;Mrps16;Mrpl49;Mrpl35;Mrpl11;Mrps34;Mrpl16;Ndufa7;Snd1;Phax;Slirp;Hsd17b10;Bud31;Malsu1;Rpusd3;C1qbp;Uqcc2;Gatc;Tsfm;Gatb;Gars1;Tufm;Coa3;Mtrfr;Pars2;Mrrf;Trap1;Mtres1;Fars2;Kars1;Pink1
oxidative phosphorylation	oxidative phosphorylation;aerobic respiration;cellular respiration;energy derivation by oxidation of organic compounds;generation of precursor metabolites and energy	Ndufb7;Uqcc2;Ndufa12;Chchd10;Ndufc2;Sdha;Atp5f1e;Cox5b;Atp5f1b;Ndufs8;Cox7a2l;Sdhb;Ndufs2;Coq7;Stoml2;Ndufb3;Ndufa11;Ndufa10;Ndufb11;Ndufv3;Atp5f1a;Ndufs4;Ndufv1;Ndufa1;Ndufa2;Ndufc1;Uqcr11;Atp5me;Ndufs7;Cox6a2;Ndufb2;Ndufaf1;Ndufb6;Atp5pb;Cox5a;Ndufs3;Dnajc15;Ndufs5;Uqcrc1;Atp5f1c;Uqcr10;Dnajc30;Sdhc;Ndufv2;Ndufb5;Uqcrh;Ndufa8;Ndufb8;Ndufb9;Ndufa7;Cox4i1;Cox6a1;Pink1;Cox7a2;Chchd2;Ndufb10;Atp5mf;Cox8a;Atp5po;Park7;Ndufs6;Ndufa9;Atp5f1d;Oxa1l;Suclg1;Ide;Mdh2;Trap1;Cisd1;Sod2;Prkaca;Prelid1;Etfb;Fdx1;Phb2;Ucp2;Ndufa4
organelle inner membrane	organelle inner membrane;mitochondrial inner membrane	Slc25a23;Pdk4;Sdhd;Uqcc3;Tmem70;Hadha;Chchd6;Atp5pd;Mrps18b;Mrpl23;Pmpca;Timm29;Mtfp1;Pisd;Mrps23;Slc25a11;Crls1;Vdac2;Cyc1;Mrpl38;Tmem14c;Ndufaf3;Eci1;Mrps18c;Samm50;Micos10;Slc25a15;Ndufa3;Mrps12;Mrpl14;Mrps18a;Cyb5b;Idh2;Uqcrc2;Mtarc2;Atp5pf;Phb1;Mrpl22;Acad9;Glud1;Timm10;Mrpl55;Uqcrq;Mrps10;Acat1;Mrpl21;Bcs1l;Higd1a;Ldhd;Bok;Ndufa13;Crat;Romo1;Mtch2;Vdac1;Mrps11;Mrpl1;Mrps24;Ifi27;Timm50;Trap1;Ndufb7;Uqcc2;Cox6c;Dhrs1;Ndufa12;Chchd10;Oxa1l;Alas2;Cpt2;Fdx1;Mrpl43;Ndufc2;Sod2;Hspd1;Sdha;Atp5f1e;Cox5b;Maob;Apool;Atp5f1b;Slc25a35;Ndufs8;Mrpl57;Cox7a2l;Hadh;Mrps33;Sdhb;Mrpl50;Mrps21;Mrps35;Aurkaip1;Ndufs2;Slc25a5;Coq7;Sqor;Stoml2;Ndufb3;Endog;Ndufa11;Dmac1;Mrpl40;Ghitm;Mrpl42;Ndufa10;Ndufb11;Ndufv3;Atp5f1a;Ndufs4;Timm8b;Slc25a1;Ndufv1;Mrpl10;Cyb5r3;Ndufa1;Mtx1;Ndufa2;Mrpl51;Mrps15;Mrps14;Ndufc1;Uqcr11;Mrpl48;Atp5me;Ndufs7;Grpel1;Mrpl46;Cox6a2;Mrpl54;Tmem242;Mrpl2;Timm22;Atp5mj;Ndufb2;Nipsnap1;Timm13;Tmem177;Micu1;Ndufb6;Mrpl58;Mpc2;Mrpl20;Atp5pb;Suclg1;Mrpl34;Phb2;Cox5a;Mrpl30;Ucp2;Ndufs3;Ndufa4;Dnajc15;Ndufs5;Tomm22;Vdac3;Mdh2;Mrps30;Uqcrc1;Mrpl45;Mrpl28;Mrpl36;Atp5f1c;Gstk1;Mrps7;Mrps25;Uqcr10;Dnajc30;Cox6b1;Atp5mc3;Sdhc;Ndufv2;Ndufb5;Mrpl12;Gcat;Uqcrh;Atp5mc1;Mrpl13;Got2;Micos13;Mrpl27;Mrpl17;Acadvl;Tufm;Hsd17b10;Mrps16;Ndufa8;Ndufb8;Ndufb9;Ndufa7;Cox4i1;Timm17b;Acaa2;Cox6a1;Mrpl49;Mrpl35;Coa3;Pink1;Cox7a2;Higd2a;Mrpl11;Ndufb10;Mrps34;Mrpl16;Atp5mf;Cox8a;Slc25a39;Mpst;Atp5po;Ndufs6;Ndufa9;Smdt1;Tst;Atp5f1d
structural constituent of ribosome	structural constituent of ribosome;structural molecule activity	Mrps18b;Mrpl23;Mrps23;Mrps18c;Mrps12;Mrpl14;Mrps18a;Mrpl22;Mrpl55;Mrps10;Mrpl21;Mrps11;Mrpl1;Mrps24;Mrpl43;Mrpl57;Mrps21;Mrps35;Mrpl10;Mrpl51;Mrps15;Mrps14;Mrpl46;Mrpl54;Mrpl2;Mrpl20;Mrpl34;Mrpl30;Mrps30;Mrpl28;Mrpl36;Mrps7;Mrps25;Rpl18;Mrpl12;Mrpl13;Mrpl27;Mrpl17;Mrps16;Ndufa7;Mrpl49;Mrpl35;Mrpl11;Mrps34;Mrpl16
organonitrogen compound biosynthetic process	organonitrogen compound biosynthetic process;cellular nitrogen compound biosynthetic process	Acot7;Pyurf;Vdac1;Mrps11;Pars2;Mrrf;Mrpl1;Mrps24;Mlycd;Trap1;Atp5if1;Ndufb7;Uqcc2;Ndufa12;Alas2;Mtres1;Mrpl43;Ndufc2;Sdha;Atp5f1e;Atp5f1b;Mthfs;Gatc;Ndufs8;Mrpl57;Mrps33;Sdhb;Mrpl50;Mrps21;Tsfm;Pdk2;Mrps35;Aurkaip1;Ndufs2;Stoml2;Ndufb3;Ndufa11;Ak3;Mrpl40;Mrpl42;Ndufa10;Ndufb11;Ndufv3;Atp5f1a;Ndufs4;Ndufv1;Mrpl10;Iba57;Ndufa1;Ndufa2;Mrpl51;Mrps15;Mrps14;Ndufc1;Mrpl48;Atp5me;Gatb;Ndufs7;Mrpl46;Mrpl54;Mrpl2;Ndufb2;Ndufb6;Mrpl58;Mpc2;Pnpo;Mrpl20;Mthfsl;Atp5pb;Gars1;Mrpl34;Mrpl30;Ndufs3;Ndufs5;Coasy;Mrps30;Fars2;Mrpl45;Mrpl28;Mrpl36;Atp5f1c;Guk1;Aldh2;Mrps7;Mrps25;Dnajc30;Atp5mc3;Sdhc;Ndufv2;Ndufb5;Rpl18;Mrpl12;Atp5mc1;Agxt;Mrpl13;Got2;Mrpl27;Mrpl17;Tufm;Mrps16;Qdpr;Kars1;Ndufa8;Ndufb8;Ndufb9;Ndufa7;Mrpl49;Mrpl35;Coa3;Pink1;Mrpl11;Ndufb10;Mrps34;Mrpl16;Atp5mf;Spr;Slc25a39;Dbi;Atp5po;Park7;Ndufs6;Ndufa9;Atp5f1d;Ifi27;Chchd10;Sod2;Coq7;Prdx3;Gfer;Prkaca;Cyb5r3;Mterf4;Poldip2;Phb2;Htatip2;Tspo;Apex1;Chchd2;Prdx2;Bud31;Hint1;Prdx5
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I	Ndufb7;Ndufa12;Ndufc2;Ndufs8;Ndufs2;Ndufb3;Ndufa11;Dmac1;Ndufa10;Ndufb11;Ndufv3;Ndufs4;Ndufv1;Ndufa1;Ndufa2;Ndufc1;Ndufs7;Ndufb2;Ndufb6;Ndufs3;Ndufa4;Ndufs5;Ndufv2;Ndufb5;Ndufa8;Ndufb8;Ndufb9;Ndufa7;Ndufb10;Ndufs6;Ndufa9
purine ribonucleotide metabolic process	purine ribonucleotide metabolic process;nucleobase-containing small molecule metabolic process;ribonucleotide metabolic process;ribose phosphate metabolic process;nucleoside phosphate metabolic process;nucleotide metabolic process;purine-containing compound metabolic process;purine nucleotide metabolic process;carbohydrate derivative metabolic process;organophosphate metabolic process;phosphorus metabolic process;phosphate-containing compound metabolic process	Nudt19;Acat1;Ldhd;Hsd17b4;Ndufa13;Suclg2;Mtch2;Ogdh;Glyat;Acot7;Vdac1;Mlycd;Atp5if1;Ndufb7;Ndufa12;Ndufc2;Sdha;Atp5f1e;Acadsb;Atp5f1b;Ndufs8;Sdhb;Pdk2;Ndufs2;Stoml2;Ndufb3;Ndufa11;Ak3;Prkaca;Ndufa10;Ndufb11;Ndufv3;Atp5f1a;Ndufs4;Ndufv1;Ndufa1;Ndufa2;Ndufc1;Atp5me;Fis1;Ndufs7;Ndufb2;Nudt9;Ndufb6;Mpc2;Atp5pb;Suclg1;Ucp2;Ndufs3;Ndufs5;Coasy;Tspo;Atp5f1c;Guk1;Dnajc30;Atp5mc3;Sdhc;Ndufv2;Ndufb5;Atp5mc1;Ndufa8;Ndufb8;Ndufb9;Ndufa7;Acaa2;Ndufb10;Atp5mf;Hint1;Atp5po;Ndufs6;Ndufa9;Atp5f1d;Cs;Idh2;Atp5pf;Dut;Flad1;Cbr2;Fdx1;Nudt1;Naxe;Gars1;Mdh2;Dcxr;Kars1;Park7;Prdx5;Pyurf;Cbr4;Aldh1a7;Pnpo;Phb2;Prdx6;Dbi;Phb1;Higd1a;Lonp1;Timm50;Fkbp8;Prdx3;Coq8a;Bak1;Sod1;Htatip2;Pink1;Ppa2
