representative	grouped_terms	genes
respiratory chain complex	respiratory chain complex;mitochondrial respirasome;respirasome	Ndufa7;Cox7c;Ndufc1;Ndufb11;Ndufb5;Cox4i2;Sdhc;Ndufb9;Ndufs2;Uqcrb;Uqcrfs1;Cox7a1;Ndufb8;Sdhb;Ndufab1;Ndufb2;Ndufb3;Ndufs5;Ndufs6;Ndufa4l2;Cox8a;Ndufa13;Ndufa12;Uqcr10;Ndufb4;Cox6a1;Ndufb10;Ndufs3;Uqcc3;Ndufa9;Cox6c;Cox4i1;Uqcr11;Ndufs8;Cox5b;Ndufs7;Ndufa2;Ndufb7;Ndufv2;Ndufa3;Ndufa11;Ndufv3;Ndufa5;Uqcrq;Ndufa8;Cox6b1;Ndufa10
oxidative phosphorylation	oxidative phosphorylation;aerobic respiration;energy derivation by oxidation of organic compounds;cellular respiration;generation of precursor metabolites and energy	Ndufa7;Slc25a23;Cox7c;Ndufc1;Ndufb11;Ndufb5;Cox4i2;Sdhc;Ppif;Ndufb9;Stoml2;Ndufs2;Uqcrb;Uqcrfs1;Dnajc30;Cox7a1;Ndufb8;Atp5me;Atp5pf;Sdhb;Antkmt;Chchd2;Ndufab1;Ndufb2;Ndufb3;Ndufs5;Ndufs6;Cox8a;Shmt2;Ndufa13;Ndufa12;Cycs;Afg1l;Uqcr10;Ndufb4;Cox6a1;Fxn;Atp5mf;Ndufb10;Iscu;Atp5pd;Ndufs3;Uqcc3;Ndufa9;Pink1;Atp5f1d;Cox4i1;Uqcr11;Ndufs8;Cox5b;Park7;Atp5f1e;Chchd10;Ndufs7;Ndufa2;Ndufb7;Ndufv2;Ndufa3;Ndufa11;Uqcc2;Ndufv3;Ndufa5;Gadd45gip1;Uqcrq;Ndufa8;Ndufa10;Oxa1l;Arl2;Mfn2;Ide;Suclg2;Cox10;Ogdh;Bloc1s1;Comt;Chchd5;Bax;Prelid1;Etfb;Ncor1;Fdx2;Sphk2;Phb2;Hmgcs2;Ucp2;Cox17
inner mitochondrial membrane protein complex	inner mitochondrial membrane protein complex;membrane protein complex	Ndufb5;Grpel2;Cox4i2;Timm9;Sdhc;Ndufb9;Ndufs2;Uqcrb;Uqcrfs1;Timm23;Cox7a1;Timm50;Ndufb8;Atp5me;Atp5pf;Phb2;Sdhb;Ndufab1;Ndufb2;Ndufb3;Ndufs5;Ndufs6;Ndufa4l2;Cox8a;Ndufa13;Ndufa12;Smdt1;Uqcr10;Ndufb4;Cox6a1;Atp5mf;Ndufb10;Atp5pd;Ndufs3;Uqcc3;Ndufa9;Cox6c;Atp5f1d;Cox4i1;Uqcr11;Timm10b;Ndufs8;Cox5b;Atp5f1e;Chchd10;Atp5mc1;Ndufs7;Ndufa2;Ndufb7;Ndufv2;Ndufa3;Ndufa11;Ndufv3;Ndufa5;Romo1;Phb1;Uqcrq;Ndufa8;Cox6b1;Micu1;Ndufa10;Ppif;Htra2;Tomm7;Tomm22;Mtx1;Bax;Tomm6
proton motive force-driven mitochondrial ATP synthesis	proton motive force-driven mitochondrial ATP synthesis;proton motive force-driven ATP synthesis;ATP biosynthetic process;purine nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process;nucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process;ATP metabolic process;ribonucleoside triphosphate metabolic process;purine ribonucleoside triphosphate metabolic process;ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;purine ribonucleotide biosynthetic process;carbohydrate derivative biosynthetic process;nucleoside phosphate biosynthetic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process;nucleotide biosynthetic process;organophosphate biosynthetic process	Ndufa7;Ndufc1;Ndufb11;Ndufb5;Sdhc;Ndufb9;Stoml2;Ndufs2;Dnajc30;Ndufb8;Atp5me;Atp5pf;Sdhb;Antkmt;Ndufab1;Ndufb2;Ndufb3;Ndufs5;Ndufs6;Ndufa13;Ndufa12;Ndufb4;Atp5mf;Ndufb10;Atp5pd;Ndufs3;Ndufa9;Atp5f1d;Ndufs8;Atp5f1e;Ndufs7;Ndufa2;Ndufb7;Ndufv2;Ndufa3;Ndufa11;Ndufv3;Ndufa5;Ndufa8;Ndufa10;Atp5mc1;Atp5po;Ldhd;Ak3;Sphk2;Bcl2l1;Uqcc3;Ndufs4;Ndufa6;Ndufa1;Nme4;Ak4;Dut;Prkaca;Ncor1;Arl2;Ak2;Ucp2;Guk1;Ogdh;Fis1;Acot7;Mlycd;Dcakd;Pdk2;Dcxr;Pmm2;Slc25a10;Kars1;Slc25a42;Flad1;Dhrs7b;Apoa2;Chpt1;Hmgcs2;Pnpo
organelle inner membrane	organelle inner membrane;mitochondrial inner membrane	Hsd17b10;Uqcrb;Mrpl11;Uqcrfs1;Sphk2;Cyb5r3;Mrpl55;Coa3;Timm23;Dnajc30;Cox7a1;Timm50;Tomm22;Ndufb8;Mpst;Atp5me;Acad9;Slc25a20;Atp5pf;Phb2;Sdhb;Tmem11;Ndufaf3;Higd2a;Mrpl12;Mrps33;Bok;Tst;Ndufab1;Crat;Fahd1;Slc25a47;Ndufb2;Mrpl28;Mrpl58;Ndufb3;Ndufs5;Ndufs6;Ndufa4l2;Mrpl45;Cox8a;Hmgcs2;Mtx1;Rcc1l;Bcl2l1;Shmt2;Eral1;Ak2;Mrpl17;Ucp2;Cox20;Ndufa13;Ndufa12;Smdt1;Acadvl;Mrps35;Uqcr10;Slc25a1;Mrpl36;Ndufb4;Mrpl24;Cox6a1;Atp5mf;Ndufb10;Mrpl49;Mrps25;Atp5pd;Mrpl27;Ndufs3;Uqcc3;Ndufa9;Rhot2;Mrps11;Mrpl4;Pink1;Mrpl54;Mrpl16;Mrpl10;Mrpl51;Mrps28;Cox6c;Mrps7;Mrpl57;Mrpl14;Atp5f1d;Cox4i1;Timm13;Mrps21;Mrpl2;Uqcr11;Timm10b;Ndufs8;Cox5b;Mrpl48;Cpt2;Mrpl52;Atp5f1e;Slc25a39;Mrpl23;Chchd10;Atp5mc1;Ndufs7;Ndufa2;Mrpl38;Ndufb7;Endog;Ndufv2;Ndufa3;Mrps15;Ndufa11;Pet100;Uqcc2;Slc25a10;Aurkaip1;Ndufv3;Ndufa5;Romo1;Gadd45gip1;Phb1;Uqcrq;Ndufa8;Cox6b1;Micu1;Ndufa10
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I;NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	Ndufa7;Ndufc1;Ndufb11;Ndufb5;Ndufb9;Ndufs2;Ndufb8;Ndufab1;Ndufb2;Ndufb3;Ndufs5;Ndufs6;Ndufa13;Ndufa12;Ndufb4;Ndufb10;Ndufs3;Ndufa9;Ndufs8;Ndufs7;Ndufa2;Ndufb7;Ndufv2;Ndufa3;Ndufa11;Ndufv3;Ndufa5;Ndufa8;Ndufa10;Ndufaf8;Acad9;Ndufaf3
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;respiratory electron transport chain;electron transport chain;aerobic electron transport chain	Cox4i2;Sdhc;Ndufb9;Ndufs2;Uqcrb;Uqcrfs1;Cox7a1;Ndufb8;Sdhb;Chchd2;Ndufs6;Cox8a;Ndufa12;Cycs;Afg1l;Uqcr10;Cox6a1;Iscu;Ndufs3;Uqcc3;Pink1;Cox4i1;Uqcr11;Ndufs8;Cox5b;Park7;Ndufs7;Ndufv2;Ndufv3;Uqcrq;Ndufa8;Ndufa10;Ndufa5;Etfb;Fdx2;Ndufb3
large ribosomal subunit	large ribosomal subunit;organellar large ribosomal subunit;mitochondrial large ribosomal subunit	Mrpl12;Mrpl28;Mrpl58;Mterf4;Mrpl45;Mrpl17;Mrpl36;Mrpl24;Mrpl49;Mrpl27;Mrpl4;Mrpl54;Mrpl16;Mrpl10;Mrpl51;Mrpl57;Mrpl14;Mrpl2;Mrpl48;Mrpl52;Mrpl23;Rpl18;Mrpl38;Gadd45gip1
ribosomal subunit	ribosomal subunit;ribosome;organellar ribosome;mitochondrial ribosome;ribonucleoprotein complex;mitochondrial translation	Mrpl12;Mrps33;Mrpl28;Mrpl58;Mterf4;Mrpl45;Mrpl17;Mrps35;Mrpl36;Mrpl24;Mrpl49;Mrps25;Mrpl27;Mrps11;Mrpl4;Mrpl54;Mrpl16;Mrpl10;Mrpl51;Mrps28;Mrps7;Mrpl57;Mrpl14;Mrps21;Mrpl2;Mrpl48;Mrpl52;Mrpl23;Rpl18;Mrpl38;Mrps15;Aurkaip1;Gadd45gip1;Slirp;Bud31;Phax;Aars2;Rcc1l;Shmt2;Gatc;Uqcc2
purine ribonucleotide metabolic process	purine ribonucleotide metabolic process;ribonucleotide metabolic process;ribose phosphate metabolic process;purine-containing compound metabolic process;nucleobase-containing small molecule metabolic process;purine nucleotide metabolic process;carbohydrate derivative metabolic process	Ndufb9;Stoml2;Ndufs2;Mcee;Arl2;Sphk2;Dnajc30;Ndufb8;Atp5me;Atp5pf;Acot7;Sdhb;Glyat;Antkmt;Mlycd;Ndufab1;Dcakd;Ndufb2;Ndufb3;Hint1;Ndufs5;Ndufs6;Hmgcs2;Bcl2l1;Ak2;Ucp2;Ndufa13;Ndufa12;Suclg2;Guk1;Ndufb4;Atp5mf;Ndufb10;Atp5pd;Ndufs3;Uqcc3;Ndufa9;Nudt9;Atp5f1d;Ndufs8;Pdk2;Atp5f1e;Atp5mc1;Ogdh;Ndufs7;Ndufa2;Fis1;Ndufb7;Ndufv2;Ndufa3;Ndufa11;Ndufv3;Ndufa5;Ndufa8;Ndufa10;Dcxr;Macrod1;Prdx5;Flad1;Pmm2;Park7;Bax;Slc25a10
