representative	grouped_terms	genes
oxidative phosphorylation	oxidative phosphorylation;cellular respiration;energy derivation by oxidation of organic compounds;aerobic respiration;generation of precursor metabolites and energy	Ndufs5;Ndufa7;Sdhc;Ndufab1;Stoml2;Ndufa12;Ndufb8;Chchd2;Cox8a;Sdhb;Ndufs2;Cox6a1;Atp5me;Ndufb2;Ppif;Cox7a1;Ndufs6;Antkmt;Afg1l;Shmt2;Uqcr10;Dnajc30;Ndufa13;Atp5mf;Ndufb4;Ndufs3;Fxn;Ndufs8;Chchd10;Atp5pd;Cox4i1;Ndufb10;Uqcr11;Park7;Cox5b;Ndufa9;Atp5f1e;Ndufv2;Uqcc3;Ndufa3;Pink1;Ndufa11;Ndufs7;Ndufv3;Uqcc2;Atp5f1d;Ndufb7;Uqcrq;Ndufa2;Ndufa8;Gadd45gip1;Ndufa5;Ndufa10;Arl2;Mfn2;Bax;Suclg2;Cox10;Chchd5;Ogdh;Prelid1;Bloc1s1;Etfb;Ncor1;Sphk2;Hmgcs2;Rpia;Phb2;Cox17;Ucp2
purine nucleoside triphosphate biosynthetic process	purine nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;proton motive force-driven mitochondrial ATP synthesis;proton motive force-driven ATP synthesis;ATP biosynthetic process;ATP metabolic process;purine nucleoside triphosphate metabolic process;nucleoside triphosphate metabolic process;nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate metabolic process;purine ribonucleoside triphosphate metabolic process;purine ribonucleotide biosynthetic process;ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process;nucleotide biosynthetic process;nucleoside phosphate biosynthetic process;carbohydrate derivative biosynthetic process;purine ribonucleotide metabolic process;ribonucleotide metabolic process;ribose phosphate metabolic process;purine-containing compound metabolic process;nucleoside phosphate metabolic process;nucleotide metabolic process;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process;organophosphate biosynthetic process;purine nucleotide metabolic process;organophosphate metabolic process;phosphorus metabolic process;phosphate-containing compound metabolic process	Nme4;Ndufc1;Atp5pf;Ndufb3;Ndufb5;Nme6;Nme3;Ndufa6;Ndufb11;Ndufb9;Ndufs5;Ndufa7;Prkn;Sdhc;Ndufab1;Stoml2;Ndufa12;Ndufb8;Sphk2;Sdhb;Ndufs2;Atp5me;Ndufb2;Ndufs6;Bcl2l1;Antkmt;Dnajc30;Ndufa13;Atp5mf;Ndufb4;Ndufs3;Ndufs8;Atp5pd;Ndufb10;Ndufa9;Atp5f1e;Ndufv2;Uqcc3;Ndufa3;Ndufa11;Ndufs7;Atp5mc1;Ndufv3;Atp5f1d;Ndufb7;Ndufa2;Ndufa8;Ndufa5;Ndufa10;Ncor1;Arl2;Atp5if1;Ucp2;Ogdh;Fis1;Guk1;Ak2;Mlycd;Dcakd;Acot7;Pdk2;Gars1;Kars1;Flad1;Bcl2;Dcxr;Pmm2;Slc25a10;Acot2;Hmgcs2;Hint1;Acaca;Nudt19;Suclg2;Nudt9;Rpia;Fdxr;Pck2;Macrod1;Tk2;Park7;Bax;Plscr3;Gpat2;Dhrs7b;Pi4ka;Tamm41;Apoa2;Agpat4;Crls1;Pnpo;Dbi;Phb2;Coq8b;Tnk1;Eng;Ppa2;Timm50;Camk1;Lonp1;Htatip2;Sod1;Pink1;Phb1;Fkbp8
mitochondrial respirasome	mitochondrial respirasome;respiratory chain complex	Uqcrh;Uqcrb;Ndufc1;Uqcrfs1;Cox8b;Ndufb3;Ndufb5;Ndufa6;Ndufb11;Ndufb9;Ndufs5;Ndufa7;Sdhc;Ndufab1;Ndufa12;Ndufb8;Cox8a;Sdhb;Ndufs2;Cox6a1;Ndufb2;Cox7a1;Ndufs6;Uqcr10;Ndufa13;Ndufa4l2;Ndufb4;Ndufs3;Cox6c;Ndufs8;Cox4i1;Ndufb10;Uqcr11;Cox5b;Ndufa9;Ndufv2;Uqcc3;Ndufa3;Ndufa11;Ndufs7;Ndufv3;Ndufb7;Uqcrq;Ndufa2;Ndufa8;Ndufa5;Cox6b1;Ndufa10
mitochondrial inner membrane	mitochondrial inner membrane;organelle inner membrane	Tk2;Acad9;Cox6a1;Mrpl4;Mrpl57;Mrpl11;Crls1;Mrpl36;Cyb5r3;Atp5me;Ndufb2;Hmgcs2;Ppif;Timm50;Cox7a1;Mrpl49;Fahd1;Slc25a47;Tmem11;Ndufs6;Bcl2l1;Mrps16;Eral1;Mrpl16;Tst;Shmt2;Mrpl17;Uqcr10;Dnajc30;Mrpl10;Phb2;Ndufa13;Mrps21;Mrpl58;Atp5mf;Grpel2;Bdh1;Timm44;Ndufa4l2;Cox20;Mrpl28;Ak2;Crat;Ndufb4;Mrpl24;Cpt2;Gcat;Mrpl38;Mtx1;Mrpl12;Ndufs3;Rhot2;Mrps28;Mrps11;Cox6c;Mrps7;Mrpl54;Smdt1;Acadvl;Ndufs8;Rcc1l;Chchd10;Atp5pd;Mrpl45;Mrps35;Timm10b;Cox4i1;Mrpl51;Ndufb10;Uqcr11;Cox5b;Ndufa9;Slc25a1;Timm13;Atp5f1e;Mrps25;Ucp2;Mrpl27;Mrpl2;Ndufv2;Uqcc3;Ndufa3;Pink1;Pet100;Mrpl14;Ndufa11;Ndufs7;Atp5mc1;Ndufv3;Uqcc2;Atp5f1d;Ndufb7;Mrpl52;Aurkaip1;Romo1;Slc25a39;Uqcrq;Ndufa2;Mrps15;Ndufa8;Endog;Gadd45gip1;Slc25a10;Mrpl23;Mrpl48;Ndufa5;Cox6b1;Phb1;Ndufa10;Micu1
inner mitochondrial membrane protein complex	inner mitochondrial membrane protein complex;membrane protein complex	Sdhc;Ndufab1;Ndufa12;Ndufb8;Cox8a;Sdhb;Ndufs2;Cox6a1;Atp5me;Ndufb2;Timm50;Cox7a1;Ndufs6;Uqcr10;Phb2;Ndufa13;Atp5mf;Grpel2;Ndufa4l2;Ndufb4;Ndufs3;Cox6c;Smdt1;Ndufs8;Chchd10;Atp5pd;Timm10b;Cox4i1;Ndufb10;Uqcr11;Cox5b;Ndufa9;Atp5f1e;Ndufv2;Uqcc3;Ndufa3;Ndufa11;Ndufs7;Atp5mc1;Ndufv3;Atp5f1d;Ndufb7;Romo1;Uqcrq;Ndufa2;Ndufa8;Ndufa5;Cox6b1;Phb1;Ndufa10;Micu1;Htra2;Bcl2;Ppif;Mtx1;Bax;Tomm6
large ribosomal subunit	large ribosomal subunit;organellar large ribosomal subunit;mitochondrial large ribosomal subunit	Mrpl4;Mrpl57;Mrpl11;Mrpl36;Mterf4;Mrpl49;Mrpl16;Mrpl17;Mrpl10;Mrpl58;Mrpl28;Mrpl24;Mrpl38;Mrpl12;Mrpl54;Mrpl45;Mrpl51;Mrpl27;Mrpl2;Mrpl14;Rpl18;Mrpl52;Gadd45gip1;Mrpl23;Mrpl48
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I	Ndufc1;Ndufb3;Ndufb5;Ndufa6;Ndufb11;Ndufb9;Ndufs5;Ndufa7;Ndufab1;Ndufa12;Ndufb8;Ndufs2;Ndufb2;Ndufs6;Ndufa13;Ndufb4;Ndufs3;Ndufs8;Ndufb10;Ndufa9;Ndufv2;Ndufa3;Ndufa11;Ndufs7;Ndufv3;Ndufb7;Ndufa2;Ndufa8;Ndufa5;Ndufa10
organic cyclic compound biosynthetic process	organic cyclic compound biosynthetic process;aromatic compound biosynthetic process;heterocycle biosynthetic process	Ndufa7;Ncor1;Prkn;Ifi27;Taf5;Sdhc;Spr;Ndufab1;Scaf4;Stoml2;Ndufa12;Cebpz;Ndufb8;Chchd2;Sphk2;Sdhb;Eng;Ndufs2;Atp5if1;Tk2;Cyb5r3;Mthfs;Atp5me;Ndufb2;Hmgcs2;Mthfsl;Mterf4;Kars1;Mxd3;Dbp;Ndufs6;Camk1;Bcl2l1;Antkmt;Hint1;Bud31;Dcakd;Twnk;Dnajc30;Acot7;Phb2;Ndufa13;Pnpo;Guk1;Atp5mf;Ak2;Ndufb4;Flad1;Ecsit;Mrpl12;Ndufs3;Htatip2;Lias;Fxn;Ndufs8;Chchd10;Atp5pd;Cox10;Ndufb10;Park7;Ndufa9;Prdx2;Atp5f1e;Pmm2;Ndufv2;Sod1;Uqcc3;Ndufa3;Pink1;Ndufa11;Ndufs7;Atp5mc1;Ndufv3;Atp5f1d;Hsd17b8;Ndufb7;Hint2;Pdk2;Slc25a39;Ndufa2;Mtres1;Ndufa8;Ndufa5;Phb1;Ndufa10
ribosomal subunit	ribosomal subunit;ribosome;organellar ribosome;mitochondrial ribosome;ribonucleoprotein complex	Mrpl4;Mrpl57;Mrpl11;Mrpl36;Mterf4;Mrpl49;Mrps16;Mrpl16;Mrpl17;Mrpl10;Mrps21;Mrpl58;Mrpl28;Mrpl24;Mrpl38;Mrpl12;Mrps28;Mrps11;Mrps7;Mrpl54;Mrpl45;Mrps35;Mrpl51;Mrps25;Mrpl27;Mrpl2;Mrpl14;Rpl18;Mrpl52;Aurkaip1;Mrps15;Gadd45gip1;Mrpl23;Mrpl48;Bud31;Phax
structural constituent of ribosome	structural constituent of ribosome;structural molecule activity	Mrpl4;Mrpl57;Mrpl11;Mrpl36;Mrpl49;Mrps16;Mrpl16;Mrpl17;Mrpl10;Mrps21;Mrpl28;Mrpl24;Mrpl12;Mrps11;Mrps7;Mrpl54;Mrps35;Mrpl51;Mrps25;Mrpl27;Mrpl2;Mrpl14;Rpl18;Mrpl52;Mrps15;Mrpl23
