representative	grouped_terms	genes
respiratory chain complex	respiratory chain complex;mitochondrial respirasome;respirasome	Cox4i2;Uqcrfs1;Ndufs3;Sdhc;Ndufa4;Ndufa9;Ndufb2;Cox7a1;Ndufa7;Ndufa1;Ndufa3;Dmac1;Uqcc3;Sdhb;Cox8a;Cox7c;Ndufb8;Cox5a;Ndufa6;AA467197;Coa6;Ndufs6;Ndufb11;Cox6a1;Ndufb7;Ndufa10;Uqcrb;Cox4i1;Ndufb9;Ndufa2;Ndufb6;Ndufc2;Cox7b;Ndufa13;Uqcrq;Ndufab1;Ndufs4;Cox6c;Ndufb3;Ndufa8;Ndufs5;Ndufb10;Ndufs7;Ndufa11;Uqcrh;Cox6b1;Cox7a2;Ndufb5;Ndufa12;Cox5b;Ndufv2;Ndufc1;Uqcr11;Ndufa5;Uqcr10
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis;ATP biosynthetic process;purine nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process;ATP metabolic process;ribonucleoside triphosphate metabolic process;purine ribonucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process;nucleoside triphosphate metabolic process;purine ribonucleotide biosynthetic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process;ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;nucleotide biosynthetic process;nucleoside phosphate biosynthetic process;carbohydrate derivative biosynthetic process;purine ribonucleotide metabolic process;ribonucleotide metabolic process;organophosphate biosynthetic process;ribose phosphate metabolic process;purine nucleotide metabolic process;nucleobase-containing small molecule metabolic process;nucleoside phosphate metabolic process;nucleotide metabolic process;purine-containing compound metabolic process;carbohydrate derivative metabolic process;organophosphate metabolic process;phosphorus metabolic process;phosphate-containing compound metabolic process	Atp5pb;Ndufs3;Sdhc;Ndufa9;Ndufb2;Ndufa7;Ndufa1;Ndufa3;Sdhb;Atp5pf;Antkmt;Ndufb8;Atp5mc3;Ndufa6;Ndufs6;Ndufb11;Atp5f1d;Ndufb7;Ndufa10;Atp5me;Ndufb9;Ndufa2;Ndufb6;Ndufc2;Ndufa13;Ndufab1;Ndufs4;Atp5pd;Ndufb3;Ndufa8;Ndufs5;Ndufb10;Atp5f1e;Ndufs7;Atp5po;Ndufa11;Ndufb5;Ndufa12;Ndufv2;Ndufc1;Atp5mf;Ndufa5;Atp5mc1;Ndufv3;Atp5f1c;Adcy10;Uqcc3;Bcl2l1;Nme6;Nme4;Dnm1l;Mtch2;Nme3;Ndufs8;Ndufs2;Sphk2;Mpc2;Vdac1;Acly;Acacb;Acot7;Mdh2;Bcl2;Pyurf;Fasn;Nudt19;Acaca;Gpam;Hint1;Agpat5;Plscr3;Ptpmt1;Hexb;Dhrs7b;Fdx1;Prdx5;Fhit;Park7;Tymp;Aldh1a7;Bax;Phb2;Dnajc19;Fkbp8;Fastk;Phb1;Timm50;Coq8a
transmembrane transporter complex	transmembrane transporter complex;transporter complex;oxidoreductase complex	Uqcrfs1;Ndufs3;Ndufa4;Ndufa9;Ndufb2;Ndufa7;Ndufa1;Ndufa3;Dmac1;Cacna1d;Uqcc3;Ndufb8;Atp5mc3;Ndufa6;Ndufs6;Ndufb11;Ndufb7;Ndufa10;Smdt1;Uqcrb;Ndufb9;Ndufa2;Ndufb6;Ndufc2;Ndufa13;Uqcrq;Ndufab1;Ndufs4;Ndufb3;Ndufa8;Ndufs5;Ndufb10;Ndufs7;Ndufa11;Uqcrh;Ndufb5;Ndufa12;Ndufv2;Ndufc1;Uqcr11;Ndufa5;Uqcr10;Atp5mc1;Timm10;Timm13;Hsd17b8;Sdhc;Cyb5r3;Sdhb
inner mitochondrial membrane protein complex	inner mitochondrial membrane protein complex;membrane protein complex	Cox4i2;Atp5pb;Uqcrfs1;Timm10;Ndufs3;Sdhc;Atp5mk;Ndufa4;Ndufa9;Phb2;Chchd10;Ndufb2;Cox7a1;Ndufa7;Ndufa1;Ndufa3;Dmac1;Immp2l;Uqcc3;Sdhb;Cox8a;Cox7c;Atp5pf;Ndufb8;Cox5a;Atp5mc3;Ndufa6;AA467197;Ndufs6;Ndufb11;Atp5f1d;Cox6a1;Ndufb7;Phb1;Ndufa10;Smdt1;Uqcrb;Cox4i1;Atp5me;Timm50;Ndufb9;Micos10;Ndufa2;Ndufb6;Ndufc2;Cox7b;Ndufa13;Uqcrq;Ndufab1;Ndufs4;Cox6c;Atp5pd;Atp5mj;Ndufb3;Ndufa8;Dnajc19;Ndufs5;Ndufb10;Atp5f1e;Romo1;Dnajc15;Ndufs7;Atp5po;Ndufa11;Uqcrh;Cox6b1;Cox7a2;Chchd3;Ndufb5;Ndufa12;Cox5b;Ndufv2;Ndufc1;Atp5mf;Uqcr11;Ndufa5;Uqcr10;Atp5mc1;Itgad;Mtx1;Tomm22;Bcl2;Tomm7;Bax;Cacna1d;Coa6;Pyurf;Tomm5;Ppif;Tomm6
oxidative phosphorylation	oxidative phosphorylation;aerobic respiration;cellular respiration;energy derivation by oxidation of organic compounds;generation of precursor metabolites and energy	Cox4i2;Atp5pb;Uqcrfs1;Ndufs3;Sdhc;Ndufa9;Uqcc2;Gadd45gip1;Chchd10;Park7;Ndufb2;Cox7a1;Ndufa7;Fxn;Ndufa1;Ndufa3;Uqcc3;Sdhb;Cox8a;Cox7c;Atp5pf;Antkmt;Ndufb8;Cox5a;Ndufa6;Coa6;Ndufs6;Ndufb11;Atp5f1d;Cox6a1;Ndufb7;Ndufa10;Uqcrb;Cox4i1;Atp5me;Ndufb9;Ndufa2;Ndufb6;Ndufc2;Cox7b;Ndufa13;Uqcrq;Ndufab1;Ndufs4;Atp5pd;Ndufb3;Ndufa8;Ndufs5;Ppif;Coq7;Ndufb10;Atp5f1e;Mtch2;Dnajc15;Ndufs7;Atp5po;Ndufa11;Uqcrh;Cox7a2;Ndufb5;Ndufa12;Cox5b;Ndufv2;Ndufc1;Atp5mf;Uqcr11;Ndufa5;Uqcr10;Cycs;Acly;Sdhaf4;Immp2l;Bax;Cisd1;Adcy10;Ndufa4;Phb2;Cox17;Fdx2;Fdx1;Acacb
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I;NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	Ndufs3;Ndufa4;Ndufa9;Ndufb2;Ndufa7;Ndufa1;Ndufa3;Dmac1;Ndufb8;Ndufa6;Ndufs6;Ndufb11;Ndufb7;Ndufa10;Ndufb9;Ndufa2;Ndufb6;Ndufc2;Ndufa13;Ndufab1;Ndufs4;Ndufb3;Ndufa8;Ndufs5;Ndufb10;Ndufs7;Ndufa11;Ndufb5;Ndufa12;Ndufv2;Ndufc1;Ndufa5;Ndufaf8
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;respiratory electron transport chain;aerobic electron transport chain;electron transport chain	Cyc1;Ndufs8;Chchd2;Ndufs2;Afg1l;Ndufv3;Cox4i2;Uqcrfs1;Ndufs3;Sdhc;Park7;Cox7a1;Ndufa7;Uqcc3;Sdhb;Cox8a;Cox7c;Ndufb8;Cox5a;Coa6;Ndufs6;Cox6a1;Ndufa10;Uqcrb;Cox4i1;Ndufb9;Ndufb6;Ndufc2;Cox7b;Uqcrq;Ndufa8;Coq7;Mtch2;Dnajc15;Ndufs7;Uqcrh;Cox7a2;Ndufa12;Cox5b;Ndufv2;Uqcr11;Uqcr10;Cycs;Immp2l;Fdx2;Fdx1;Ndufs4;Ndufb3;Ndufa5
fatty acid metabolic process	fatty acid metabolic process;monocarboxylic acid metabolic process;organic acid metabolic process;oxoacid metabolic process;carboxylic acid metabolic process	Ech1;Cpt2;Aldh3a2;Acsf2;Crot;Decr1;Acadm;Acsm5;Acadl;Acad11;Hsd17b4;Cpt1a;Fabp1;Acadvl;Ephx2;Gcdh;Eci2;Etfdh;Lias;Hadha;Hao2;Pank2;Pnpla8;Ptges2;Acad9;Acot9;Aldh1l2;Dld;Auh;Scp2;Acaa1b;Hadh;Acsl6;Acads;Acsm1;Eci1;Sco1;Abcd2;Acaa1a;Acat1;Echdc3;Acaa2;Acsl1;Mrs2;Amacr;Pdhx;Pcx;Dhtkd1;Aldh5a1;Ucp2;Hmgcl;Glud1;Aldh6a1;Hpdl;Oat;Arg2
cellular lipid metabolic process	cellular lipid metabolic process;lipid metabolic process	Ech1;Dhrs4;Hmgcs2;Cpt2;Aldh3a2;Acsf2;Crot;Decr1;Pigw;Acadm;Acsm5;Acadl;Acad11;Hsd17b4;Cpt1a;Fabp1;Acadvl;Ephx2;Gcdh;Eci2;Rdh13;Chpt1;Etfdh;Amacr;Lias;Hadha;Hao2;Pank2;Pnpla8;Ptges2;Acad9;Acot9;Aldh1l2;Pxmp4;Dld;Serac1;Auh;Scp2;Acaa1b;Pcx;Hadh;Acsl6;Acads;Acsm1;Eci1;Sco1;Hdhd5;Abcd2;Acaa1a;Acat1;Echdc3;Acaa2;Acsl1;Ptdss1;Bdh1;Hmgcl;Plcxd1;Lactb;Ncor1;Ptgr3;Opa3;Hadhb;Fech;Rdh14
fatty acid oxidation	fatty acid oxidation;lipid oxidation;lipid modification;fatty acid beta-oxidation;cellular lipid catabolic process;monocarboxylic acid catabolic process;fatty acid catabolic process;lipid catabolic process	Cpt2;Crot;Decr1;Acadm;Acadl;Acad11;Hsd17b4;Cpt1a;Fabp1;Acadvl;Gcdh;Eci2;Etfdh;Hadha;Hao2;Aldh1l2;Auh;Scp2;Acaa1b;Hadh;Acads;Eci1;Abcd2;Acaa1a;Acat1;Acaa2;Ephx2;Amacr;Pnpla8
