"symbol"	"baseMean"	"FoldChange"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"description"
"0610005C13Rik"	6853.10007215664	1.00987118555346	0.0141712812789044	0.0678074808518891	0.673575423053103	1	"RIKEN cDNA 0610005C13 gene"
"0610009E02Rik"	89.7065105050646	1.00838639539834	0.0120485593823329	0.0759128026851055	0.203073901297527	1	"RIKEN cDNA 0610009E02 gene"
"0610009L18Rik"	36.9340042414072	1.00478028615661	0.00688006386536163	0.0750149924311288	0.407583093366734	1	"RIKEN cDNA 0610009L18 gene"
"0610010K14Rik"	702.840055946244	1.01516608936242	0.0217157832694277	0.0723571246278543	0.45331698004824	1	"RIKEN cDNA 0610010K14 gene"
"0610025J13Rik"	3.53570497851549	1.00123143263826	0.00177548878721168	0.07503446586718	0.384002758948008	1	"RIKEN cDNA 0610025J13 gene"
"0610030E20Rik"	1530.22254870433	0.999897243786894	-0.000148253496182325	0.0679187641072501	0.950345748144645	1	"RIKEN cDNA 0610030E20 gene"
"0610031O16Rik"	5559.43193264053	1.02473976668786	0.0352575829247367	0.0829628578623981	0.132334897689852	1	"RIKEN cDNA 0610031O16 gene"
"0610038B21Rik"	1.48724996511745	0.999577089973002	-0.00061025925016795	0.0750310236566358	0.86333488924186	NA	"RIKEN cDNA 0610038B21 gene"
"0610039H22Rik"	1.87243457128231	0.999738968551966	-0.000376637934905965	0.0750203259861896	0.756494250456753	NA	"RIKEN cDNA 0610039H22 gene"
"0610039K10Rik"	5.90300886678951	0.999891143274218	-0.000157055606888381	0.0749043584493871	0.968813971100642	1	"RIKEN cDNA 0610039K10 gene"
"0610040B10Rik"	99.9959986777909	0.997645263218223	-0.00340117308476845	0.0740018515352093	0.790404144422573	1	"RIKEN cDNA 0610040B10 gene"
"0610040F04Rik"	32.2031057254264	0.998106129029247	-0.00273486882013785	0.0747439784692783	0.704258524880084	1	"RIKEN cDNA 0610040F04 gene"
"0610040J01Rik"	1437.52373381498	1.03612086274078	0.0511923021619155	0.0905141781058674	0.109601955630703	1	"RIKEN cDNA 0610040J01 gene"
"0610042G04Rik"	56.2547701925414	1.00951605267391	0.0136638516588958	0.076382044797875	0.123133270640256	1	"RIKEN cDNA 0610042G04 gene"
"0610043K17Rik"	257.571489198319	1.00751081595349	0.0107953266328506	0.0751220776696629	0.378306500125357	1	"RIKEN cDNA 0610043K17 gene"
