"symbol"	"baseMean"	"FoldChange"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"description"
"0610005C13Rik"	6908.32316685011	0.974944457295345	-0.0366080641964593	0.149403297425371	0.797888719835569	0.850300266347179	"RIKEN cDNA 0610005C13 gene"
"1700018A23Rik"	32.2510242342948	0.445585615635851	-1.16622543443963	0.632444323687026	0.0077399206297516	0.0177338869534229	"RIKEN cDNA 1700018A23 gene"
"1700018L02Rik"	94.4907033699268	1.61950324626023	0.695551359987897	0.547050813729104	0.055066809929863	0.0973552960170269	"RIKEN cDNA 1700018L02 gene"
"1700066M21Rik"	1249.23869368071	1.00897532763055	0.0128908968027981	0.189879089838774	0.944574185335583	0.961304650610899	"RIKEN cDNA 1700066M21 gene"
"1700086O06Rik"	147.976670941024	1.7046370423208	0.769464587937267	0.342312218459396	0.00774169684261101	0.0177338869534229	"RIKEN cDNA 1700086O06 gene"
"2300009A05Rik"	367.927173482305	1.51473906490826	0.599069290605572	0.248186972660022	0.00756109108927292	0.0174231580659126	"RIKEN cDNA 2300009A05 gene"
"2310061I04Rik"	1122.59306189297	0.594116007492478	-0.751183434748036	0.176894037274776	6.46205420995571e-06	3.32506446101826e-05	"RIKEN cDNA 2310061I04 gene"
"2610203C22Rik"	45.4142637973642	0.914292585713919	-0.129272174231373	0.37094084283547	0.644384191128382	0.725392489441664	"RIKEN cDNA 2610203C22 gene"
"3110009E18Rik"	47.2742006345	1.05836450898207	0.0818365884468478	0.365400619119496	0.778387894327189	0.8379366949861	"RIKEN cDNA 3110009E18 gene"
"4930506C21Rik"	22.281852101796	0.69933590471139	-0.515942518171728	0.570653082068247	0.124109155322875	0.188073104604665	"RIKEN cDNA 4930506C21 gene"
"4930556N13Rik"	5.38428708975927	0.873071720319644	-0.195827922934752	0.590903067076137	0.267267395328668	0.355231096254098	"RIKEN cDNA 4930556N13 gene"
"4932702P03Rik"	12.3500654807453	1.08214327788239	0.113891527450899	0.503863002025979	0.661798386545176	0.739586569043544	"RIKEN cDNA 4932702P03 gene"
"6230400D17Rik"	13.0770400925897	0.975453718266934	-0.0358546710646036	0.484953154855483	0.881574490687852	0.913366808909502	"RIKEN cDNA 6230400D17 gene"
"9330162012Rik"	152.929134117667	0.87131125186902	-0.198739921052302	0.276923342945405	0.414520929852721	0.513127793776393	"cDNA RIKEN 9330162012 gene"
"9430091E24Rik"	120.628488847645	1.65163842492365	0.723897887929191	0.498629036696687	0.0399861403291821	0.0742138459137848	"RIKEN cDNA 9430091E24 gene"
"9630015K15Rik"	44.3539959507087	0.467268143478699	-1.09767741165838	0.495147658783084	0.00402586079184927	0.0100391718480292	"RIKEN cDNA 9630015K15 gene"
"A230108P19Rik"	15.1409653029357	0.938053624974391	-0.0922576963756413	0.49350578936979	0.719234742568152	0.785292723674965	"RIKEN cDNA A230108P19 gene"
"A430057M04Rik"	3.07356494440376	1.0489947821703	0.0690075017895739	0.545451279412532	0.749146752507306	0.812164600399037	"RIKEN cDNA A430057M04 gene"
"AA467197"	3.67654476803945	0.950378607558833	-0.0734257325661636	0.574839979486314	0.391694471396292	0.490151248689189	"expressed sequence AA467197"
"AW495222"	19.6811530398572	13.7404412888219	3.78035643346634	1.39416243568567	0.00035887818815876	0.00121000738745949	"expressed sequence AW495222"
"Aadat"	2324.25515831149	1.43165242157564	0.51768127574776	0.220158247139198	0.0108073735882149	0.02349667292648	"aminoadipate aminotransferase"
"Aamp"	5658.69003582816	0.479744296825446	-1.05966243904628	0.17570261673651	3.60595942795591e-10	3.76713488723576e-09	"angio-associated migratory protein"
"Aars2"	749.199861123039	0.541093236711503	-0.886050886137233	0.213349628836965	9.31163839238516e-06	4.66936339749059e-05	"alanyl-tRNA synthetase 2, mitochondrial"
"Aass"	10173.904661938	2.27108454304642	1.18338141258975	0.222265973829163	1.88574380763373e-08	1.46917554278357e-07	"aminoadipate-semialdehyde synthase"
"Abat"	5936.22448587955	3.35755148491748	1.74740952220391	0.299605137583957	5.5392815798613e-10	5.61666860193289e-09	"4-aminobutyrate aminotransferase"
"Abca9"	234.556276760747	1.65248667164061	0.724638635523863	0.416413418520213	0.0263180716693345	0.0516988900740916	"ATP-binding cassette, sub-family A member 9"
"Abcb10"	1107.73199198702	0.924003582685968	-0.114029649400511	0.184330234504963	0.524154899819508	0.614111815506459	"ATP-binding cassette, sub-family B member 10"
"Abcb6"	1628.46927119326	1.18347210737094	0.243025704355733	0.180832118949434	0.154815498266996	0.225915949322949	"ATP-binding cassette, sub-family B member 6"
"Abcb7"	1693.67685723883	1.37601498437399	0.460496180624556	0.147853452953653	0.00125193882424614	0.00360332493737865	"ATP-binding cassette, sub-family B member 7"
"Abcb8"	1128.73995042782	0.840056903445362	-0.251441038974615	0.175761981847818	0.131416007439479	0.196981167672871	"ATP-binding cassette, sub-family B member 8"
"Abcd1"	855.504679868864	1.01826162542226	0.0261082855844455	0.23432079481111	0.895698980454629	0.923836121201895	"ATP-binding cassette, sub-family D member 1"
"Abcd2"	1735.42154660382	1.92266478108443	0.943107248988576	0.36754204033947	0.00235359584533183	0.00628993928432674	"ATP-binding cassette, sub-family D member 2"
"Abcd3"	14047.36283449	1.63208772463025	0.70671860417685	0.236551445942176	0.00112765617851756	0.00327376393721203	"ATP-binding cassette, sub-family D member 3"
"Abhd10"	392.078840374527	0.945011424393137	-0.0815963244788395	0.191570391248396	0.640806673890494	0.723136172909158	"abhydrolase domain containing 10"
"Abhd11"	2538.15581689078	0.329765734627812	-1.60048659620527	0.196467510885373	4.38162846854416e-17	2.08353988211117e-15	"abhydrolase domain containing 11"
"Abhd11os"	25.400228444674	0.800126910958394	-0.321699245776158	0.525765427930961	0.277078215719524	0.367042132062655	"abhydrolase domain containing 11, opposite strand"
"Abi1"	3517.52645338997	0.801330666226306	-0.319530406454694	0.248646821083425	0.152080327943675	0.222867983245832	"abl interactor 1"
