"symbol"	"baseMean"	"FoldChange"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"description"
"0610005C13Rik"	6908.32316685011	0.901376881620698	-0.14979764638599	0.154766084013391	-0.967897116095726	0.333095754769726	0.436634073980467	"RIKEN cDNA 0610005C13 gene"
"1700018A23Rik"	32.2510242342948	0.347896037742143	-1.52327184697961	0.59733782785477	-2.55010109178949	0.0107691687064153	0.0248755169952206	"RIKEN cDNA 1700018A23 gene"
"1700018L02Rik"	94.4907033699268	3.55556259052457	1.83007785304968	0.568306650704699	3.22022952006701	0.00128088000646035	0.00387000113795008	"RIKEN cDNA 1700018L02 gene"
"1700066M21Rik"	1249.23869368071	1.60330327407253	0.681047345403259	0.201062710479224	3.38723845799161	0.000705999955485355	0.00226940312031306	"RIKEN cDNA 1700066M21 gene"
"1700086O06Rik"	147.976670941024	1.60681680758494	0.684205457417488	0.345458098268762	1.98057437601357	0.0476390248743098	0.0895016557243504	"RIKEN cDNA 1700086O06 gene"
"2300009A05Rik"	367.927173482305	1.71116531928001	0.774979148362576	0.25269922942556	3.0668045570391	0.00216360272726355	0.00607659503237562	"RIKEN cDNA 2300009A05 gene"
"2310061I04Rik"	1122.59306189297	0.698715154334691	-0.517223663868304	0.177040529111955	-2.92149863346391	0.00348351803788368	0.00922029054556929	"RIKEN cDNA 2310061I04 gene"
"2610203C22Rik"	45.4142637973642	0.811518786519768	-0.301303601586468	0.476939795771157	-0.631743470052221	0.527554517943164	0.631508402989256	"RIKEN cDNA 2610203C22 gene"
"3110009E18Rik"	47.2742006345	0.870119775948933	-0.200714086714924	0.478236303043844	-0.419696466866764	0.6747072064747	0.756440030673668	"RIKEN cDNA 3110009E18 gene"
"4930506C21Rik"	22.281852101796	0.52168765347159	-0.938741804680771	0.675669629344765	-1.38935030362564	0.164726254292537	0.251280425519257	"RIKEN cDNA 4930506C21 gene"
"4930556N13Rik"	5.38428708975927	0.227149639969576	-2.13828507615139	1.65893713014603	-1.28894883193262	0.197415875872165	0.288475455871891	"RIKEN cDNA 4930556N13 gene"
"4932702P03Rik"	12.3500654807453	0.745871512721696	-0.423000968327065	0.983751384653999	-0.429987672623039	0.667204608483997	0.751081759264842	"RIKEN cDNA 4932702P03 gene"
"6230400D17Rik"	13.0770400925897	0.455058201151232	-1.13587701959264	0.93413440503613	-1.21596743837811	0.2239973262062	0.319103628965238	"RIKEN cDNA 6230400D17 gene"
"9330162012Rik"	152.929134117667	0.729449878940721	-0.455119242018804	0.311289428381734	-1.46204528815766	0.143728799915531	0.224718837963172	"cDNA RIKEN 9330162012 gene"
