"symbol"	"baseMean"	"FoldChange"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"description"
"0610005C13Rik"	6908.32316685011	1.26365939143643	0.337607649824225	0.153315300050567	0.0234045641073432	0.0335149469408373	"RIKEN cDNA 0610005C13 gene"
"1700018A23Rik"	32.2510242342948	0.615185664984498	-0.700906208779965	0.555425236262763	0.128778924069989	0.163072668771823	"RIKEN cDNA 1700018A23 gene"
"1700018L02Rik"	94.4907033699268	1.05236531542752	0.073635605074716	0.4842877420833	0.86685442009092	0.891418527446218	"RIKEN cDNA 1700018L02 gene"
"1700066M21Rik"	1249.23869368071	2.08537231110556	1.06030497764334	0.20178921820946	7.05089301124636e-08	1.92920267113269e-07	"RIKEN cDNA 1700066M21 gene"
"1700086O06Rik"	147.976670941024	4.36011516843486	2.12436624296905	0.337306653077707	5.21157621657469e-11	1.95292489202622e-10	"RIKEN cDNA 1700086O06 gene"
"2300009A05Rik"	367.927173482305	0.967584557036447	-0.0475403512668449	0.247408074268129	0.84272141515123	0.871149049095612	"RIKEN cDNA 2300009A05 gene"
"2310061I04Rik"	1122.59306189297	2.00744717382879	1.00536202357921	0.17608549705687	6.07785063195022e-09	1.85706050742472e-08	"RIKEN cDNA 2310061I04 gene"
"2610203C22Rik"	45.4142637973642	4.13748171254476	2.04875293529646	0.478360467787182	3.41032531983573e-06	8.02532187039842e-06	"RIKEN cDNA 2610203C22 gene"
"3110009E18Rik"	47.2742006345	1.34111880497137	0.423437046154372	0.423534337331645	0.270674769155791	0.320523036569534	"RIKEN cDNA 3110009E18 gene"
"4930506C21Rik"	22.281852101796	2.05668579949427	1.0403214097429	0.631702676566308	0.0421163932373683	0.0574465937431562	"RIKEN cDNA 4930506C21 gene"
"4930556N13Rik"	5.38428708975927	2.78782209994546	1.4791385010502	1.86133245285502	0.0365903681174181	0.0504581176339196	"RIKEN cDNA 4930556N13 gene"
"4932702P03Rik"	12.3500654807453	0.898754093841684	-0.154001657817602	0.700845107187763	0.753909335932974	0.793135007136609	"RIKEN cDNA 4932702P03 gene"
"6230400D17Rik"	13.0770400925897	4.5544918480359	2.18729009920534	1.00595632787721	0.0033375186909541	0.00541463326450083	"RIKEN cDNA 6230400D17 gene"
"9330162012Rik"	152.929134117667	1.31438929259067	0.394392632822058	0.297191810897956	0.163411842324107	0.201921980792961	"cDNA RIKEN 9330162012 gene"
"9430091E24Rik"	120.628488847645	3.11608859412738	1.63973625152899	0.509404648175232	0.000297509311134818	0.000558384506012544	"RIKEN cDNA 9430091E24 gene"
"9630015K15Rik"	44.3539959507087	0.296759918867797	-1.75263184374897	0.520933613461166	0.000162266520384479	0.000317848766491755	"RIKEN cDNA 9630015K15 gene"
"A230108P19Rik"	15.1409653029357	6.88077320638954	2.78257069259392	0.965737381308802	0.000333256249452213	0.000621027524317029	"RIKEN cDNA A230108P19 gene"
"A430057M04Rik"	3.07356494440376	0.624862253525727	-0.678389902004818	1.20551600995972	0.204706320339017	0.246972892167545	"RIKEN cDNA A430057M04 gene"
