representative	grouped_terms	genes
ribosomal subunit	ribosomal subunit;structural constituent of ribosome;ribosome	Mrps18c;Mrpl44;Mrpl21;Mrps22;Mrps18a;Rpl34;Uba52;Rpl21;Mrpl10;Mrpl43;Rpl3;Mrpl22;Rpsa;Aurkaip1;Rpl11;Mrps10;Rps12;Mrps15;Mpv17l2;Rps7;Mrps18b;Rpl37rt;Mrpl48;Rpl34-ps1;Mrpl2;Mrpl42;Rps19;Mrps21;Mrpl28;Mrpl46;Rpl36a;Rpl13-ps6;Rplp2;Mrpl55;Rpl37;Mrps24;Rpl31;Rpl41;Fau;Mrps31;Rps10;Mrpl12;Mrpl40;Rplp0;Mrpl54;Rps18;Snu13;Rpl36al;Rack1;Mrps7;Rpl5;Rps21;Rpl15;Rpl7a;Mrpl58;Rpl36a-ps1;Rpl27a;Mterf4;Rpl13a;Rps28;Mrps33;Mrpl11;Rps15;Rpl7l1;Mrpl45;Mrps25;Mrpl36;Mrps16;Mrpl51;Rps16;Rpl29;Rps8;Nhp2;Mrps35;Rpl18a;Mrpl30;Mrpl57;Mrps14;Rpl18;Mrpl13;Mrpl32;Rplp1;Rpl30;Rpl8;Rps14;Rps24;Rps27rt;Rps4x;Rps18-ps6;Rps6;Rpl22;Mrpl34;Mrpl17;Rpl35a;Rps27l;Rpl10-ps3;Mrpl50;Rps2;Rpl35;Rps3a1;Rpl6;Mrpl16;Rpl4;Ubb;Rpl23a;Rpl26;Rps20;Uba52rt;Rps3;Mrps34;Rpl9-ps6;Rpl19;Rps15a;Mrps30;Rps9;Rps11;Rps25;Mrpl27;Rpl23;Rps5;Rpl6l;Npm1;Mrpl1;Rpl32;Rps17;Mrpl35;Rpl24;Mrpl20;Rpl39;Rps26;Rpl7;Rps6-ps4;Mrpl49;Rsl24d1;Rpl22l1;Ndufa7;Uba52-ps;Mrpl14;Rpl10a;Cpeb2;Canx;Eef2;Calr;Psma6;Eef1a1
translation at synapse	translation at synapse;translation at postsynapse;translation at presynapse	Rpl36a;Rplp2;Rpl37;Rps10;Eef2;Rpl5;Rpl15;Rpl7a;Rpl27a;Rpl13a;Rps28;Rps16;Rpl29;Rpl8;Rps14;Rps24;Rpl22;Rpl35a;Rpl35;Rpl6;Rpl4;Rpl23a;Rpl26;Rps15a;Rps11;Rpl23;Rps5;Rpl32;Rpl24;Rps26;Rpl7
cellular detoxification	cellular detoxification;cellular response to toxic substance;detoxification	Aqp8;Nnt;Rdh11;Cd36;Fbln5;Aldh1a7;Apoa4;Ccs;Mpo;Gsr;Nqo1;Txn1;Gstm5;Sod2;Cat;Adh5;Sod3;Gch1;Aldh2;Slc39a8;Ambp;Sod1;Selenot;Akr1a1;Mtarc2;Esd;Gstm7;Dhfr;Prdx1;Prdx2;Park7;Prdx6;Cyp1b1;Pink1;Slc30a1
organellar ribosome	organellar ribosome;mitochondrial ribosome	Mrps18c;Mrpl44;Mrpl21;Mrps22;Mrps18a;Mrpl10;Mrpl43;Mrpl22;Aurkaip1;Mrps10;Mrps15;Mpv17l2;Mrps18b;Mrpl48;Mrpl2;Mrpl42;Mrps21;Mrpl28;Mrpl46;Mrpl55;Mrps24;Mrps31;Mrpl12;Mrpl40;Mrpl54;Mrps7;Mrpl58;Mterf4;Mrps33;Mrpl11;Mrpl45;Mrps25;Mrpl36;Mrps16;Mrpl51;Mrps35;Mrpl30;Mrpl57;Mrps14;Mrpl13;Mrpl32;Mrpl34;Mrpl17;Mrpl50;Mrpl16;Mrps34;Mrps30;Mrpl27;Ndufa7;Mrpl1;Mrpl35;Mrpl20;Mrpl49
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit	Mrpl14;Mrpl44;Mrpl21;Mrps18a;Mrpl10;Mrpl43;Mrpl22;Mpv17l2;Mrpl48;Mrpl2;Mrpl42;Mrpl28;Mrpl46;Mrpl55;Mrpl12;Mrpl40;Mrpl54;Mrpl58;Mterf4;Mrpl11;Mrpl45;Mrpl36;Mrpl51;Mrpl30;Mrpl57;Mrpl13;Mrpl32;Mrpl34;Mrpl17;Mrpl50;Mrpl16;Mrps30;Mrpl27;Mrpl1;Mrpl35;Mrpl20;Mrpl49
respiratory chain complex	respiratory chain complex;respirasome;mitochondrial respirasome	Ndufa5;Ndufb7;Uqcrh-ps1;Ndufa3;Ndufa12;Uqcrq;Ndufs3;Ndufb1;Ndufa10;Ndufs2;Ndufa11;Ndufa2;Cox6b2;Ndufab1;Uqcc3;Cox7a2l;Ndufs8;Cox6c2;Ndufv3;Cox5b;Sdhd;Uqcrb;Sdha;Ndufb3;Ndufa13;Ndufa6;Sdhb;Ndufs4;Ndufs7;Uqcrc1;Ndufb11;Uqcrc2;Cox6a2;Dmac1;Cox6c;Cox7b;Cox6b1;Uqcr11;Ndufa8;Ndufb2;Ndufb10;Uqcr10;Uqcrfs1;Cox5a;Ndufc1;Sdhc;Ndufab1-ps;Ndufv2;Ndufc2;Uqcrh;Ndufs5;Cox4i1;Cox6a1;Coa6;Ndufb8;Ndufa9;Ndufb9;Ndufa7;Ndufs6b;Ndufa1;Ndufs6;Cox8a;Ndufb5;Ndufb6;Ndufa4;Cox7a2;Rab5if;Higd1a
oxidative phosphorylation	oxidative phosphorylation;aerobic respiration;cellular respiration;energy derivation by oxidation of organic compounds	Ndufs2;Ndufa11;Bid;Uqcc2;Apoc3;Ndufa2;Slc25a33;Iscu;Ndufab1;Uqcc3;Cycs;Cox7a2l;Ndufs8;Atp5pd;Mtch2;Sdhaf2;Stoml2;Ccnb1;Ndufv3;Cox5b;Chchd10;Sdhd;Vcp;Atp5f1b;Uqcrb;Sdha;Atp5me;Atp5f1a;Tmem135;Ndufb3;Actn3;Ndufa13;Ndufa6;Sdhb;Atp5f1e;Ndufs4;Ndufs7;Rhoa;Uqcrc1;Ndufb11;Dnajc30;Ndufaf1;Uqcrc2;Cox6a2;Atp5pf;Coq7;Cox7b;Uqcr11;Ndufa8;Ndufb2;Ndufb10;Uqcr10;Uqcrfs1;Cox5a;Ndufc1;Sdhc;Ndufv2;Ndufc2;Uqcrh;Ndufs5;Atp5pb;Cox4i1;Cox6a1;Coa6;Ndufb8;Ndufa9;Chchd2;Pink1;Ndufb9;Ndufa7;Atp5f1d;Atp5f1c;Ndufa1;Park7;Ndufs6;Dnajc15;Cox8a;Ndufb5;Ndufb6;Atp5po;Atp5mf;Cox7a2;Ndufs3;Ndufb1;Ndufa10;Aco1;Idh2;Akt1;Pdha1;Cs;Oxa1l;Idh3b;Bnip3;Suclg2;Idh1;Mdh2;Ide;Cat;Mdh1;Suclg1;Il10rb;Prkaca;Gpd1;Mtln;Trap1;Sod2;Etfa;Sdhaf4;Prelid1;Etfrf1;Cisd1;Etfb;Ugp2;Cavin3;Pgm1;Acadm;Ppp1ca;Nhlrc1;Ppp1cb;Hmgb1;Ptges3;Ldha;Prkag3
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis;purine ribonucleoside triphosphate biosynthetic process;ATP biosynthetic process;purine nucleoside triphosphate biosynthetic process	Ndufa5;Ndufb7;Ndufa3;Ndufa12;Ndufs3;Ndufb1;Ndufa10;Ndufs2;Ndufa11;Ndufa2;Ndufab1;Ndufs8;Atp5pd;Stoml2;Ndufv3;Sdhd;Atp5mc1;Atp5f1b;Sdha;Atp5me;Atp5f1a;Ndufb3;Ndufa13;Ndufa6;Sdhb;Atp5f1e;Ndufs4;Ndufs7;Ndufb11;Dnajc30;Atp5pf;Ndufa8;Ndufb2;Ndufb10;Ndufc1;Sdhc;Ndufv2;Ndufc2;Ndufs5;Atp5pb;Ndufb8;Ndufa9;Atp5mc3;Ndufb9;Ndufa7;Atp5f1d;Atp5f1c;Ndufa1;Ndufs6;Ndufb5;Ndufb6;Atp5po;Atp5mf;Eno1;Uqcc3;Nme3;Vcp;Pnp;Lipa;Nme2;Ak3;Nme1
electron transport chain	electron transport chain;respiratory electron transport chain;mitochondrial ATP synthesis coupled electron transport;ATP synthesis coupled electron transport;aerobic electron transport chain	Uqcc3;Cycs;Gpd1;Cox7a2l;Ndufs8;Mtch2;Sdhaf2;Ccnb1;Etfdh;Ndufv3;Cox5b;Sdhd;Uqcrb;Sdha;Sod2;Etfa;Ndufb3;Sdhb;Ndufs4;Ndufs7;Uqcrc1;Ndufaf1;Uqcrc2;Cox6a2;Coq7;Cox7b;Uqcr11;Ndufa8;Etfrf1;Uqcr10;Uqcrfs1;Cox5a;Sdhc;Ndufv2;Ndufc2;Uqcrh;Etfb;Fdx1;Cox4i1;Cox6a1;Coa6;Ndufb8;Chchd2;Pink1;Ndufb9;Ndufa7;Park7;Ndufs6;Dnajc15;Cox8a;Ndufb6;Cox7a2;Iscu
ribonucleoside triphosphate biosynthetic process	ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process	Nme3;Ndufs8;Atp5pd;Stoml2;Ndufv3;Sdhd;Atp5mc1;Vcp;Atp5f1b;Sdha;Atp5me;Atp5f1a;Ndufb3;Ndufa13;Ndufa6;Sdhb;Atp5f1e;Pnp;Ndufs4;Ndufs7;Ndufb11;Dnajc30;Atp5pf;Lipa;Ndufa8;Ndufb2;Ndufb10;Nme2;Ak3;Nme1;Ndufc1;Sdhc;Ndufv2;Ndufc2;Ndufs5;Atp5pb;Ndufb8;Ndufa9;Atp5mc3;Ndufb9;Ndufa7;Atp5f1d;Atp5f1c;Ndufa1;Ndufs6;Ndufb5;Ndufb6;Atp5po;Atp5mf
