representative	grouped_terms	genes
respirasome	respirasome;respiratory chain complex;mitochondrial respirasome	Ndufa12;Ndufb1;Ndufb3;Cox6c;Ndufa8;Uqcrq;Cox6b1;Ndufa3;Ndufs5;Ndufa11;Cox5b;Ndufv3;Ndufa5;Uqcr11;1700066M21Rik;Higd1a;Ndufv2;Ndufa10;Cox6a1;Uqcr10;Coa6;Cox7c;Ndufa13;Ndufab1;Uqcrb;Ndufs8;Ndufs7;Ndufs3;Cox4i1;Ndufb7;Ndufa6;Ndufa1;Ndufb5;ND3;Ndufs6;Ndufa2;Ndufc1;Cox7b;Ndufb6;Ndufb4;Ndufb9;Ndufb2;Ndufb10;Cox7a2;ND2;ND1;COX3;COX2;Uqcc4;Uqcc3;Ndufb11;Dmac1;Cox8a;Sdhb;Ndufs4;Uqcrfs1;Foxred1;ND4;CYTB;Ndufa9;Ndufb8;ND6;COX1
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis;ATP biosynthetic process;purine nucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;purine ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;ribonucleotide biosynthetic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process	Ndufa12;Ndufb1;Ndufb3;Atp5mf;Ndufa8;Ndufa3;Ndufs5;Ndufa11;Ndufv3;Ndufa5;Atp5pd;Atp5pf;Ndufv2;Ndufa10;Atp5f1e;Ndufa13;Ndufab1;Ndufs8;Ndufs7;Ndufs3;Ndufb7;Ndufa6;Ndufa1;Ndufb5;ND3;Atp5mc1;Ndufs6;Ndufa2;Ndufc1;Antkmt;Ndufb6;Ndufb4;Ndufb9;Ndufb2;Ndufb10;Atp5mg;ND2;ND1;Atp5po;Ndufb11;Atp6-ps;Sdhb;Ndufs4;Atp5me;ND4;Ndufa9;Ndufb8;ATP6;Atp5f1c;ND6;Atp5f1d;Ldhd;Uqcc3;Ak3;Nme2;Nme1;Adk;Dtymk;Hprt1;Adss2;Ppcs;Slc25a16;Ak2;Guk1;Prpsap1;Cmpk1;Rd3;Kynu
ribosomal subunit	ribosomal subunit;structural constituent of ribosome;ribosome	Rpl35a;Mrps21;Mrpl4;Rps27l;Rpl36al;Mrpl57;Aurkaip1;Mrpl36;Rpl12;Mrps33;Mrpl49;Mrpl20;Rpl24;Mrpl51;Rps10;Rpl14;Mrps28;Gadd45gip1;Mrpl54;Rpl37;Rpl15;Rpl35;Rpl10-ps3;Mrps7;Rpl35rt;Mrps17;Imp3;Rpl36;Mrpl55;Rps18;Mrpl24;Rpl38;Mrpl38;Mrpl47;Nhp2;Rpl31;Rps18-ps5;Rps6;Rps25;Rpl37a;Rpl13;Mrpl30;Mrps10;Uba52;Mrps11;Mrps15;Mrpl21;Rps4l;Mrpl22;Rps17;Rpl17;Rps15;Rpl18a;Rpl18;Mrpl16;Rpl37rt;Rpl10;Rpl34;Mrpl52;Mrpl2;Rpl39;Rps11;Rpl27;Rps8;Mrpl10;Mrpl14;Rpl26;Rpl36a;Rps23;Rps19;Mrpl19;Mrpl27;Rpl21;Rpl29;Rps16;Rpl23;Rpl6l;Rps26;Rps27a;Mrps35;Rps20;Mrps34;Mrpl42;mt-Rnr1;Mrps18b;Rpl36a-ps1;Rps27rt;Mrps25;mt-Rnr2;Rpl13a;Rps14;Mrps24;Mrpl23;Rsl1d1;Rpsa;Rps29;Rpl11;Mrpl53;Mrps14;Rplp1;Mrpl34;Uba52rt;Rpl34-ps1;Rack1;Mrpl18;Rpl32;Rps28;Rpl5;Mrps26;Rpl28;Rpl6;Mrpl58;Mrps5;Rps15a;Rps6-ps4;Mrpl1;Rpl22l1;Elavl4;Usp10;Abce1;Rnf25;Mrpl17;Zfp598;Calr;Rbm3;Ndufa7;Rpl19;Nufip2;Rpl27a;Rps12;Mrps2;Rpl23a;Mrps30;Fau;Mpv17l2;Rps6kl1;Rps21;Rpl22
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I	Ndufa12;Ndufb1;Ndufb3;Ndufa8;Ndufa3;Ndufs5;Ndufa11;Ndufv3;Ndufa5;Ndufv2;Ndufa10;Ndufa13;Ndufab1;Ndufs8;Ndufs7;Ndufs3;Ndufb7;Ndufa6;Ndufa1;Ndufb5;ND3;Ndufs6;Ndufa2;Ndufc1;Ndufb6;Ndufb4;Ndufb9;Ndufb2;Ndufb10;ND2;ND1;Ndufb11;Dmac1;Ndufs4;Foxred1;ND4;Ndufa9;Ndufb8;ND6
oxidative phosphorylation	oxidative phosphorylation;aerobic respiration;cellular respiration;energy derivation by oxidation of organic compounds;generation of precursor metabolites and energy	Cycs;Ndufa12;Iscu;Ndufb1;Ndufb3;Atp5mf;Ndufa8;Uqcrq;Ndufa3;Ndufs5;Ndufa11;Cox5b;Ndufv3;Ndufa5;Uqcr11;Atp5pd;Atp5pf;1700066M21Rik;Ndufv2;Ndufa10;Cox6a1;Atp5f1e;Uqcr10;Coa6;Cox7c;Gadd45gip1;Ndufa13;Ndufab1;Uqcrb;Ndufs8;Ndufs7;Ndufs3;Cox4i1;Uqcc2;Ndufb7;Ndufa6;Ndufa1;Ndufb5;ND3;Park7;Ndufs6;Ndufa2;Ndufc1;Cox7b;Dnajc15;Chchd10;Antkmt;Ndufb6;Ndufb4;Ndufb9;Ndufb2;Ndufb10;Cox7a2;ND2;ND1;COX3;Fxn;COX2;Atp5po;Bdnf;Uqcc3;Ndufb11;Atp6-ps;Cox8a;Sdhb;Apoc3;Ndufs4;Atp5me;Uqcrfs1;Tafazzin;ND4;CYTB;Ndufa9;Ndufb8;ATP6;Atp5f1c;ND6;COX1;Atp5f1d;Mup1;Bloc1s1;Mrps36;Ide;Fh1;Cat;Bax;Etfb;Mybbp1a;Cyp1a2;Sod2;Sdhaf4;Comt;Gnas;Ppp1r2;Ptges3;Per2;Gcgr;Tigar;1810024B03Rik;Phkg2;Gsk3a;Etfbkmt;Taldo1;Tkt;Fdx1;Cox17;Gapdhrt;Fdx2;Zbtb20;Adh4;Pgls;Galt;Gale;Mlx;Tkfc;Zbtb7a;Gapdh
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	Ndufa12;Ndufb1;Ndufb3;Ndufa8;Ndufa3;Ndufs5;Ndufa11;Ndufa5;Ndufaf4;Ndufa10;Ndufa13;Ndufab1;Ndufs8;Ndufs7;Ndufs3;Ndufb7;Ndufa6;Ndufa1;Ndufb5;Ndufs6;Ndufa2;Ndufc1;Ndufb6;Ndufb4;Ndufb9;Ndufb2;Ndufb10;ND2;ND1;Ndufb11;Ndufaf2;Dmac1;Ndufs4;Tmem126a;Tafazzin;Foxred1;ND4;Ndufa9;Ndufb8;ND6;Tmem186;Ndufaf3
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;aerobic electron transport chain;electron transport chain;respiratory electron transport chain	Cycs;Ndufa12;Iscu;Ndufa8;Uqcrq;Cox5b;Ndufv3;Uqcr11;Ndufv2;Ndufa10;Cox6a1;Uqcr10;Coa6;Cox7c;Uqcrb;Ndufs8;Ndufs7;Ndufs3;Cox4i1;ND3;Park7;Ndufs6;Cox7b;Dnajc15;Ndufb6;Ndufb9;Cox7a2;ND2;ND1;COX3;COX2;Bdnf;Uqcc3;Cox8a;Sdhb;Uqcrfs1;Tafazzin;ND4;CYTB;Ndufb8;ND6;COX1;Ndufa5;Etfb;Mybbp1a;Ndufs4;Sod2;Coq7;Afg1l;Gpd1;Mtch2;ND5;Immp2l;Ndufb3;Fdx1;Fdx2
organellar ribosome	organellar ribosome;mitochondrial ribosome	Mrps21;Mrpl4;Mrpl57;Aurkaip1;Mrpl36;Mrps33;Mrpl49;Mrpl20;Mrpl51;Mrps28;Gadd45gip1;Mrpl54;Mrps7;Mrps17;Mrpl55;Mrpl24;Mrpl38;Mrpl47;Mrpl30;Mrps10;Mrps11;Mrps15;Mrpl21;Mrpl22;Mrpl16;Mrpl52;Mrpl2;Mrpl10;Mrpl14;Mrpl19;Mrpl27;Mrps35;Mrps34;Mrpl42;mt-Rnr1;Mrps18b;Mrps25;mt-Rnr2;Mrps24;Mrpl23;Mrpl53;Mrps14;Mrpl34;Mrpl18;Mrps26;Mrpl58;Mrps5;Mrpl1;Mrpl17
translation at presynapse	translation at presynapse;translation at synapse;translation at postsynapse	Rpl35a;Rpl12;Rpl24;Rps10;Rpl14;Rpl37;Rpl15;Rpl35;Rpl36;Rpl38;Rpl37a;Rpl13;Uba52;Rpl17;Rpl10;Rpl34;Rps11;Rpl27;Rpl26;Rpl36a;Rpl29;Rps16;Rpl23;Rps26;Rps27a;Rpl13a;Rps14;Rpl32;Rps28;Rpl5;Rpl28;Rpl6;Rps15a
xenobiotic metabolic process	xenobiotic metabolic process;cellular response to xenobiotic stimulus	Gstp3;Nceh1;Sult2a7;Cryz;Cyp3a13;As3mt;Cyp2c29;Ahr;Fmo4;Sult1a1;Cyp2c37;Cyp2c38;Fmo1;Sult2a4;Fmo2;Cyp2b10;Cyp3a16;Cyp2a22;Nos1;Sult2a6;Sult2a3;Cyp2c39;Cyp2g1;Cyp2c68;Cyp3a41a;Cyp3a44;Fmo3;Sult2a5;Cyp3a41b;Sult2a2;Cyp2b13;Sult2a1;Cyp2b9;Cyp2a4;Cyp2c40;Cyp2c69;Rest;Il1b;Serpine1;Fbp1;Pde4b;Adipoq;Gas6
