"symbol"	"baseMean"	"FoldChange"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"description"
"0610005C13Rik"	6908.32316685011	1.00000282766404	4.07945111390053e-06	0.00144263514253805	0.545636272385341	1	"RIKEN cDNA 0610005C13 gene"
"1700018A23Rik"	32.2510242342948	0.999997959345635	-2.94404493707054e-06	0.00144269261622243	0.0838255782623978	1	"RIKEN cDNA 1700018A23 gene"
"1700018L02Rik"	94.4907033699268	1.00000139197521	2.00819433712983e-06	0.00144269097138062	0.284871409666262	1	"RIKEN cDNA 1700018L02 gene"
"1700066M21Rik"	1249.23869368071	1.00000398580742	5.75029313637463e-06	0.00144266336442606	0.270714746178156	1	"RIKEN cDNA 1700066M21 gene"
"1700086O06Rik"	147.976670941024	1.00000023900788	3.44815443444019e-07	0.0014426816360163	0.913655060631089	1	"RIKEN cDNA 1700086O06 gene"
"2300009A05Rik"	367.927173482305	1.00000071326484	1.0290232756903e-06	0.00144267076764092	0.809152253316208	1	"RIKEN cDNA 2300009A05 gene"
"2310061I04Rik"	1122.59306189297	1.00000011688947	1.68635845435098e-07	0.00144264684613793	0.978909862685459	1	"RIKEN cDNA 2310061I04 gene"
"2610203C22Rik"	45.4142637973642	0.999999156476974	-1.21694699959878e-06	0.00144268843024811	0.584973040886122	1	"RIKEN cDNA 2610203C22 gene"
"3110009E18Rik"	47.2742006345	0.999998717924432	-1.84964525028547e-06	0.00144268876040869	0.409286900221984	1	"RIKEN cDNA 3110009E18 gene"
"4930506C21Rik"	22.281852101796	1.00000079814724	1.15148259859275e-06	0.00144269209203489	0.445684066978618	1	"RIKEN cDNA 4930506C21 gene"
"4930556N13Rik"	5.38428708975927	1.00000013286344	1.91681410445872e-07	0.00144269454330927	0.740309317386515	1	"RIKEN cDNA 4930556N13 gene"
"4932702P03Rik"	12.3500654807453	0.999999036190765	-1.39048347416752e-06	0.00144269390071781	0.186406194462794	1	"RIKEN cDNA 4932702P03 gene"
"6230400D17Rik"	13.0770400925897	0.99999937478867	-9.01989566704253e-07	0.00144269347285551	0.420135540077288	1	"RIKEN cDNA 6230400D17 gene"
"9330162012Rik"	152.929134117667	0.999997847181751	-3.10586355492716e-06	0.00144268094077301	0.356495211621015	1	"cDNA RIKEN 9330162012 gene"
"9430091E24Rik"	120.628488847645	0.999999782411921	-3.13913276945966e-07	0.00144268895279841	0.811047795058776	1	"RIKEN cDNA 9430091E24 gene"
"9630015K15Rik"	44.3539959507087	0.999998959268484	-1.50145897834468e-06	0.00144268891202385	0.487956178259757	1	"RIKEN cDNA 9630015K15 gene"
"A230108P19Rik"	15.1409653029357	0.999999377565181	-8.97983905848451e-07	0.00144269348093209	0.421102379370339	1	"RIKEN cDNA A230108P19 gene"
"A430057M04Rik"	3.07356494440376	0.999999508876709	-7.08541310712908e-07	0.00144269471152698	0.212254572720243	1	"RIKEN cDNA A430057M04 gene"
"AA467197"	3.67654476803945	1.00000016638641	2.40044824337223e-07	0.00144269494584941	0.322843959158186	1	"expressed sequence AA467197"
"AW495222"	19.6811530398572	0.999999005959492	-1.43409802455935e-06	0.00144269391619168	0.173230358720332	1	"expressed sequence AW495222"
"Aadat"	2324.25515831149	1.00000456357554	6.58383277178113e-06	0.00144267296773226	0.156354409486497	1	"aminoadipate aminotransferase"
"Aamp"	5658.69003582816	0.999995795166791	-6.06630477239605e-06	0.00144265259210078	0.306178338500533	1	"angio-associated migratory protein"
"Aars2"	749.199861123039	0.999995760519486	-6.11629047787538e-06	0.00144266839982589	0.211036371891452	1	"alanyl-tRNA synthetase 2, mitochondrial"
"Aass"	10173.904661938	0.999998355298457	-2.37280471041364e-06	0.00144266504375853	0.613099473684396	1	"aminoadipate-semialdehyde synthase"
