"symbol"	"baseMean"	"FoldChange"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"description"
"0610005C13Rik"	6908.32316685011	0.999998002875846	-2.88124399049283e-06	0.00144263358615359	0.667147147301381	0.995320691985826	"RIKEN cDNA 0610005C13 gene"
"1700018A23Rik"	32.2510242342948	0.999998571162944	-2.0613776080292e-06	0.00144269167156667	0.233179491484995	0.995320691985826	"RIKEN cDNA 1700018A23 gene"
"1700018L02Rik"	94.4907033699268	0.999998350761825	-2.37934969875665e-06	0.00144269134195152	0.19752544791865	0.995320691985826	"RIKEN cDNA 1700018L02 gene"
"1700066M21Rik"	1249.23869368071	0.999997906360594	-3.02048634956519e-06	0.00144265923983167	0.558833153060986	0.995320691985826	"RIKEN cDNA 1700066M21 gene"
"1700086O06Rik"	147.976670941024	0.999999862647805	-1.9815734442501e-07	0.00144268142852677	0.946389295704114	0.995320691985826	"RIKEN cDNA 1700086O06 gene"
"2300009A05Rik"	367.927173482305	0.999998761009125	-1.78748709913076e-06	0.00144267110749765	0.66754408436974	0.995320691985826	"RIKEN cDNA 2300009A05 gene"
"2310061I04Rik"	1122.59306189297	0.999995837889392	-6.00466883055055e-06	0.00144265334506102	0.302178835899548	0.995320691985826	"RIKEN cDNA 2310061I04 gene"
"2610203C22Rik"	45.4142637973642	0.999999929963982	-1.01040619255431e-07	0.00144268809619528	0.971775478151714	0.995320691985826	"RIKEN cDNA 2610203C22 gene"
"3110009E18Rik"	47.2742006345	1.00000082179918	1.18560510860216e-06	0.00144268828229775	0.598978488474426	0.995320691985826	"RIKEN cDNA 3110009E18 gene"
"4930506C21Rik"	22.281852101796	0.999999352421207	-9.34259015823585e-07	0.00144269186329745	0.546164947582708	0.995320691985826	"RIKEN cDNA 4930506C21 gene"
"4930556N13Rik"	5.38428708975927	1.00000023969041	3.4580012498036e-07	0.00144269456186187	0.558604557828502	0.995320691985826	"RIKEN cDNA 4930556N13 gene"
"4932702P03Rik"	12.3500654807453	1.0000008664996	1.25009413230463e-06	0.00144269381080785	0.234142551565102	0.995320691985826	"RIKEN cDNA 4932702P03 gene"
"6230400D17Rik"	13.0770400925897	0.999999428001794	-8.25219211160994e-07	0.00144269330219989	0.469912449952139	0.995320691985826	"RIKEN cDNA 6230400D17 gene"
"9330162012Rik"	152.929134117667	0.999999526257593	-6.83465982804724e-07	0.00144267906541138	0.838733726696845	0.995320691985826	"cDNA RIKEN 9330162012 gene"
"9430091E24Rik"	120.628488847645	0.999998911848094	-1.56987221232524e-06	0.00144268943788787	0.412157687588159	0.995320691985826	"RIKEN cDNA 9430091E24 gene"
"9630015K15Rik"	44.3539959507087	1.00000059949226	8.64884256019623e-07	0.00144268872463127	0.689772570540957	0.995320691985826	"RIKEN cDNA 9630015K15 gene"
"A230108P19Rik"	15.1409653029357	0.999999203141626	-1.14962408251265e-06	0.00144269353283086	0.306238365743575	0.995320691985826	"RIKEN cDNA A230108P19 gene"
"A430057M04Rik"	3.07356494440376	1.00000017418522	2.51296135106733e-07	0.00144269445108502	0.73993324148044	0.995320691985826	"RIKEN cDNA A430057M04 gene"
"AA467197"	3.67654476803945	1.00000002481421	3.57993335171931e-08	0.00144269485778407	0.943162447228253	0.995320691985826	"expressed sequence AA467197"
"AW495222"	19.6811530398572	1.00000041898662	6.0446978937614e-07	0.00144269337312702	0.596023693345258	0.995320691985826	"expressed sequence AW495222"
"Aadat"	2324.25515831149	1.00000241820103	3.48872241439801e-06	0.00144266741343208	0.452753013572703	0.995320691985826	"aminoadipate aminotransferase"
"Aamp"	5658.69003582816	1.00000215491523	3.108882172747e-06	0.00144264771703954	0.60187469455424	0.995320691985826	"angio-associated migratory protein"
"Aars2"	749.199861123039	0.999996726671865	-4.72242199711071e-06	0.00144266574401556	0.334460202122568	0.995320691985826	"alanyl-tRNA synthetase 2, mitochondrial"
"Aass"	10173.904661938	0.999999782539383	-3.13729388018582e-07	0.00144266403610984	0.945234378143036	0.995320691985826	"aminoadipate-semialdehyde synthase"
"Abat"	5936.22448587955	1.00000414716321	5.98307939385449e-06	0.0014426844046168	0.0890839296355659	0.995320691985826	"4-aminobutyrate aminotransferase"
"Abca9"	234.556276760747	0.999999172546925	-1.19376294171406e-06	0.00144268674211041	0.668228429797498	0.995320691985826	"ATP-binding cassette, sub-family A member 9"
"Abcb10"	1107.73199198702	0.999998093194002	-2.75094218058355e-06	0.00144265593184027	0.60908618578211	0.995320691985826	"ATP-binding cassette, sub-family B member 10"
"Abcb6"	1628.46927119326	1.00000133037599	1.91932556784942e-06	0.00144265271030606	0.731756229665165	0.995320691985826	"ATP-binding cassette, sub-family B member 6"
"Abcb7"	1693.67685723883	0.999999006736374	-1.43297721902903e-06	0.00144262710547224	0.83688606209852	0.995320691985826	"ATP-binding cassette, sub-family B member 7"
"Abcb8"	1128.73995042782	1.00000307280016	4.43310674766927e-06	0.00144265305182758	0.439403739214137	0.995320691985826	"ATP-binding cassette, sub-family B member 8"
"Abcd1"	855.504679868864	1.00000008478277	1.22315677497697e-07	0.0014426720044853	0.97465446392839	0.995320691985826	"ATP-binding cassette, sub-family D member 1"
"Abcd2"	1735.42154660382	1.00000099579981	1.4366347355843e-06	0.0014426839369274	0.621937793995365	0.995320691985826	"ATP-binding cassette, sub-family D member 2"
"Abcd3"	14047.36283449	1.00000315668557	4.55412742675496e-06	0.00144267230557047	0.297980619911152	0.995320691985826	"ATP-binding cassette, sub-family D member 3"
"Abhd10"	392.078840374527	1.00000067573963	9.74885888317777e-07	0.00144265781571668	0.852781295033273	0.995320691985826	"abhydrolase domain containing 10"
"Abhd11"	2538.15581689078	0.999994329866629	-8.18029648766971e-06	0.00144266765867966	0.124132484071792	0.995320691985826	"abhydrolase domain containing 11"
"Abhd11os"	25.400228444674	1.00000081793094	1.18002442867402e-06	0.00144269278521952	0.384606237921132	0.995320691985826	"abhydrolase domain containing 11, opposite strand"
