representative	grouped_terms	genes
transporter complex	transporter complex;transmembrane transporter complex;respiratory chain complex;mitochondrial respirasome;mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I;oxidoreductase complex	Timm9;Ndufv3;Timm10b;Ndufa3;Uqcrq;Ndufa8;Ndufb4;Foxred1;Ndufa11;Ndufs5;Ndufs3;Ndufa10;Ndufa5;Ndufa13;Ndufs7;Uqcc3;Ndufs8;Ndufb2;Ndufb7;Ndufv2;Uqcr11;Ndufa6;Ndufa1;Ndufb3;Ndufa2;Ndufa12;Ndufs6;Ccdc51;Uqcr10;Ndufb10;Ndufb9;Ndufb5;Uqcrb;Cox6c;Cox5b;Cox6a1;Cox6b1;Cox4i1;Cox7c;Hsd17b8;Abhd11
respirasome	respirasome;respiratory chain complex;mitochondrial respirasome	Ndufv3;1700066M21Rik;Ndufa3;Uqcrq;Ndufa8;Ndufb4;Cox6c;Foxred1;Ndufa11;Ndufs5;Cox5b;Cox6a1;Ndufs3;Ndufa10;Ndufa5;Cox6b1;Ndufa13;Higd1a;Ndufs7;Uqcc3;Ndufs8;Ndufb2;Ndufb7;Cox4i1;Ndufv2;Uqcr11;Ndufa6;Ndufa1;Ndufb3;Ndufa2;Ndufa12;Ndufs6;Uqcc4;Cox7c;Uqcr10;Ndufb10;Ndufb9;Ndufb5;Uqcrb
carboxylic acid metabolic process	carboxylic acid metabolic process;organic acid metabolic process;oxoacid metabolic process	Gatm;Pnpla8;Txnrd1;Gcdh;Aldh3a2;Pcx;Ptges2;Fasn;Aco2;Acot9;Hadhb;Gls;Prkaca;Dlst;Echdc1;Gpam;Acad8;Bckdhb;Suclg1;Mcat;Pdk3;Dglucy;Acot11;Dld;Cpt1a;Sardh;Gstz1;Amt;Etfdh;Qdpr;Aldh1l1;Acad12;Pfkp;Crat;Gldc;Pdk4;Acad11;Sdha;Ppm1k;Agxt;Sucla2;Abcd1;Mccc2;Hadha;Acat1;Slc25a44;Acaca;Mmut;Ucp2;Vdac1;Dlat;Acacb;Gcsh;Pdk1;Acad10;Acadl;Cps1;Mthfsl;Echs1;Mpc2;Glud1;Acot7;Gcat;Abat;Mthfs;Aldh4a1;Acot2;Me2;Kyat3;Acad9;Hadh;Echdc3;Ehhadh;Mpc1;Idh2;Abcd2;Hexb;Hao2
organic acid catabolic process	organic acid catabolic process;carboxylic acid catabolic process;small molecule catabolic process	Hadhb;Gls;Echdc1;Acad8;Bckdhb;Dld;Cpt1a;Sardh;Gstz1;Amt;Etfdh;Qdpr;Aldh1l1;Acad12;Crat;Gldc;Acad11;Ppm1k;Agxt;Abcd1;Mccc2;Hadha;Acat1;Slc25a44;Acacb;Gcsh;Acad10;Acadl;Mthfsl;Echs1;Glud1;Acot7;Gcat;Abat;Mthfs;Aldh4a1;Acot2;Hadh;Ehhadh;Abcd2;Hexb;Hao2;Pfkp
heterocyclic compound binding	heterocyclic compound binding;nucleotide binding;nucleoside phosphate binding;anion binding;purine nucleotide binding;adenyl nucleotide binding	Dmpk;Afg3l2;Gfm2;Adck2;Txnrd1;Gcdh;Pcx;Tufm;Polq;Gars1;Hnrnpu;Dars2;Prkaca;Grpel2;Septin4;Cisd1;Acad8;Adck1;Abca9;Suclg1;Dnm1l;Pdk3;Atad1;Kars1;Atp5f1a;Lars2;Dld;Sardh;Qdpr;Pfkp;Pif1;Maoa;Gldc;Pdk4;Agk;Acad11;Hspa9;Mccc1;Nubpl;Afg3l1;Sptlc2;Abcb7;Sdha;Iars2;Gfm1;Cryz;Clpx;Paics;Lig3;Agxt;Sucla2;Abcd1;Mtpap;Nnt;Mccc2;Hadha;Mmab;Acat1;Acaca;Mmut;Vdac1;Acacb;Guf1;Atp5f1b;Pdk1;Pccb;Acad10;Acadl;Cps1;Hspd1;Mthfsl;Dmgdh;Coq8b;Glud1;Acot7;Gcat;Abat;Mthfs;Aldh9a1;Sqor;Coq8a;Me2;Kyat3;Acad9;Hadh;Ehhadh;Rfk;Idh2;Maob;Acss3;Abcd2;Hao2;Fundc2
organelle inner membrane	organelle inner membrane;mitochondrial inner membrane	Alas2;Timm9;Abcb10;Ociad2;Ndufv3;Pet100;Mgst1;Mrpl38;Aurkaip1;Endog;Mrpl4;Romo1;Timm10b;Timm23;Mrps7;Atp5f1e;Gadd45gip1;Ndufa3;Uqcrq;Mrpl57;Ndufa8;Ndufb4;Cox6c;Ldhd;Mrpl51;Uqcc2;Mrps21;Foxred1;Mrpl55;Bok;Ndufa11;Ndufs5;Mrpl2;Cox5b;Mrps11;Cox6a1;Ndufs3;Mrps28;Mrpl10;Atp5mg;Mrps33;Ndufa10;Mrpl18;Ndufa5;Cox6b1;Dnajc19;Mrpl52;Mrpl20;Mrpl54;Mrpl36;Atp5pd;Ndufa13;Maip1;Chchd10;Mcur1;Atp5pf;Higd1a;Ndufs7;Fdxr;Uqcc3;Ndufs8;Ndufb2;Micos10;Cox20;Slc25a30;Mrpl14;Ndufb7;Higd2a;Cox4i1;Ndufv2;Uqcr11;Letm1;Ndufa6;Slc25a10;Mrpl22;Sirt5;Eral1;Hsd17b10;Ak2;Tafazzin;Ndufa1;Mrpl21;Ndufb3;Fahd1;Ndufa2;Sirt4;Apex2;Slc25a16;Mrps15;Atp5mf;Ndufa12;Aifm3;Alas1;Ndufs6;Them4;Cox18;Uqcc4;Mrps34;Mrpl58;Cox7c;Tmem186;Coq10b;Mrpl24;Cox11;Slc25a42;Pgam5;Mrpl49;Mrps17;Mrpl19;Ccdc51;Uqcr10;Atp5f1d;Slc25a37;Ndufb10;Ndufb9;Ndufb5;Slc25a19;Uqcrb;Coq3;Ptpmt1;Dnajc11;Mrpl27;Mrpl30;Mrpl47;Rhot2;Pam16;Tomm40
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;purine nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;proton motive force-driven mitochondrial ATP synthesis;nucleoside triphosphate biosynthetic process;ATP biosynthetic process;purine nucleoside triphosphate metabolic process;nucleoside triphosphate metabolic process;ATP metabolic process;ribonucleoside triphosphate metabolic process;purine ribonucleoside triphosphate metabolic process;purine ribonucleotide biosynthetic process;carbohydrate derivative biosynthetic process;ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process;nucleotide biosynthetic process	Ndufv3;Atp5f1e;Ndufa3;Ndufa8;Ndufb4;Ndufa11;Ndufs5;Ndufs3;Atp5mg;Ndufa10;Ndufa5;Atp5pd;Ndufa13;Atp5pf;Ndufs7;Ndufs8;Ndufb2;Ndufb7;Ndufv2;Ndufa6;Antkmt;Ndufa1;Ndufb3;Ndufa2;Atp5mf;Ndufa12;Ndufs6;Atp5f1d;Ndufb10;Ndufb9;Ndufb5;Ldhd;Uqcc3;Cox11;Ak2;Guk1;Acsl6;Slc25a16;Slc25a42;Tyw5;Slc25a10;Pyurf;Flad1
oxidative phosphorylation	oxidative phosphorylation;aerobic respiration;energy derivation by oxidation of organic compounds;cellular respiration;generation of precursor metabolites and energy	Iscu;Ndufv3;1700066M21Rik;Atp5f1e;Gadd45gip1;Ndufa3;Uqcrq;Ndufa8;Ndufb4;Uqcc2;Ndufa11;Ndufs5;Cox5b;Cox6a1;Ndufs3;Park7;Ndufa10;Ndufa5;Cycs;Atp5pd;Ndufa13;Chchd10;Atp5pf;Ndufs7;Uqcc3;Ndufs8;Ndufb2;Ndufb7;Cox4i1;Ndufv2;Uqcr11;Ndufa6;Antkmt;Fxn;Tafazzin;Ndufa1;Ndufb3;Ndufa2;Atp5mf;Ndufa12;Ndufs6;Cox7c;Uqcr10;Atp5f1d;Ndufb10;Ndufb9;Ndufb5;Uqcrb;Bloc1s1;Fh1;Comt;Bax;Coq10b;Etfb;Etfbkmt;Cox17
ribosomal subunit	ribosomal subunit;organellar ribosome;mitochondrial ribosome;ribosome;structural constituent of ribosome;ribonucleoprotein complex;structural molecule activity;peptide biosynthetic process;translation;peptide metabolic process	Mrpl38;Aurkaip1;Mrpl4;Mrps7;Gadd45gip1;Mrpl57;Mrpl51;Mrps21;Mrpl55;Mrpl2;Mrps11;Mrps28;Mrpl10;Mrps33;Mrpl18;Mrpl52;Mrpl20;Mrpl54;Mrpl36;Mrpl14;Mrpl22;Mrpl21;Mrps15;Mrps34;Mrpl58;Mrpl24;Mrpl49;Mrps17;Mrpl19;Rpl18;Mrpl27;Mrpl30;Mrpl47;Mrps26;Mrpl16;Mrps10;Mrps24;Slirp;Nop56;Hsd17b10;Znhit3;Uqcc2;Pdf;Aars2;Mtif2;Rpusd3;Mtres1;Nars2;Vars2;Mgst1;Sod1;Park7
inner mitochondrial membrane protein complex	inner mitochondrial membrane protein complex;membrane protein complex	Timm9;Ndufv3;Romo1;Timm10b;Timm23;Atp5f1e;Ndufa3;Uqcrq;Ndufa8;Ndufb4;Cox6c;Foxred1;Ndufa11;Ndufs5;Cox5b;Cox6a1;Ndufs3;Atp5mg;Ndufa10;Ndufa5;Cox6b1;Dnajc19;Atp5pd;Ndufa13;Chchd10;Atp5pf;Ndufs7;Uqcc3;Ndufs8;Ndufb2;Micos10;Ndufb7;Cox4i1;Ndufv2;Uqcr11;Ndufa6;Ndufa1;Ndufb3;Ndufa2;Atp5mf;Ndufa12;Ndufs6;Cox7c;Uqcr10;Atp5f1d;Ndufb10;Ndufb9;Ndufb5;Uqcrb;Dnajc11;Pam16;Bax;Tomm40l;Syvn1;Ccdc51;Tomm7;Pyurf;Tomm40
