representative	grouped_terms	genes
cellular lipid catabolic process	cellular lipid catabolic process;fatty acid catabolic process;fatty acid beta-oxidation;lipid catabolic process;monocarboxylic acid catabolic process;lipid modification;fatty acid oxidation;lipid oxidation	Acaa1b;Prdx6;Acaa2;Acot2;Echs1;Hexb;Acads;Mlycd;Auh;Eci2;Hsd17b4;Hadh;Ehhadh;Etfdh;Pnpla8;Acadm;Acadvl;Acat1;Abcd3;Hadhb;Crat;Decr1;Acad11;Abcd2;Hadha;Amacr;Crot;Acadl;Cpt1a;Cpt2;Ephx2;Agk;Pdk4
inner mitochondrial membrane protein complex	inner mitochondrial membrane protein complex;membrane protein complex	Ndufa12;Uqcr11;Uqcrq;Cox6c;Ndufa5;Ndufb7;Atp5mf;Ndufa13;Uqcr10;Atp5f1e;Ndufa2;Ndufa6;Ndufb2;Ndufa11;Cox5b;Atp5pd;Romo1;Atp5mc1;Atp5pf;Ndufc1;Timm10b;Ndufv3;Micos10;Ndufv2;Uqcc3;Ndufs8;Ndufs5;Cox7c;Ndufs7;Smdt1;Dnajc19;Cox7b;Ndufa1;Ndufs6;Cox6b1;Uqcrb;Cox6a1;Ndufb3;Ndufb10;Dnajc15;Cox8b;Cox4i1;Ndufa3;Atp5po;Immp1l;Ndufa7;Immp2l;Timm23;Ndufb11;Timm9;Ndufb5;Sdhb;Atp5mj;Atp5me;Ndufa8;Chchd10;Atp5f1d;Cox7a2;Dmac1;Ndufab1;Ndufa10;Ndufb9;Uqcrh;Ndufs3;Pam16;Ndufb4;Atp5mk;Timm50;Ndufb6;Foxred1;Phb1;Ndufb8;Cox8a;Chchd3;Syvn1;Bax;Tomm7;Tomm40l;Coa6;Cacna1d;Tomm6;Tomm40;Bcl2;Ccdc51;Mtx1;Tomm5;Cpt1c
transporter complex	transporter complex;transmembrane transporter complex;oxidoreductase complex	Ndufa12;Uqcr11;Uqcrq;Ndufa5;Ndufb7;Ndufa13;Uqcr10;Ndufa2;Ndufa6;Ndufb2;Ndufa11;Atp5mc1;Ndufc1;Timm10b;Ndufv3;Ndufv2;Uqcc3;Ndufs8;Timm13;Ndufs5;Ndufs7;Smdt1;Cacna1d;Ndufa1;Ndufs6;Uqcrb;Ndufb3;Ndufb10;Ndufa3;Ndufa7;Ndufb11;Ccdc51;Timm9;Ndufb5;Ndufa8;Dmac1;Ndufab1;Ndufa10;Cpt1c;Ndufb9;Uqcrh;Ndufs3;Ndufb4;Ndufb6;Foxred1;Ndufb8;Hsd17b8;Sdhb;Abhd11
monocarboxylic acid metabolic process	monocarboxylic acid metabolic process;fatty acid metabolic process;organic acid metabolic process;oxoacid metabolic process;carboxylic acid metabolic process	Etfa;Acsm1;Acsf3;Eci1;Gatm;Lypla1;Kmo;Lias;Acsl6;Fabp1;Pdhx;Acadsb;Pdha1;Vdac1;Acot9;Acaa1b;Acaa2;Acot2;Ephx2;Pdk4;Echs1;Pcx;Abat;Acsf2;Sco1;Hexb;Ogdh;Ptges2;Mmut;Acads;Mlycd;Auh;Eci2;Dld;Hsd17b4;Hadh;Ehhadh;Ech1;Aldh3a2;Etfdh;Acsl1;Pnpla8;Acadm;Acadvl;Acat1;Abcd3;Hadhb;Crat;Decr1;Acad11;Abcd2;Hadha;Amacr;Crot;Acadl;Cpt1a;Cpt2;Ppa2;Amt;Dlst;Acad8;Aldh6a1;Sucla2;Got2;Sdha;Aadat;Gcsh;Glud1;Ppm1k;Hmgcl
oxidative phosphorylation	oxidative phosphorylation;aerobic respiration;cellular respiration;energy derivation by oxidation of organic compounds;generation of precursor metabolites and energy	Ndufa12;Uqcr11;Uqcrq;Ndufa5;Ndufb7;Atp5mf;Ndufa13;Uqcr10;Atp5f1e;Antkmt;Ndufa2;Ndufa6;Ndufb2;Ndufa11;Cox5b;Atp5pd;Atp5pf;Ndufc1;Uqcc2;Cycs;Ndufv3;Ndufv2;Uqcc3;Coa6;Ndufs8;Tafazzin;Ndufs5;Cox7c;Gadd45gip1;Ndufs7;Cox7b;Ndufa1;Ndufs6;Uqcrb;Cox6a1;Ndufb3;Fxn;Ndufb10;Dnajc15;Atpsckmt;Cox8b;Cox4i1;Ndufa3;Park7;Atp5po;Ndufa7;Ndufb11;Ndufb5;Sdhb;Atp5me;Ndufa8;Chchd10;Atp5f1d;Cox7a2;Ndufab1;Ndufa10;Afg1l;Ndufb9;Iscu;Uqcrh;Ndufs3;Bloc1s1;Ndufb4;Ndufb6;Ndufb8;Acly;Cox8a;Bax;Immp2l;Etfb;Fdx2;Cox17;Rpia;Acacb;Fdx1;Etfbkmt
respiratory chain complex	respiratory chain complex;respirasome;mitochondrial respirasome	Ndufa12;Uqcr11;Uqcrq;Cox6c;Ndufa5;Ndufb7;Ndufa13;Uqcr10;Ndufa2;Ndufa6;Ndufb2;Ndufa11;Cox5b;Ndufc1;Ndufv3;Ndufv2;Uqcc3;Coa6;Ndufs8;Ndufs5;Cox7c;Ndufs7;Cox7b;Ndufa1;Ndufs6;Cox6b1;Uqcrb;Cox6a1;Ndufb3;Ndufb10;Cox8b;Cox4i1;Ndufa3;Ndufa7;Ndufb11;Ndufb5;Sdhb;Ndufa8;Cox7a2;Dmac1;Ndufab1;Ndufa10;Ndufb9;Uqcrh;Ndufs3;Ndufb4;Ndufb6;Foxred1;Ndufb8;Cox8a;Uqcc4;Higd1a
cellular lipid metabolic process	cellular lipid metabolic process;lipid metabolic process	Serac1;Etfa;Acsm1;Acsf3;Eci1;Lypla1;Lias;Acsl6;Fabp1;Acadsb;Acot9;Acaa1b;Prdx6;Chpt1;Acaa2;Pxmp4;Acot2;Ephx2;Agk;Ptdss1;Pdk4;Echs1;Pcx;Acsf2;Sco1;Hexb;Ptges2;Mmut;Acads;Pisd;Mlycd;Idi1;Auh;Eci2;Pigw;Dld;Hsd17b4;Hadh;Ehhadh;Ech1;Aldh3a2;Etfdh;Acsl1;Pnpla8;Hmgcs2;Acadm;Acadvl;Acat1;Abcd3;Hadhb;Crat;Decr1;Acad11;Abcd2;Hadha;Amacr;Crot;Acadl;Dhrs4;Cpt1a;Cpt2;Plcxd1;Atp5f1a;Acad8;Opa3;Lactb;Atp5f1b;Ptgr3;Fech;Hmgcl;Bdh1
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis;purine nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process;ATP biosynthetic process;ribonucleoside triphosphate metabolic process;purine ribonucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process;ATP metabolic process;nucleoside triphosphate metabolic process;purine ribonucleotide biosynthetic process;ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process;carbohydrate derivative biosynthetic process;nucleotide biosynthetic process;nucleoside phosphate biosynthetic process	Ndufa12;Ndufa5;Ndufb7;Atp5mf;Ndufa13;Atp5f1e;Antkmt;Ndufa2;Ndufa6;Ndufb2;Ndufa11;Atp5pd;Atp5mc1;Atp5pf;Ndufc1;Ndufv3;Ndufv2;Ndufs8;Ndufs5;Ndufs7;Ndufa1;Ndufs6;Ndufb3;Ndufb10;Atpsckmt;Ndufa3;Atp5po;Ndufa7;Ndufb11;Ndufb5;Sdhb;Atp5me;Ndufa8;Atp5f1d;Ndufab1;Ndufa10;Ndufb9;Ndufs3;Ndufb4;Ndufb6;Ndufb8;Uqcc3;Nme3;Nme6;Prkn;Fis1;Acacb;Acly;Dcakd;Acss1;Dhodh;Bcl2;Dcxr;Flad1
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I;NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	Ndufa12;Ndufa5;Ndufb7;Ndufa13;Ndufa2;Ndufa6;Ndufb2;Ndufa11;Ndufc1;Ndufv3;Ndufv2;Ndufs8;Ndufs5;Ndufs7;Ndufa1;Ndufs6;Ndufb3;Ndufb10;Ndufa3;Ndufa7;Ndufb11;Ndufb5;Ndufa8;Dmac1;Ndufab1;Ndufa10;Ndufb9;Ndufs3;Ndufb4;Ndufb6;Foxred1;Ndufb8;Dmac2;Tafazzin
organic acid catabolic process	organic acid catabolic process;carboxylic acid catabolic process;small molecule catabolic process	Etfa;Acsf3;Eci1;Kmo;Fabp1;Amt;Acadsb;Acaa1b;Acad8;Acaa2;Acot2;Aldh6a1;Echs1;Got2;Abat;Hexb;Acads;Gcsh;Mlycd;Auh;Eci2;Dld;Hsd17b4;Hadh;Ehhadh;Glud1;Ppm1k;Etfdh;Hmgcl;Acadm;Acadvl;Acat1;Abcd3;Hadhb;Crat;Decr1;Acad11;Abcd2;Hadha;Crot;Acadl;Cpt1a;Cpt2
