representative	grouped_terms	genes
oxidative phosphorylation	oxidative phosphorylation;aerobic respiration;energy derivation by oxidation of organic compounds;cellular respiration;generation of precursor metabolites and energy	Ndufc1;Ak4;Atp5po;Shmt2;Ndufb2;Ndufs6;Uqcrc2;Ndufa13;Slc25a23;Ndufb5;Atp5pd;Ndufs4;Chchd2;Ndufs7;Ndufa5;Cox7a2;Mtch2;Ndufb7;Ndufb4;Cox7b;Ndufaf1;Ndufab1;Cox4i1;Uqcr11;Ndufb6;Gadd45gip1;Cox4i2;Cox5b;Afg1l;Uqcrfs1;Uqcrb;Cox7c;Uqcr10;Atp5mf;Atp5f1e;Ndufs3;Park7;Ndufs8;Dnajc15;Cox8a;Ndufa1;Atp5pf;Uqcc2;Ndufa11;Ndufs5;Ndufv2;Ndufv3;Slc25a33;Ndufa3;Uqcrq;Ndufa8;Chchd10;Ndufa12;Ndufa10;Ndufb3;Cox6a1;Coa6;1700066M21Rik;Iscu;Cycs;Csl;Idh3a;Mtfr1;Bloc1s1;Pdha1;Fh1;Ogdh;Mtfr1l;Mrps36;Cat;Ide;Acadm;Prkaca;Pnpt1;Etfb;Coq10b;Sdhaf4;Lyrm7;Bax;Sod2;Comt;Cox17;Acat1;Fdx1;Hmgcs2;Etfbkmt
respiratory chain complex	respiratory chain complex;respirasome;mitochondrial respirasome	Ndufb2;Ndufs6;Uqcrc2;Ndufa13;Ndufb5;Ndufs4;Ndufs7;Ndufa5;Cox7a2;Ndufb7;Ndufb4;Dmac1;Cox7b;Ndufab1;Cox4i1;Uqcr11;Ndufb6;Cox4i2;Cox5b;Uqcrfs1;Uqcrb;Cox7c;Uqcr10;Cox6c;Ndufs3;Ndufs8;Cox8a;Ndufa1;Cox6b1;Ndufa11;Ndufs5;Ndufv2;Ndufv3;Ndufa3;Uqcrq;Ndufa8;Ndufa12;Ndufa10;Ndufb3;Cox6a1;Coa6;1700066M21Rik;Higd1a
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;electron transport chain;respiratory electron transport chain;aerobic electron transport chain	Chchd2;Ndufs7;Cox7a2;Mtch2;Cox7b;Ndufaf1;Cox4i1;Uqcr11;Ndufb6;Cox4i2;Cox5b;Afg1l;Uqcrfs1;Uqcrb;Cox7c;Uqcr10;Ndufs3;Park7;Ndufs8;Dnajc15;Cox8a;Ndufv2;Ndufv3;Uqcrq;Ndufa8;Ndufa12;Ndufa10;Cox6a1;Coa6;Iscu;Cycs;Etfb;Ndufs4;Ndufa5;Fdx1;Ndufb3;Sod2
mitochondrial inner membrane	mitochondrial inner membrane;organelle inner membrane	Ndufs4;Cyp27a1;Mrpl51;Yme1l1;Tomm22;Apex2;Sirt5;Slc25a10;Timm13;Mthfd2l;Mrps5;Ptpmt1;Ndufs7;Mrps15;Bcl2l1;Hccs;Ndufaf3;Coq10b;Ndufa5;Cox7a2;Phb1;Acat1;Mrpl24;Eral1;Fpgs;Mtch2;Ndufb7;Mrpl55;Ndufb4;Dmac1;Fdx1;Letmd1;Chchd3;Cox7b;Sirt4;Ociad2;Ndufab1;Maip1;Cox4i1;Timm10;Mrpl39;Tmem177;Uqcr11;Ndufb6;Mrpl1;Slc25a31;Mrpl54;Hmgcs2;Mrpl42;Gadd45gip1;Cox4i2;Cox5b;Timm8b;Noa1;Uqcrfs1;Uqcrb;Ccdc51;Mrps11;Cox7c;Timm10b;Uqcr10;Dnajc19;Coq5;Rhot2;Atp5mf;Mrps7;Aurkaip1;Cox6c;Atp5f1e;Ndufs3;Mrps10;Mrps28;Coq3;Slc25a45;Mrpl34;Them4;Mrpl21;Mrpl53;Romo1;Tmem126a;Ndufs8;Dnajc15;Cox8a;Ndufa1;Abcd3;Atp5pf;Eci1;Cox6b1;Kmo;Cox18;Uqcc2;Cpox;Ndufa11;Mrpl22;Mrpl20;Mrpl47;Timm23;Slc25a42;Ndufs5;Ndufv2;Ndufv3;Slc25a33;Ndufa3;Pet100;Uqcrq;Bok;Apoo;Otc;Mrps33;Ndufa8;Micos10;Higd2a;Chchd10;Ndufa12;Slc25a35;Mrpl10;Slc25a16;Mrpl36;Atp5mk;Ndufa10;Mrpl49;Mrps21;Mpst;Ndufb3;Mrpl16;Cox6a1;Cpt2;Sod2;Slc25a20;Alas2;Timm9;Mcur1;Ldhd;Abcb10;Mrpl4;Mrpl38;Higd1a;Hsd17b10;Mgst1;Mrpl57;Slc25a30;Letm1
inner mitochondrial membrane protein complex	inner mitochondrial membrane protein complex;membrane protein complex	Ndufc1;Atp5mc1;Atp5po;Ndufb2;Ndufs6;Uqcrc2;Ndufa13;Ndufb5;Atp5pd;Ndufs4;Ndufs7;Ndufa5;Cox7a2;Phb1;Ndufb7;Ndufb4;Dmac1;Chchd3;Cox7b;Ndufab1;Cox4i1;Timm10;Uqcr11;Ndufb6;Cox4i2;Cox5b;Uqcrfs1;Uqcrb;Cox7c;Timm10b;Uqcr10;Dnajc19;Atp5mf;Cox6c;Atp5f1e;Ndufs3;Romo1;Ndufs8;Dnajc15;Cox8a;Ndufa1;Atp5pf;Cox6b1;Ndufa11;Timm23;Ndufs5;Ndufv2;Ndufv3;Ndufa3;Uqcrq;Apoo;Ndufa8;Micos10;Chchd10;Ndufa12;Atp5mk;Ndufa10;Ndufb3;Cox6a1;Timm9;Tomm22;Bax;Slc25a31;Ccdc51;Mtx2;Syvn1;Tomm7;Pyurf;Casp8;Coa6
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I	Ndufc1;Ndufb2;Ndufs6;Ndufa13;Ndufb5;Ndufs4;Ndufs7;Ndufa5;Ndufb7;Ndufb4;Dmac1;Ndufab1;Ndufb6;Ndufs3;Ndufs8;Ndufa1;Ndufa11;Ndufs5;Ndufv2;Ndufv3;Ndufa3;Ndufa8;Ndufa12;Ndufa10;Ndufb3
L-amino acid catabolic process	L-amino acid catabolic process;proteinogenic amino acid catabolic process	Aldh4a1;Agxt;Gcat;Qdpr;Gls;Gls2;Tha1;Ppat
transporter complex	transporter complex;transmembrane transporter complex	Ndufc1;Atp5mc1;Ndufb2;Ndufs6;Uqcrc2;Ndufa13;Ndufb5;Ndufs4;Timm13;Ndufs7;Ndufa5;Ndufb7;Ndufb4;Dmac1;Ndufab1;Timm10;Uqcr11;Ndufb6;Uqcrfs1;Uqcrb;Ccdc51;Timm10b;Uqcr10;Ndufs3;Ndufs8;Ndufa1;Ndufa11;Ndufs5;Ndufv2;Ndufv3;Ndufa3;Uqcrq;Ndufa8;Ndufa12;Ndufa10;Ndufb3;Timm9
ATP binding	ATP binding;purine ribonucleoside triphosphate binding;adenyl nucleotide binding;ribonucleotide binding;carbohydrate derivative binding;purine nucleotide binding;nucleotide binding;nucleoside phosphate binding;adenyl ribonucleotide binding	Abcd2;Mthfs;Adck1;Coq8b;Acaca;Nmnat3;Acacb;Camk1;Lonp1;Acly;Acss3;Coq8a;Timm44;Atad3a;Nme3;Pdk1;Paics;Afg3l2;Pif1;Trnt1;Twnk;Mthfsl;Cmpk2;Iars2;Aldh18a1;Kars1;Adck2;Dmpk;Abcd1;Acsm5;Hspa9;Adcy10;Acss1;Tnk1;Rfk;Rars2;Wars2;Pdk3;Pccb;Tk2;Pi4ka;Mccc2;Atp5f1b;Acsf3;Nubpl;Ckmt1;Pank2;Mtpap;Pfkp;Selenoo;Hnrnpu;Nme6;Naxd;Nlrx1;Mccc1;Mthfd1l;Pck2;Mtg1;Guf1;Septin4;Tufm;Nudt2;Hao2;Rnf146;Dus2;Hmgcl;Aamp;Lxn;Fgf2;Abca9;Acsm1;Ears2;Gtpbp3;Suclg1;Dna2;Stab1;Acot7;Sucla2;Dguok;Cps1;Pgs1;Glud1;Idh2;Htatip2;Qdpr;Nnt;Grpel2;Ehhadh;Hadh;Cryz;Acad10;Sqor;Txnrd2;Maob;Nt5c3b;Acoxl;Wdr77;Sardh;Vdac1;Naxe;D2hgdh;Sirt3;Chdh
mitochondrial intermembrane space	mitochondrial intermembrane space;organelle envelope lumen	Pnpt1;Mix23;Sod1;Sdhaf3;Sirt5;Timm13;Chchd2;Coa7;Bloc1s1;Ndufb7;Coa4;Timm10;Clpb;Nln;Timm10b;Cox19;Park7;Uqcc2;Cpox;Timm23;Ndufa8;Chchd10;Prelid3b;Timm9;Rexo2;Coa6;Cycs
