0610005C13Rik	11405
0610006L08Rik	0
0610009E02Rik	113
0610009L18Rik	40
0610010K14Rik	1754
0610025J13Rik	0
0610030E20Rik	2180
0610031O16Rik	6222
0610038B21Rik	0
0610039H22Rik	0
0610039K10Rik	0
0610040B10Rik	189
0610040F04Rik	18
0610040J01Rik	1839
0610042G04Rik	78
0610043K17Rik	178
1100001I12Rik	0
1110002E22Rik	0
1110002J07Rik	21
1110002L01Rik	235
1110002O04Rik	0
1110004F10Rik	2184
1110006O24Rik	49
1110015O18Rik	0
1110018N20Rik	59
1110019D14Rik	109
1110020A21Rik	377
1110025L11Rik	0
1110025M09Rik	50
1110028F11Rik	0
1110028F18Rik	0
1110032F04Rik	0
1110036E04Rik	0
1110038B12Rik	545
1110038F14Rik	378
1110046J04Rik	0
1110057P08Rik	0
1110058D11Rik	0
1110059E24Rik	218
1110059G10Rik	591
1110065P20Rik	507
1190005I06Rik	0
1190028D05Rik	0
1300002E11Rik	963
1500002C15Rik	0
1500002F19Rik	48
1500004A13Rik	12
1500009L16Rik	0
1500011B03Rik	20
1500012K07Rik	0
1500015A07Rik	82
1500015L24Rik	0
1500026H17Rik	136
1500035N22Rik	0
1600002D24Rik	0
1600010M07Rik	17
1600012H06Rik	1173
1600012P17Rik	0
1600014C10Rik	6575
1600014C23Rik	0
1600015H23Rik	0
1600019K03Rik	0
1600020E01Rik	422
1600023N17Rik	0
1600025M17Rik	0
1600027J07Rik	0
1600029I14Rik	0
1600029O15Rik	0
1700001D01Rik	0
1700001F09Rik	0
1700001G01Rik	0
1700001G11Rik	10
1700001G17Rik	7
1700001J03Rik	0
1700001J04Rik	0
1700001J11Rik	0
1700001K19Rik	0
1700001K23Rik	0
1700001L05Rik	91
1700001O22Rik	0
1700003C15Rik	0
1700003D09Rik	1
1700003E16Rik	65
1700003E24Rik	0
1700003F12Rik	0
1700003G18Rik	9
1700003H04Rik	0
1700003I22Rik	0
1700003L19Rik	0
1700003M07Rik	0
1700003P14Rik	0
1700006A11Rik	0
1700006F04Rik	0
1700006H20Rik	0
1700006H21Rik	0
1700006J14Rik	0
1700007E05Rik	0
1700007F19Rik	0
1700007J10Rik	0
1700007L15Rik	98
1700007P06Rik	0
1700008C04Rik	0
1700008J07Rik	212
1700008K24Rik	0
1700008O03Rik	0
1700008P02Rik	0
1700009C05Rik	0
1700009J07Rik	5
1700009N14Rik	0
1700010B08Rik	0
1700010D01Rik	0
1700010G06Rik	5
1700010H22Rik	0
1700010I02Rik	0
1700010I14Rik	48
1700010J16Rik	0
1700010K23Rik	0
1700010L04Rik	0
1700010N08Rik	0
1700011B04Rik	0
1700011C11Rik	0
1700011L22Rik	3
1700012A03Rik	0
1700012B07Rik	0
1700012B09Rik	0
1700012C14Rik	0
1700012D01Rik	179
1700012D16Rik	0
1700012H19Rik	0
1700012I11Rik	4
1700012J15Rik	0
1700013D24Rik	0
1700013G24Rik	0
1700013H16Rik	0
1700013N06Rik	0
1700014L14Rik	0
1700015C15Rik	0
1700015I17Rik	0
1700016A09Rik	3
1700016B01Rik	0
1700016C19Rik	0
1700016G22Rik	0
1700016H13Rik	0
1700016J18Rik	0
1700016K05Rik	0
1700016L04Rik	393
1700016L21Rik	0
1700016P04Rik	0
1700017B05Rik	385
1700017G19Rik	0
1700017J07Rik	0
1700017L05Rik	0
1700017M07Rik	0
1700017N19Rik	0
1700018A04Rik	0
1700018A23Rik	45
1700018B08Rik	0
1700018B24Rik	0
1700018F24Rik	0
1700018L02Rik	160
1700019A02Rik	25
1700019C18Rik	0
1700019D03Rik	0
1700019E08Rik	0
1700019F05Rik	0
1700019G24Rik	0
1700019J19Rik	0
1700019M22Rik	0
1700019P21Rik	0
1700020A23Rik	0
1700020D12Rik	0
1700020D14Rik	0
1700020G03Rik	0
1700020G17Rik	0
1700020L13Rik	16
1700020L24Rik	0
1700020M21Rik	0
1700020N01Rik	0
1700020N15Rik	0
1700020N18Rik	0
1700021F02Rik	0
1700021G15Rik	0
1700021L23Rik	0
1700021N21Rik	0
1700022A21Rik	0
1700022A22Rik	1
1700022E09Rik	0
1700022H01Rik	0
1700022H16Rik	0
1700022N22Rik	30
1700023A20Rik	0
1700023C21Rik	0
1700023D09Rik	32
1700023F02Rik	0
1700023G09Rik	0
1700024B05Rik	0
1700024B18Rik	0
1700024G13Rik	0
1700024I08Rik	0
1700024J04Rik	0
1700024N05Rik	0
1700025B11Rik	0
1700025C18Rik	0
1700025D23Rik	0
1700025F24Rik	0
1700025G04Rik	107
1700025H01Rik	0
1700025J12Rik	0
1700025K04Rik	0
1700025K24Rik	0
1700025M24Rik	0
1700025N21Rik	0
1700025N23Rik	0
1700025O08Rik	0
1700026D11Rik	0
1700026F02Rik	0
1700026J12Rik	0
1700026J14Rik	0
1700027F06Rik	0
1700027F09Rik	0
1700027H10Rik	0
1700027I24Rik	0
1700027J07Rik	0
1700028B04Rik	0
1700028D13Rik	0
1700028E10Rik	21
1700028I16Rik	0
1700028J19Rik	0
1700028K03Rik	0
1700028M03Rik	0
1700028P15Rik	0
1700029B22Rik	0
1700029F12Rik	0
1700029H14Rik	0
1700029J03Rik	0
1700029M03Rik	0
1700029M20Rik	0
1700029N11Rik	0
1700030A11Rik	0
1700030C10Rik	102
1700030C12Rik	0
1700030C14Rik	0
1700030F04Rik	0
1700030I03Rik	0
1700030J22Rik	25
1700030K09Rik	439
1700030L20Rik	0
1700030L22Rik	0
1700030M09Rik	0
1700030N03Rik	0
1700030O20Rik	0
1700031A10Rik	0
1700031F05Rik	0
1700031L13Rik	0
1700031M16Rik	0
1700031P21Rik	0
1700034B16Rik	0
1700034E13Rik	0
1700034G24Rik	0
1700034H15Rik	30
